mX,mY,mZ 
25.55,-63.27,2.93
23.58,-62.37,9.30
18.76,-66.49,11.19
17.33,-66.49,14.64
14.47,-63.98,18.42
14.29,-65.95,17.56
13.22,-66.31,15.15
11.25,-67.57,14.29
10.36,-67.03,17.22
13.40,-69.36,9.82
17.33,-67.21,1.89
20.01,-68.11,3.44
17.86,-68.11,6.89
14.11,-68.28,9.82
15.18,-65.42,16.01
18.58,-64.52,14.46
18.40,-64.70,16.36
20.36,-62.01,16.53
26.08,-56.28,14.81
28.94,-54.48,12.05
35.37,-48.03,12.05
36.26,-40.68,14.29
35.37,-37.64,13.43
34.66,-46.24,13.78
31.62,-55.02,8.44
34.30,-55.92,4.82
31.08,-53.77,11.02
25.37,-54.13,18.60
20.90,-49.29,26.00
12.33,-42.12,32.89
6.43,-34.41,34.44
3.93,-29.39,33.06
4.47,-22.40,32.54
8.22,-19.71,30.65
7.15,-15.05,25.83
4.29,-20.07,31.00
-4.11,-22.76,32.20
-18.58,-31.18,33.41
-25.90,-33.16,33.23
-32.51,-41.94,28.93
-35.91,-42.12,27.38
-35.91,-37.82,27.72
-36.44,-30.47,25.83
-39.12,-31.72,25.31
-27.69,-49.65,31.51
-28.22,-44.45,32.03
-31.62,-29.21,29.45
-35.01,-28.68,26.52
-36.62,-27.06,25.31
-37.16,-26.17,25.48
-35.91,-26.35,25.31
-34.12,-22.76,24.62
-34.83,-19.89,26.00
-30.19,-27.06,30.13
-21.62,-28.14,32.89
-25.72,-13.62,23.42
-26.97,-12.72,23.94
-22.33,-22.04,30.82
-16.97,-31.01,34.96
-22.69,-13.44,26.69
-23.76,-10.57,24.97
-20.90,-14.88,28.76
-12.86,-27.96,34.09
-7.68,-31.72,35.64
-13.40,-21.69,33.58
-14.83,-11.65,27.72
-11.97,-13.80,27.03
-6.97,-30.29,35.99
-4.29,-29.03,35.13
-7.50,-23.30,33.41
-13.58,-12.90,27.21
-21.79,-12.19,27.55
-28.94,-16.49,25.83
-29.65,-13.98,23.76
-31.44,-16.13,22.73
-35.55,-15.95,22.90
-37.87,-16.85,22.39
-39.66,-20.43,20.66
-43.41,-24.55,21.52
-43.94,-25.09,18.94
-42.34,-24.20,19.46
-32.33,-36.02,29.10
-35.19,-31.36,30.48
-35.01,-23.66,25.48
-33.58,-18.64,24.11
-32.51,-19.36,24.80
-34.30,-19.36,26.17
-36.08,-31.18,27.90
-39.12,-39.25,26.35
-42.16,-41.94,22.04
-42.87,-47.67,19.29
-46.45,-51.97,11.71
-48.59,-51.26,8.61
-40.91,-59.68,11.19
-32.87,-63.45,14.64
-25.19,-66.13,17.74
-18.76,-70.43,14.64
-22.15,-68.46,16.88
-26.97,-65.78,17.39
-14.47,-67.57,21.52
-13.58,-59.14,29.62
-16.43,-62.37,26.52
-17.15,-60.94,28.58
-18.22,-58.79,30.31
-14.47,-62.91,26.69
0.71,-66.67,21.70
19.47,-63.27,12.57
33.58,-53.05,-5.85
36.44,-48.75,-9.99
30.90,-56.10,-7.75
28.40,-59.68,-9.13
26.08,-60.22,-8.61
27.15,-60.94,-4.82
23.58,-63.45,-8.27
18.76,-66.49,-7.06
9.65,-70.26,-9.30
-1.97,-74.38,-7.40
-16.61,-73.66,-5.68
-20.90,-71.15,-7.06
-21.62,-71.51,-5.68
-18.94,-72.76,-7.92
-18.94,-72.05,-12.05
-15.18,-72.23,-12.23
-13.40,-71.87,-11.88
-15.36,-70.97,-15.84
-13.76,-69.36,-14.64
-9.83,-71.51,-16.36
-8.75,-70.79,-14.98
-5.54,-71.87,-15.67
-0.36,-69.90,-15.67
6.61,-72.23,-13.95
8.22,-69.18,-12.05
11.25,-69.36,-12.91
15.01,-67.39,-13.09
15.54,-68.28,-10.85
17.51,-67.03,-10.68
18.94,-66.67,-11.71
21.44,-65.60,-12.74
20.54,-63.62,-12.23
23.76,-63.62,-12.91
23.22,-62.01,-13.43
26.44,-61.29,-12.74
25.37,-62.01,-12.40
16.97,-68.28,-7.23
6.43,-72.41,-2.76
-4.11,-74.38,9.47
-10.00,-70.61,14.81
-10.36,-68.82,22.39
-5.18,-68.64,22.90
4.64,-68.46,17.22
19.83,-66.13,7.06
21.08,-65.24,7.92
18.22,-65.60,12.05
13.76,-65.42,18.42
12.15,-63.80,22.39
11.79,-59.14,27.90
12.15,-51.26,31.00
13.04,-44.63,32.20
16.26,-40.33,30.82
19.29,-32.26,29.27
21.97,-27.78,25.31
23.94,-27.96,24.45
27.33,-27.42,21.87
31.98,-29.57,19.46
31.44,-32.26,20.66
31.44,-30.47,17.56
33.23,-27.96,16.88
34.12,-21.69,10.50
34.66,-11.11,0.69
9.11,2.69,9.13
10.72,4.30,5.51
31.26,-5.56,-3.62
41.44,-25.09,-13.09
40.19,-49.29,-12.91
33.41,-60.04,-2.58
31.62,-61.12,-2.24
33.76,-57.17,-6.37
38.76,-51.44,-14.29
39.30,-45.88,-12.74
41.44,-36.20,-1.03
37.16,-18.64,7.92
32.15,-15.77,9.64
33.41,-17.38,10.16
35.91,-19.18,7.40
35.37,-21.51,5.51
38.23,-39.43,3.44
38.76,-48.93,0.86
36.80,-45.52,9.30
35.73,-41.58,15.50
35.19,-41.40,14.64
36.26,-45.70,11.54
37.87,-43.73,9.99
37.69,-44.27,8.44
37.16,-47.67,8.27
39.12,-46.78,4.30
38.94,-47.67,1.38
36.44,-51.26,2.76
32.87,-55.92,7.58
31.26,-56.10,12.23
32.15,-55.92,13.43
30.73,-53.41,13.78
29.48,-57.17,12.57
35.19,-57.17,-3.62
36.44,-55.20,2.41
35.01,-53.77,4.13
37.87,-50.90,3.10
38.94,-50.54,-1.72
39.30,-49.82,-0.69
39.12,-49.65,0.86
38.05,-51.80,3.27
35.19,-52.51,2.24
34.48,-56.10,4.99
34.30,-54.48,4.82
35.19,-54.66,3.96
34.48,-56.46,3.96
34.48,-56.10,4.65
34.83,-56.46,3.96
34.12,-58.25,3.96
33.05,-57.53,4.65
33.76,-56.81,6.72
34.30,-54.84,5.85
35.37,-52.69,4.82
37.69,-52.51,3.27
37.51,-51.26,3.44
35.91,-51.44,4.65
36.26,-52.87,5.34
35.19,-50.36,4.99
37.34,-52.15,4.65
36.26,-52.15,6.37
36.26,-54.13,6.20
35.37,-52.69,7.23
35.37,-52.33,6.54
38.41,-50.00,5.68
38.94,-48.39,5.51
38.76,-50.72,5.34
35.73,-51.97,6.54
34.48,-52.51,8.44
36.80,-49.11,9.99
35.01,-46.60,13.78
35.01,-49.11,11.02
35.37,-50.18,12.74
33.41,-50.36,14.29
33.23,-51.97,14.12
33.23,-51.62,15.50
32.51,-54.84,14.46
31.98,-55.74,11.54
31.62,-56.81,10.16
31.44,-57.35,8.61
30.55,-59.32,9.13
30.19,-58.25,8.78
31.08,-58.79,8.61
29.48,-58.61,7.40
31.62,-60.04,7.40
30.90,-58.96,5.68
30.01,-59.14,8.61
29.48,-58.25,7.75
25.01,-63.80,9.99
25.01,-63.45,8.61
27.15,-61.29,3.79
29.48,-61.47,5.34
26.80,-61.65,4.13
28.22,-61.29,4.82
23.94,-65.95,8.95
23.40,-61.83,16.01
31.44,-54.13,15.50
36.08,-46.24,14.12
37.16,-45.16,14.12
37.87,-45.16,12.05
36.08,-46.24,12.40
35.37,-47.67,14.12
34.66,-47.32,16.88
33.58,-47.32,17.56
33.76,-46.78,16.36
35.73,-47.67,15.50
35.37,-48.39,14.12
35.55,-48.21,14.29
37.51,-49.11,13.43
36.26,-47.85,11.19
35.55,-48.21,13.95
35.19,-47.49,13.60
35.37,-46.24,13.09
35.37,-48.03,14.46
36.98,-47.85,10.50
37.34,-49.29,6.72
38.05,-51.08,6.03
38.59,-49.47,5.51
37.51,-51.26,7.23
39.30,-47.67,2.41
40.91,-50.00,-1.21
41.09,-46.96,-2.41
40.55,-46.78,-1.89
40.73,-45.52,0.00
39.48,-46.60,-0.34
37.69,-50.72,3.62
39.30,-51.26,3.10
39.66,-49.82,2.07
40.73,-48.39,2.76
40.01,-48.39,1.38
40.37,-48.39,2.76
39.30,-48.39,4.48
37.87,-49.11,5.51
40.91,-48.21,6.72
37.87,-48.03,8.61
36.62,-49.29,10.85
34.12,-51.80,15.67
32.33,-50.36,18.77
29.65,-46.24,21.01
25.55,-40.33,25.66
22.87,-40.50,28.58
23.58,-38.35,27.90
26.97,-38.17,25.31
31.62,-35.67,21.18
33.23,-32.62,17.56
35.91,-29.57,13.60
37.51,-25.81,9.30
37.51,-21.15,3.79
38.23,-17.92,-0.34
35.01,-13.62,-5.51
34.66,-13.26,-4.48
35.55,-12.72,-3.27
35.01,-16.49,2.41
36.08,-18.64,5.51
33.94,-20.07,5.51
33.41,-18.82,10.85
31.08,-16.85,12.23
27.33,-16.31,12.91
27.51,-17.21,15.50
28.58,-16.49,13.43
30.55,-16.67,11.54
31.44,-17.21,9.64
34.48,-16.31,6.03
37.16,-24.37,5.85
36.26,-21.33,8.09
28.94,-15.77,15.84
20.90,-21.69,25.66
19.65,-24.02,28.58
19.83,-24.20,26.00
27.33,-16.31,18.08
28.58,-13.62,13.09
30.55,-18.82,14.81
29.65,-24.37,18.94
30.01,-30.83,21.01
30.73,-32.62,18.94
30.90,-30.65,19.11
32.15,-28.14,17.74
30.01,-25.81,17.22
29.65,-24.73,16.19
27.69,-23.84,19.80
26.08,-23.30,19.63
25.01,-29.03,21.35
25.19,-32.08,24.62
25.90,-34.23,23.25
30.73,-39.61,20.15
31.98,-42.83,17.39
30.19,-42.83,19.80
28.94,-39.07,22.39
31.08,-33.34,19.97
32.87,-32.98,17.91
34.48,-31.01,18.77
31.08,-32.98,19.63
31.44,-35.49,19.63
31.26,-38.53,19.80
33.05,-37.46,18.42
36.08,-35.31,16.36
35.91,-31.01,14.29
35.55,-28.86,13.60
32.15,-31.18,18.25
27.69,-30.65,24.62
25.55,-29.57,27.38
26.44,-34.41,24.45
27.15,-38.71,25.14
25.72,-43.73,26.52
23.76,-44.99,24.97
24.29,-46.60,24.80
24.65,-49.82,23.76
25.01,-47.32,25.83
22.87,-47.32,25.48
23.76,-45.70,26.00
21.26,-48.57,25.66
22.33,-52.51,24.97
26.62,-51.44,19.11
27.51,-51.26,19.63
27.69,-52.51,17.74
27.51,-53.41,17.56
26.26,-55.38,15.67
24.47,-56.81,19.80
22.87,-56.28,19.97
23.40,-56.81,19.11
25.37,-55.56,16.88
32.51,-51.62,10.33
33.76,-46.78,13.26
32.69,-43.19,14.64
32.87,-40.86,15.84
32.87,-38.00,14.46
31.80,-31.18,17.22
30.90,-30.29,16.01
33.41,-31.01,16.01
33.23,-30.83,14.81
31.44,-32.62,16.53
31.80,-35.13,17.56
31.08,-36.20,16.53
33.76,-39.25,15.67
33.41,-37.82,13.95
36.26,-36.38,11.54
38.05,-37.46,8.44
37.34,-35.31,7.06
38.41,-36.74,4.99
39.66,-38.71,2.41
40.19,-37.82,1.21
39.84,-37.82,3.62
38.94,-36.56,6.89
38.23,-35.13,8.95
38.05,-34.59,9.82
36.44,-35.13,9.64
35.91,-34.95,9.13
37.69,-40.33,7.06
32.87,-54.48,-1.38
33.41,-54.30,-12.91
31.80,-52.69,-14.46
32.15,-52.69,-13.78
32.15,-55.20,-12.40
29.65,-57.35,-15.15
30.19,-53.23,-21.52
33.23,-37.64,-27.55
35.55,-30.29,-27.38
34.48,-32.08,-27.38
30.55,-20.25,-31.86
30.01,-15.77,-27.90
29.30,-14.34,-28.58
31.62,-17.03,-28.07
33.41,-20.61,-27.38
33.41,-17.74,-23.25
34.30,-16.85,-21.70
35.01,-19.00,-20.32
34.12,-17.74,-23.25
34.12,-16.67,-21.87
33.23,-16.49,-24.11
30.01,-13.26,-24.45
29.30,-11.47,-27.55
27.69,-9.50,-23.94
26.97,-7.35,-22.56
29.30,-8.24,-23.07
29.30,-8.60,-20.66
30.19,-10.93,-22.56
32.33,-14.52,-23.94
35.19,-15.95,-19.46
37.87,-20.07,-18.94
36.44,-17.21,-20.66
36.98,-17.03,-21.52
38.94,-19.00,-21.70
39.12,-24.55,-24.28
39.30,-27.96,-24.11
44.12,-32.44,-18.42
41.98,-43.55,-11.54
38.41,-50.00,-10.16
36.26,-55.02,-12.23
35.73,-51.97,-13.78
36.44,-48.39,-18.25
37.51,-48.75,-15.50
38.05,-50.72,-8.78
37.34,-55.74,-5.34
34.48,-59.68,-0.17
31.80,-62.01,1.38
30.19,-61.83,3.62
28.76,-62.91,5.68
31.98,-61.83,6.72
33.41,-59.32,5.68
37.34,-56.46,4.99
37.16,-49.11,7.58
37.34,-49.65,8.78
35.19,-53.23,9.47
32.51,-56.63,8.95
27.87,-58.79,9.99
26.26,-60.76,10.16
26.26,-62.55,8.78
26.44,-64.52,2.07
26.97,-63.98,-4.65
27.87,-61.29,-11.02
29.12,-61.12,-12.91
28.40,-60.76,-13.95
27.15,-60.58,-15.84
25.55,-61.12,-16.70
26.80,-62.01,-14.12
25.72,-62.37,-13.43
26.44,-63.45,-14.46
25.72,-63.80,-15.50
25.90,-61.12,-13.60
23.04,-64.34,-13.60
23.58,-64.16,-13.78
22.15,-65.95,-13.09
22.51,-65.24,-11.02
22.33,-66.85,-10.16
20.54,-66.85,-9.13
21.08,-68.11,-9.30
21.62,-66.49,-10.85
22.15,-67.75,-8.95
23.94,-66.31,-9.99
21.08,-67.75,-8.27
20.54,-67.57,-6.72
20.90,-66.85,-7.06
22.15,-67.75,-8.61
20.72,-67.75,-7.92
19.83,-69.00,-6.37
19.65,-68.82,-6.20
17.33,-70.08,-4.30
15.90,-70.08,-2.93
14.65,-73.48,-1.38
14.65,-72.05,0.00
12.33,-72.94,-0.86
10.90,-72.23,0.17
11.97,-70.79,2.93
11.97,-71.15,3.27
12.15,-70.26,5.51
15.72,-72.76,5.85
19.65,-68.11,6.54
23.22,-66.85,5.68
26.44,-63.45,5.51
27.33,-61.12,7.06
25.72,-61.29,11.02
22.87,-62.37,12.05
20.72,-63.80,13.78
15.36,-69.90,8.27
12.15,-71.69,0.17
9.29,-73.84,-3.10
9.11,-72.23,-3.27
12.68,-72.23,-5.68
14.83,-70.08,-5.68
18.40,-70.08,-0.86
22.33,-65.78,7.06
25.72,-57.35,17.22
28.22,-49.82,18.94
30.90,-45.70,21.52
32.15,-34.05,21.01
35.01,-27.60,12.40
36.44,-21.51,7.58
35.19,-15.23,3.62
35.01,-15.05,3.44
34.66,-15.41,4.82
34.83,-17.74,7.75
35.19,-23.12,11.54
35.19,-20.97,11.88
33.41,-20.61,12.23
33.41,-20.25,12.23
33.05,-19.54,14.29
30.37,-18.28,15.15
27.15,-13.62,16.88
24.12,-13.44,19.11
19.47,-14.16,22.90
16.61,-13.44,24.28
12.50,-17.56,28.58
11.97,-14.88,28.07
10.54,-15.59,28.41
9.65,-17.92,28.93
7.15,-18.28,31.00
11.08,-18.28,29.62
14.11,-22.04,29.10
17.33,-20.97,27.03
17.69,-23.84,28.41
21.26,-24.20,26.17
23.76,-34.23,27.72
25.01,-46.24,25.14
28.05,-50.72,21.18
27.69,-48.93,21.18
29.83,-48.21,20.15
30.37,-47.67,18.94
28.76,-46.06,21.18
28.40,-46.06,21.87
28.22,-49.47,19.29
28.40,-51.44,18.08
27.69,-51.44,17.39
31.62,-47.49,16.01
32.87,-40.50,16.53
32.15,-29.03,15.84
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
31.08,-26.17,18.25
