gX,gY,gZ 
4.15,15.20,-60.97
15.62,10.19,-51.76
16.24,9.03,-42.54
-3.54,5.31,-8.91
-24.11,1.28,3.11
-6.41,2.93,0.73
-0.61,-0.49,0.06
2.50,1.04,0.06
-1.22,1.10,0.31
4.09,6.47,3.78
-7.39,7.87,2.75
-10.86,6.47,0.49
-1.34,2.38,-2.62
-5.62,-2.08,0.37
-7.81,-1.71,3.36
9.89,-2.75,0.85
-0.79,-0.61,-1.10
1.34,-2.99,-0.12
-5.13,14.53,-36.50
-94.42,35.10,-63.05
-38.15,-2.14,44.43
-18.25,49.68,169.68
37.41,22.77,159.67
38.02,8.12,58.29
113.65,-6.90,12.82
122.86,23.19,6.53
124.02,-33.51,24.35
42.60,-74.10,9.16
30.58,-42.42,-75.20
30.09,-8.54,-154.54
-0.79,18.80,-136.66
7.87,85.63,-85.27
-8.18,116.52,-33.94
9.40,110.84,-0.37
-31.07,94.06,43.64
-71.59,76.29,54.20
-37.35,57.92,34.67
-0.49,-44.56,-2.08
-42.36,-61.52,-9.58
39.92,-108.89,-8.00
41.75,-184.81,-35.71
31.19,-178.47,-40.22
-23.50,-138.98,23.74
-26.37,-61.89,73.55
-78.06,47.00,99.00
-125.31,128.78,55.42
-18.01,122.80,74.83
-132.20,153.81,90.76
-126.89,104.25,26.37
-78.98,15.56,-32.47
-28.63,0.49,-21.97
44.80,8.54,19.78
116.88,-20.94,60.85
129.52,-56.21,19.90
140.32,-61.28,-50.84
119.20,-97.60,-13.31
-16.85,24.84,11.72
-38.09,15.69,12.51
-126.83,51.70,5.68
-162.29,31.31,-48.71
-80.93,-6.41,-128.05
-18.49,-23.44,-125.5
85.69,-40.71,-105.96
79.83,-88.99,-108.40
91.86,-56.40,-118.90
-22.71,53.96,27.89
-65.73,101.20,66.41
-89.90,107.67,60.73
-116.39,113.95,41.69
-20.94,80.99,65.73
-3.72,28.99,48.34
42.48,-35.89,-28.02
53.83,-72.81,-72.45
23.50,-97.90,-86.06
28.26,-108.64,-69.27
39.31,-89.78,-42.42
21.42,-52.73,-16.48
-14.65,13.98,32.90
-44.25,80.63,37.84
-27.40,83.01,25.15
-2.26,93.02,27.83
-58.04,65.61,36.44
-14.83,42.36,34.12
7.81,-6.29,-23.86
67.69,-45.53,-27.95
41.81,-46.51,-45.96
78.12,-77.51,-49.50
78.98,-73.36,-44.62
-13.55,22.83,11.05
-63.23,60.79,52.61
-43.09,45.96,29.17
-12.63,40.95,6.04
-48.34,56.46,35.40
-54.32,68.30,115.54
1.16,57.98,143.62
-23.07,-20.63,22.34
-5.37,-34.79,-53.77
32.53,-40.10,-106.14
43.58,-58.41,-106.93
56.27,-70.98,-92.22
22.64,-94.24,-118.47
3.78,-110.11,-101.99
-51.03,-182.80,-9.52
-4.21,-210.88,64.15
-13.85,-123.05,50.66
27.77,42.05,-0.73
-78.37,170.35,-26.25
7.81,185.12,-23.13
7.14,177.19,29.17
11.90,129.82,74.46
-116.15,73.73,118.53
80.57,84.11,132.08
13.12,42.72,155.09
44.62,-19.17,97.72
10.31,-14.34,0.61
18.98,-1.28,-107.85
13.73,-17.52,-123.47
24.72,-54.20,-131.16
43.76,-69.95,-110.90
55.18,-65.31,-124.69
-3.72,-109.86,-138.0
-5.74,-130.98,-89.97
-4.58,-146.24,-37.11
-34.30,-187.01,-9.52
-47.49,-132.57,-11.5
-14.95,41.63,-4.46
-71.84,108.95,17.82
-69.40,141.36,-31.25
19.10,148.38,-16.54
114.81,173.65,50.48
22.09,128.85,118.59
-53.47,97.84,119.87
-52.19,60.97,90.76
-26.55,-9.64,67.69
35.46,9.22,75.62
-1.89,-12.57,2.01
10.38,-4.33,-94.79
10.38,-1.04,-96.07
-2.56,-31.49,-99.73
16.72,-67.02,-126.10
-3.11,-82.34,-105.96
5.74,-90.64,-88.01
29.91,-63.42,-41.26
25.15,-65.49,-38.33
38.88,-57.07,-0.79
-28.93,50.11,49.07
-46.57,90.88,55.05
-44.80,95.70,57.25
-55.73,94.24,63.11
-32.71,96.98,59.20
-19.90,80.75,70.80
-14.40,67.81,75.62
39.37,36.01,90.76
3.11,0.31,54.87
2.38,-22.46,-19.96
11.23,-35.40,-74.28
43.27,-54.57,-86.85
38.64,-69.09,-86.79
22.09,-107.91,-110.0
-4.82,-104.74,-97.23
-21.48,-122.38,-57.9
21.91,-144.04,-3.72
31.25,-161.62,25.51
50.54,-69.27,14.40
-0.67,68.60,22.22
-59.39,164.43,3.23
-21.48,154.48,16.36
-22.28,140.26,19.96
-34.00,135.99,8.30
3.42,101.20,61.40
-33.33,64.58,50.48
-50.29,34.73,55.66
4.46,22.95,62.56
11.05,-23.56,12.57
23.19,-48.77,-32.23
50.60,-67.75,-68.85
24.54,-78.12,-98.08
27.89,-89.42,-92.96
32.84,-79.59,-56.64
55.73,-68.97,-42.24
56.82,-70.50,2.26
-29.11,22.95,43.40
-78.43,83.86,66.35
-83.50,69.52,32.90
-73.24,59.94,11.41
-34.67,56.34,-2.32
-0.18,43.21,28.08
25.45,29.48,25.15
-63.29,8.91,27.95
12.39,11.23,13.43
77.03,-8.18,-23.38
61.16,-63.60,-76.42
54.75,-89.90,-87.65
16.72,-125.61,-73.24
47.18,-158.39,-15.99
12.02,-134.09,60.00
-23.25,24.90,40.47
-69.64,99.49,33.33
-94.18,115.36,3.23
-64.21,96.86,3.85
-15.69,77.76,1.59
-25.70,68.36,8.54
-20.63,57.43,45.65
-35.16,25.51,51.70
-32.84,6.71,36.80
15.32,-10.50,-1.59
31.86,-24.35,-39.92
61.16,-49.19,-73.24
20.87,-61.16,-80.26
19.96,-92.16,-75.87
17.58,-67.93,-35.89
44.37,-62.50,-17.27
-20.87,41.93,56.40
-90.94,88.44,41.20
-57.43,65.25,27.77
-77.33,68.85,12.82
-27.04,65.06,4.39
7.08,57.19,32.35
-16.91,35.16,60.61
-29.36,36.13,90.82
27.04,25.88,46.94
8.18,-18.37,-5.74
54.93,-33.75,-57.92
27.65,-42.18,-48.46
49.19,-62.87,-66.16
59.63,-51.94,-72.88
47.73,-44.92,-48.22
-8.91,15.69,0.98
-74.71,62.56,71.90
-30.58,58.84,45.29
-23.38,65.19,42.79
-23.80,41.20,44.37
-28.93,36.87,86.00
-18.01,13.49,55.73
6.04,-3.60,14.77
43.82,-16.60,-29.72
-1.95,-25.63,-50.11
54.63,-59.27,-53.41
38.21,-67.93,-65.25
0.92,-110.84,-34.85
47.67,-82.82,-42.97
41.75,-47.30,28.26
-36.32,56.46,32.53
-99.79,118.35,72.33
-102.29,79.77,34.42
-44.25,35.89,-10.62
-3.11,21.12,19.17
-63.42,42.60,53.83
112.30,54.32,147.28
120.79,14.71,137.21
150.82,-49.19,56.58
154.91,-35.71,-38.57
141.85,-4.82,-23.93
39.43,-3.85,-11.78
-132.45,-20.87,-25.0
-72.45,23.68,-9.46
-5.37,16.54,79.90
72.51,-28.32,62.93
41.63,9.16,-39.00
-52.43,6.59,-6.23
-20.08,-17.82,-12.08
10.31,10.86,-1.89
-7.20,19.84,18.62
-3.42,-19.96,18.43
-6.96,11.35,-8.79
-93.44,23.68,-12.02
-173.89,-78.61,-240.
395.08,-141.30,-129.
55.97,93.63,4.39
-218.63,119.69,-81.9
299.44,-150.51,-3.17
-10.93,89.29,50.35
-214.29,91.74,22.52
97.11,-209.90,33.51
51.21,-33.57,-33.08
-26.06,135.07,42.36
61.34,-135.25,15.75
-41.93,41.02,85.39
-163.70,57.37,-41.20
282.17,-195.86,-51.3
-53.71,149.05,70.01
-82.28,-18.25,-16.54
215.64,-206.91,-89.2
-0.06,126.28,56.82
-179.14,32.41,-39.67
286.44,-214.17,-92.2
-169.31,196.23,68.24
34.24,-166.56,-1.65
285.46,-231.45,-86.9
-90.09,87.04,93.87
-91.74,-42.85,-44.01
262.57,-202.27,-39.6
-44.07,142.88,24.90
-195.01,183.23,-10.5
79.10,-137.63,-2.50
85.51,-20.26,32.65
-233.76,170.10,-26.0
200.68,-172.55,36.87
40.34,50.23,60.24
-255.43,162.41,64.94
99.73,-155.76,31.80
65.00,38.02,117.55
-122.44,120.67,56.95
11.35,-145.81,35.95
238.53,-154.97,-70.3
-121.28,139.77,47.00
1.53,-84.78,30.40
245.97,-160.34,-56.4
-93.63,118.47,75.32
-22.28,-51.82,17.52
172.79,-198.06,-4.03
24.84,61.77,-3.97
-213.26,159.97,-15.3
134.70,-222.17,-13.3
-31.19,31.62,-6.53
-203.80,178.96,9.70
-63.96,-50.05,18.74
183.96,-176.94,44.62
-25.27,87.59,6.04
-180.54,162.54,-53.0
159.48,-174.87,87.59
99.91,-53.89,27.59
-197.14,199.40,-7.69
92.22,-120.67,63.35
112.12,-43.33,8.12
-159.61,194.89,1.40
96.80,-144.35,55.97
47.73,-22.95,47.79
-202.64,143.92,-24.9
80.63,-88.50,47.24
145.45,-55.18,41.63
102.97,111.02,168.76
8.48,94.12,222.84
-68.97,21.06,80.87
43.03,-13.37,-19.65
132.26,-29.36,-30.27
-173.22,-33.51,-22.5
26.86,-18.86,11.78
45.59,-12.57,5.37
36.32,-7.57,1.77
-75.26,47.73,4.58
-28.38,15.75,-5.25
-72.33,31.92,-41.26
-74.58,-21.30,-118.5
24.11,-186.58,-125.4
89.84,-152.95,-131.9
58.35,-98.21,-133.79
116.03,-34.36,-67.02
15.87,160.34,-42.85
-35.77,121.83,-16.72
-19.96,69.82,-4.33
-52.98,41.99,-3.97
156.01,73.18,45.96
-15.81,-5.80,18.68
-17.58,-151.55,32.29
9.83,-114.69,-53.96
-19.35,-10.86,-60.42
1.59,49.93,-4.21
6.59,85.51,11.84
6.65,10.13,8.42
-18.31,-9.58,12.70
-31.98,-40.34,-7.20
40.41,-52.73,-19.65
-44.86,-98.02,-18.49
-97.96,-89.72,35.83
-12.15,-5.00,80.26
-0.55,81.18,50.29
83.31,117.92,14.28
-42.97,84.84,-2.81
-41.14,66.59,-50.90
-9.16,14.71,-64.03
26.67,-34.73,-21.24
-13.98,-75.38,-38.09
-2.93,-94.42,-6.23
-45.53,-90.64,0.85
-45.23,-68.12,50.35
-13.00,-16.66,59.27
-27.16,81.36,39.37
39.61,109.19,18.13
25.70,125.43,17.21
-42.79,106.51,-16.85
2.93,74.46,-19.10
51.21,90.33,-14.04
15.93,35.89,-7.14
-22.52,-55.54,-59.02
-24.05,-106.02,-45.1
-42.18,-119.51,-28.6
-51.03,-113.46,-9.03
-68.79,-65.80,43.03
-42.66,18.25,82.34
-20.14,79.35,126.77
-30.09,95.76,130.68
-18.98,140.56,96.19
-3.60,13.98,6.16
-8.30,-102.29,-83.25
8.36,-158.45,-100.89
-38.15,25.88,47.18
-39.73,161.19,66.83
-29.97,39.86,36.87
-48.58,-69.89,-50.66
31.25,-92.47,-41.20
74.77,-98.63,-20.45
