aX,aY,aZ 
-0.53,9.75,-3.33
-0.57,9.85,-2.93
-0.65,9.82,-2.87
-0.75,10.02,-2.82
-1.23,10.62,-0.96
-0.57,10.51,-1.01
-0.91,9.72,-1.05
-0.44,9.36,-0.50
-0.63,10.08,-0.22
-0.55,9.71,-0.99
-1.00,10.15,-1.30
-0.56,10.24,-1.18
-0.41,9.98,-1.07
-0.81,10.23,-0.47
-0.99,9.76,-0.27
-1.36,10.06,-0.16
-1.67,10.27,0.42
-1.45,10.50,0.11
-1.97,9.80,0.70
-2.03,9.94,0.85
-2.22,9.75,0.68
-2.36,10.21,0.52
-2.32,9.61,0.46
-2.23,9.93,0.09
-2.16,9.90,0.00
-1.93,9.93,0.51
-1.67,9.87,0.72
-2.17,9.36,1.02
-1.72,9.62,0.57
-1.78,9.73,1.18
-1.97,9.99,2.79
-1.90,9.69,1.34
-1.79,9.17,0.65
-1.82,9.22,1.36
-1.80,10.40,0.73
-1.55,9.66,1.33
-1.54,9.99,1.02
-1.93,9.40,0.94
-1.62,9.74,0.50
-1.74,9.99,0.11
-1.73,9.94,0.26
-2.56,10.55,1.08
-2.21,9.56,1.29
-2.26,10.17,2.54
-2.21,8.61,3.88
-2.04,7.50,5.05
-2.01,6.83,5.86
-2.07,6.41,6.15
-1.98,7.48,6.37
-2.19,7.10,6.10
-1.95,7.40,5.79
-1.97,7.51,4.72
-2.22,9.23,3.27
-2.38,9.65,2.04
-2.82,9.95,0.05
-2.20,9.66,-1.61
-3.07,8.84,-3.87
-2.46,9.63,-4.63
-2.66,8.74,-5.03
-3.03,8.90,-4.39
-2.68,8.90,-4.54
-2.99,8.91,-4.31
-3.05,8.88,-4.37
-2.94,8.68,-4.55
-3.04,8.88,-4.52
-3.23,8.59,-5.26
-3.51,7.91,-5.62
-3.55,7.70,-6.17
-3.62,7.96,-6.07
-4.10,8.91,-5.23
-4.50,9.03,-4.41
-4.02,8.30,-3.79
-4.48,8.72,-3.72
-3.80,9.19,-3.09
-3.55,9.31,-2.73
-3.21,8.77,-2.22
-3.31,9.62,-1.38
-2.73,9.39,-1.90
-3.17,9.29,-0.28
-3.38,9.39,-0.14
-2.94,9.38,0.08
-3.20,9.40,0.28
-3.21,9.83,0.57
-2.93,10.07,1.37
-2.25,9.78,2.51
-1.58,8.39,3.86
-0.56,7.22,5.68
-1.24,6.04,6.30
-0.99,3.86,7.18
-1.03,5.31,8.50
-1.23,5.01,7.72
-1.36,4.61,7.21
-1.81,4.22,6.01
-3.08,5.01,7.02
-6.71,3.51,7.17
-8.71,1.74,5.54
-9.94,2.05,5.24
-9.24,0.15,2.71
-9.84,0.47,3.23
-9.53,-0.71,1.04
-9.68,0.58,0.86
-9.41,0.92,0.25
-9.62,0.06,0.58
-9.61,0.34,0.32
-9.63,0.60,0.37
-9.54,0.60,0.54
-9.59,0.45,0.38
-9.53,0.58,0.44
-9.67,0.45,0.62
-9.48,0.84,0.42
-9.51,0.39,0.45
-9.59,0.62,0.65
-9.52,0.18,0.46
-9.54,-0.11,0.53
-9.64,0.54,0.96
-9.51,1.36,1.31
-8.90,2.26,1.34
-9.75,5.80,2.49
-7.51,7.61,0.77
-6.93,7.73,1.38
-3.95,9.63,0.65
-0.23,9.10,1.71
2.44,7.96,2.38
3.62,6.69,3.93
4.37,5.50,5.77
4.64,3.17,5.77
5.00,1.94,6.26
4.84,1.36,7.81
4.19,-0.01,8.51
3.63,0.15,9.46
4.02,1.55,7.93
4.64,5.69,6.00
4.85,7.02,4.34
4.12,8.20,3.64
3.71,8.33,2.61
2.03,9.06,1.58
0.33,9.76,-0.30
-1.23,9.46,-1.29
-2.55,11.01,-2.20
-3.56,11.29,-1.68
-3.93,12.23,-1.19
-2.41,10.82,-0.68
-0.52,10.17,-0.28
2.92,7.81,2.37
3.88,4.34,3.86
5.01,3.42,5.49
4.02,4.93,8.65
2.57,1.68,8.04
3.00,-0.22,9.74
2.57,1.48,10.00
3.20,2.43,8.23
3.44,3.80,6.98
4.26,6.80,5.55
3.98,8.06,3.31
4.19,8.94,0.85
3.29,8.67,-0.01
1.49,10.65,-1.55
-0.14,11.17,-1.42
-3.48,10.18,-2.16
-4.88,11.93,-1.45
-4.52,11.30,-1.77
-2.75,10.43,-1.88
0.42,9.90,-1.30
2.64,9.34,0.22
3.88,7.83,1.93
4.63,5.63,4.12
5.20,6.29,5.09
4.21,4.34,6.54
4.46,3.72,8.83
3.35,0.37,9.25
2.94,1.30,8.97
3.29,3.32,7.56
3.65,7.64,4.25
3.90,9.50,1.83
3.92,8.91,-0.56
2.91,9.72,-0.93
1.13,10.14,-2.10
-0.13,11.32,-2.62
-1.58,11.19,-3.12
-1.69,12.07,-3.03
-1.46,11.55,-2.77
-0.07,11.11,-2.82
1.48,9.81,-1.47
3.80,6.54,3.21
3.94,6.32,5.86
5.01,5.70,6.87
4.49,2.03,6.51
2.66,1.02,6.07
0.32,2.44,11.89
0.52,3.03,9.91
1.22,3.02,8.53
1.66,5.61,8.15
2.38,7.53,5.62
3.41,7.38,3.98
3.74,8.74,0.68
2.89,9.76,-1.16
2.01,12.00,-2.12
1.60,8.92,-4.41
0.60,10.50,-3.30
-0.08,9.77,-2.98
-1.02,8.86,-1.85
-1.58,10.22,-1.22
-4.79,8.81,1.21
-6.04,7.91,2.81
-7.36,5.97,4.40
-6.90,3.98,4.87
-8.22,1.42,3.32
-9.54,-0.14,2.69
-9.17,0.63,1.66
-9.32,-2.21,0.69
-9.62,0.48,0.93
-9.48,-0.02,0.72
-9.56,-0.00,0.80
-9.65,0.52,0.83
-9.51,0.23,0.87
-9.60,0.57,0.76
-9.76,0.22,0.68
-9.46,-0.12,0.61
-9.03,0.57,2.08
-8.83,0.84,2.67
-9.31,1.68,1.77
-9.52,0.67,1.34
-9.63,0.86,1.24
-9.47,1.48,2.49
-8.87,3.68,3.07
-7.79,5.66,2.23
-6.77,6.53,2.72
-5.66,8.43,1.99
-4.69,8.21,1.90
-3.97,8.53,2.30
-3.18,8.14,2.26
-2.34,7.88,3.11
-1.90,9.52,3.63
-1.73,8.57,3.93
-2.46,8.62,3.51
-2.06,8.61,4.10
-2.80,9.17,3.97
-2.99,8.42,4.76
-3.10,7.88,4.60
-2.94,8.03,4.74
-3.20,8.47,4.64
-3.05,8.09,4.50
-3.05,8.59,4.04
-2.86,7.74,4.37
-3.12,8.36,3.70
-2.57,7.67,4.49
-2.55,8.12,4.40
-2.39,9.71,2.99
-2.11,9.98,2.93
-2.18,9.66,2.62
-2.26,9.47,2.55
-2.44,8.43,3.30
-2.75,8.57,4.31
-2.73,8.64,5.43
-2.63,6.14,6.03
-2.34,6.28,6.76
-2.17,7.29,6.35
-2.26,7.00,7.57
-2.26,5.98,8.08
-1.56,3.08,8.08
-1.11,-0.15,8.17
-1.70,-2.72,8.22
-2.55,-4.80,7.70
-2.68,-4.23,7.93
-2.74,-4.17,7.53
-2.66,-4.01,7.64
-2.75,-2.32,8.63
-2.84,-2.02,8.59
-3.10,-2.50,8.72
-2.43,-2.85,7.61
-2.83,-3.17,7.75
-3.72,-4.71,7.93
-3.37,-4.29,7.59
-3.29,-4.16,7.81
-3.20,-2.76,7.82
-3.40,-2.64,7.82
-3.76,-1.66,8.33
-3.40,-1.51,8.00
-3.34,0.04,9.56
-3.17,-0.48,8.53
-3.29,-2.27,7.54
-3.49,0.10,8.22
-3.77,1.45,8.26
-3.85,3.83,7.92
-4.14,5.55,7.24
-3.66,6.64,6.20
-3.34,6.87,5.57
-3.63,6.43,5.84
-3.84,6.14,5.97
-4.06,6.34,6.07
-4.09,6.50,5.22
-4.06,7.72,4.36
-4.56,7.97,2.61
-4.26,9.41,1.09
-4.78,9.04,-0.33
-4.85,9.13,-0.49
-4.89,8.93,-0.20
-4.62,8.56,-0.04
-4.75,8.77,0.04
-4.64,8.29,0.15
-4.07,8.31,1.13
-4.86,8.65,0.10
-4.83,9.57,-0.08
-4.42,9.17,0.11
-4.20,9.03,0.38
-3.59,8.80,0.44
-3.03,10.22,0.23
-2.43,10.07,1.15
-1.56,8.15,2.61
-1.51,8.65,4.10
-1.71,7.55,4.37
-1.56,9.00,4.20
-1.59,9.76,2.03
-1.27,10.48,0.09
-1.39,10.48,-1.09
-1.25,10.15,-0.48
-1.32,9.33,-1.02
-1.82,10.48,-1.24
-1.45,10.81,-1.31
-1.11,10.41,-0.34
-0.87,9.78,1.13
-0.25,9.07,3.27
-0.09,8.09,4.62
-0.44,5.72,5.88
-0.90,7.54,4.74
-1.28,9.97,3.12
-1.58,9.94,0.60
-1.53,10.11,-0.11
-1.68,10.15,-0.16
-2.25,8.54,-0.46
-2.76,11.43,-0.93
-2.81,10.34,-0.94
-2.08,10.64,-0.84
-1.99,9.61,0.02
-1.41,10.04,0.81
-0.37,9.57,0.99
-0.27,8.99,2.77
-0.33,8.40,4.70
-0.58,8.33,4.32
-0.93,9.27,3.63
-1.19,9.82,2.26
-1.79,10.20,1.08
-1.32,9.60,0.81
-1.71,9.89,0.45
-2.37,9.74,-0.15
-2.85,9.58,-0.53
-3.32,10.53,-0.71
-3.34,9.29,-0.61
-2.83,10.82,-0.40
-2.05,10.22,-0.11
-1.34,9.39,1.31
-1.00,8.44,2.69
-0.85,9.19,4.67
-1.12,7.13,5.42
-1.39,5.73,6.49
-1.51,7.35,5.58
-1.76,8.75,3.58
-2.21,9.79,2.47
-2.02,9.22,1.00
-2.38,9.34,1.17
-3.63,8.40,0.73
-3.75,9.25,1.07
-4.00,10.68,-0.05
-3.67,9.53,0.10
-2.49,10.61,0.74
-2.60,9.28,0.63
-1.45,9.35,1.26
-0.79,8.60,2.38
-0.92,8.91,5.06
-0.96,7.15,5.30
-0.90,8.11,3.96
-1.24,9.31,3.07
-1.43,9.90,1.70
-1.76,10.09,0.63
-1.79,10.47,0.00
-2.83,9.85,0.05
-3.08,9.85,-0.35
-3.74,9.28,-0.26
-3.82,10.09,-0.77
-3.12,10.20,-0.45
-2.60,10.04,0.30
-1.96,9.39,1.01
-0.76,9.00,3.15
-0.55,7.54,4.92
-1.02,4.81,7.08
-2.54,1.71,9.12
-2.49,3.75,7.79
-1.98,7.66,5.97
-2.11,9.36,4.18
-1.74,9.23,1.24
-3.54,6.89,2.02
-3.37,9.18,-0.44
-4.08,9.11,-0.44
-5.17,10.20,-0.54
-5.06,8.89,0.00
-4.47,10.04,-0.64
-4.03,9.28,0.02
-3.09,9.66,0.93
-2.02,10.08,1.74
-1.28,8.90,2.30
-0.54,7.70,4.96
-1.66,4.34,7.32
-2.06,3.43,8.78
-2.17,3.50,7.94
-2.46,4.74,6.88
-2.83,8.96,5.92
-2.32,8.22,3.68
-2.63,8.54,2.65
-2.95,10.11,1.73
-3.47,8.75,1.36
-4.40,9.15,1.14
-4.55,9.25,0.26
-4.88,8.99,0.11
-4.78,8.79,0.20
-5.00,8.54,0.44
-4.82,8.45,0.83
-4.94,8.47,0.82
-4.83,8.86,1.36
-5.13,7.70,1.94
-5.68,6.05,2.94
-6.59,4.52,3.99
-7.71,5.44,4.44
-8.38,2.46,4.09
-7.45,0.76,3.47
-8.48,0.93,2.18
-10.19,-0.46,2.20
-9.70,1.35,0.21
-9.71,1.50,0.42
-9.33,-0.19,-0.18
-9.67,0.34,0.84
-9.62,0.57,0.45
-9.83,1.45,0.79
-9.52,1.41,0.96
-9.33,2.94,1.38
-9.01,4.18,1.32
-8.27,4.93,1.81
-7.16,5.93,2.19
-6.54,6.05,2.47
-6.20,6.52,2.32
-6.27,6.46,2.64
-6.75,6.44,3.43
-6.18,6.62,3.04
-6.24,6.52,2.73
-5.85,6.96,2.73
-5.96,7.77,2.95
-5.82,6.77,2.43
-5.84,7.88,2.13
-5.66,7.60,1.97
-5.35,7.88,2.16
-5.39,7.65,2.23
-5.28,8.14,1.37
-5.91,7.73,1.68
-5.96,7.60,1.92
-5.85,7.76,1.03
-6.05,7.98,1.76
-5.81,7.74,2.22
-5.74,8.35,2.60
-5.38,7.41,2.36
-5.37,7.99,1.75
-5.40,8.58,0.57
-5.12,8.09,1.15
-5.43,8.09,1.19
-6.08,7.59,1.44
-5.89,5.36,2.99
-6.83,7.76,1.25
-6.75,7.35,1.33
-6.78,6.21,0.33
-7.12,6.06,-0.82
-8.33,7.57,-0.26
-8.63,6.18,0.84
-8.15,7.49,0.36
-7.17,6.93,0.33
-4.66,9.41,-0.78
-2.99,10.06,-0.64
-0.69,9.37,0.16
0.55,10.14,2.84
1.43,8.49,4.07
2.84,4.38,5.19
2.72,3.80,7.44
1.96,1.19,9.59
2.06,3.88,8.12
2.10,6.51,5.90
3.17,7.86,3.48
2.11,9.39,1.48
0.68,9.84,-0.26
0.14,11.22,-1.03
-0.88,10.30,-0.34
-0.89,9.66,-1.39
-0.47,10.85,-1.46
0.41,11.37,-1.53
1.84,10.30,-0.00
3.31,8.40,1.98
3.92,6.33,4.45
4.50,5.03,5.69
4.20,3.04,7.41
3.64,0.35,8.30
2.72,2.27,10.23
3.36,2.87,8.60
3.31,2.43,7.68
3.31,5.76,5.30
3.58,8.53,3.07
3.20,9.17,0.45
2.35,11.09,-0.96
1.04,10.36,-2.35
-0.19,9.86,-2.62
-0.66,10.99,-3.44
-1.32,11.27,-3.32
-0.27,9.48,-2.49
1.52,11.22,-1.36
1.50,10.07,0.38
2.34,9.46,2.23
2.80,8.37,4.10
3.19,5.64,5.89
3.08,3.48,7.43
2.09,1.53,10.43
2.58,3.45,7.39
2.78,6.48,5.97
2.82,8.04,3.62
2.45,9.41,0.82
1.01,10.62,-0.93
0.30,11.57,-0.57
-0.82,11.34,-1.56
-1.54,9.59,-1.01
-1.63,12.88,-2.83
-0.79,10.75,-2.17
0.53,11.26,-2.04
1.98,8.77,-0.21
4.06,8.29,1.23
4.53,8.42,3.51
5.02,5.30,3.79
4.24,2.81,5.33
4.14,2.18,8.51
1.94,2.28,10.27
2.37,2.25,10.12
3.16,2.43,7.37
3.57,4.98,5.66
2.97,6.71,4.74
3.16,8.84,3.05
2.41,11.34,1.47
2.10,9.12,-0.27
2.03,11.13,-0.34
1.88,9.71,-0.55
1.75,10.23,-0.64
2.29,10.89,-0.04
2.79,9.76,0.75
3.46,8.98,3.17
3.55,5.61,5.82
4.41,3.98,6.99
4.32,4.34,7.09
4.40,4.79,6.52
4.79,6.23,5.40
4.66,8.00,3.93
4.35,8.50,2.53
4.39,8.91,0.93
3.63,9.81,0.31
3.72,10.44,-1.09
3.33,10.06,-2.01
3.23,10.06,-1.27
3.43,10.77,-0.45
4.03,9.08,1.36
3.82,8.02,3.63
4.37,7.25,5.32
4.47,5.18,5.55
4.33,5.60,6.11
4.51,6.83,4.89
4.24,7.68,3.26
4.18,8.64,1.19
4.25,9.25,-0.18
3.54,8.82,-1.10
3.33,9.18,-1.58
3.37,10.64,-3.64
3.34,9.97,-2.50
3.72,10.39,-1.10
3.75,9.27,1.18
4.09,6.75,4.07
4.69,6.54,5.36
4.23,4.97,6.45
4.15,5.11,6.54
3.79,6.77,5.34
4.12,8.49,3.50
4.42,8.27,1.55
3.51,11.02,0.48
1.88,7.63,-1.01
0.50,11.09,-2.34
0.89,11.74,-2.98
0.62,11.19,-3.06
0.91,10.67,-2.01
1.66,9.86,-1.19
2.33,10.99,-0.29
3.71,9.87,1.13
3.85,6.12,4.23
5.09,4.98,5.60
5.03,4.91,6.39
5.10,3.61,7.30
4.57,4.25,7.00
4.05,5.88,5.51
4.26,7.85,4.26
3.71,9.14,1.68
3.74,9.72,0.61
2.80,9.44,-0.80
1.43,10.72,-1.11
0.27,11.65,-1.99
0.26,11.38,-1.92
1.10,10.60,-1.55
1.58,10.59,-1.30
2.22,10.18,-0.13
3.42,9.28,1.13
4.41,7.62,3.44
4.85,5.63,5.16
4.98,5.50,6.11
4.52,2.78,7.04
4.31,4.35,7.43
4.04,5.46,5.96
4.16,7.17,5.34
3.79,7.86,4.29
3.50,9.51,2.87
3.74,8.86,1.34
3.59,10.37,0.76
2.38,9.25,0.28
1.91,9.46,0.35
0.46,9.24,0.52
-0.79,8.58,1.59
-4.66,8.57,1.78
-8.31,5.15,5.52
-10.07,3.60,4.09
-8.67,0.54,3.58
-9.34,-0.06,1.86
-9.25,-3.27,1.06
-8.67,-0.26,0.75
-10.54,1.00,1.08
-9.72,0.62,1.85
-9.24,0.17,-0.23
-9.62,0.74,0.57
-9.69,0.84,0.73
-9.56,0.71,0.27
-9.68,0.99,0.59
-9.59,0.75,0.36
-9.53,0.83,0.45
-9.53,0.81,0.36
-9.57,0.94,0.45
-9.55,0.93,0.42
-9.56,0.92,0.45
-9.55,1.05,0.43
-9.55,0.95,0.42
-9.42,0.87,0.54
-9.54,0.80,0.48
-9.57,0.95,0.48
-9.52,0.88,0.43
-9.57,0.57,0.79
-9.92,0.86,1.21
-9.67,0.69,1.38
-9.65,1.94,2.58
-8.58,3.08,3.40
-7.93,3.62,3.65
-7.16,5.38,3.98
-5.95,7.75,3.74
-4.53,8.01,3.15
-3.08,9.50,2.92
-1.77,6.86,2.86
-1.82,8.46,3.12
-1.25,8.86,3.12
-1.24,9.89,3.21
-1.11,9.32,2.91
-0.86,10.00,2.38
-1.34,9.04,2.58
-0.53,9.84,2.79
-1.03,9.23,2.64
-0.65,9.58,2.83
-0.56,9.60,3.02
-1.37,9.94,2.81
-1.30,9.51,2.70
-1.34,9.06,3.04
-1.53,9.17,3.65
-1.75,8.60,4.49
-1.70,8.79,3.60
-1.38,8.95,4.66
-1.26,7.56,5.13
-1.54,7.23,6.07
-1.43,5.97,5.91
-1.92,6.35,6.64
-1.72,7.39,6.62
-2.01,7.15,6.05
-2.04,6.91,6.40
-1.92,6.76,6.40
-2.02,6.74,6.31
-2.11,6.58,6.13
-2.08,7.73,5.17
-2.14,8.69,2.99
-2.43,9.75,1.01
-2.43,10.15,-0.80
-2.78,9.79,-2.20
-2.96,9.46,-3.31
-3.17,9.23,-4.37
-3.08,9.13,-4.46
-2.94,8.54,-4.60
-3.46,9.26,-3.37
-3.89,9.68,-2.81
-3.38,9.99,-3.43
-3.32,8.80,-3.84
-2.88,9.08,-2.34
-2.60,9.29,-1.85
-2.04,9.19,-2.98
-2.57,9.54,-2.77
-2.46,9.95,-1.75
-2.62,9.64,-1.59
-2.54,9.89,-1.20
-2.58,9.88,-1.43
-2.56,9.79,-1.20
-2.52,9.93,-0.58
-2.27,9.92,-0.38
-2.18,10.51,0.74
-1.22,9.38,2.27
-0.80,7.89,3.54
-1.07,7.21,6.46
-1.50,5.34,7.39
-0.77,4.04,7.45
-1.03,4.58,8.22
-1.07,4.94,8.06
-1.01,5.44,7.57
-1.43,6.05,7.36
-1.24,6.25,7.85
-1.56,4.85,6.93
-2.14,6.28,7.69
-2.19,5.99,7.09
-1.96,5.89,6.99
-1.66,5.59,6.92
-0.97,6.34,6.84
-1.66,6.05,7.47
-1.09,6.08,6.97
-1.24,6.27,5.97
-2.26,4.73,4.93
-4.37,6.77,6.07
-6.16,7.01,5.06
-7.26,5.62,3.86
-7.39,4.92,2.60
-8.78,5.71,3.06
-8.39,4.94,1.60
-8.24,3.61,0.23
-9.57,3.31,0.76
-9.52,2.67,0.33
-9.74,1.96,0.30
-9.37,2.02,1.61
-9.47,2.19,2.33
-8.94,1.85,2.02
-9.21,0.18,2.09
-8.85,0.96,2.60
-9.16,0.00,1.38
-9.78,-0.79,0.65
-9.59,0.10,0.91
-9.68,0.39,1.09
-9.47,0.28,0.18
-9.67,0.75,0.70
-9.49,0.65,0.36
-9.53,0.70,0.55
-9.53,0.69,0.60
-9.57,0.58,0.39
-9.57,0.72,0.42
-9.52,0.58,0.47
-9.59,0.68,0.45
-9.54,0.70,0.45
-9.53,0.70,0.45
-9.54,0.68,0.47
-9.49,0.64,0.45
-9.60,0.59,0.53
-9.56,0.78,0.43
-9.61,0.64,0.38
-9.60,0.80,0.42
-9.56,0.74,0.46
-9.56,0.64,0.37
-9.57,0.67,0.52
-9.59,0.59,0.47
-9.61,0.74,0.41
-9.57,0.70,0.48
-9.53,0.68,0.50
-9.54,0.63,0.46
-9.57,0.65,0.50
-9.59,0.76,0.50
-9.55,0.68,0.47
-9.59,0.70,0.43
-9.53,0.62,0.46
-9.54,0.68,0.42
-9.60,0.62,0.49
-9.56,0.74,0.43
-9.56,0.74,0.54
-9.51,0.70,0.44
-9.54,0.78,0.52
-9.48,0.67,0.54
-9.48,0.66,0.44
-9.59,0.63,0.51
-9.56,0.69,0.50
-9.58,0.70,0.40
-9.60,0.75,0.52
-9.53,0.63,0.53
-9.52,0.69,0.46
-9.60,0.74,0.44
-9.59,0.60,0.45
-9.55,0.61,0.57
-9.55,0.79,0.46
-9.52,0.73,0.45
-9.59,0.73,0.50
-9.61,0.78,0.40
-9.60,0.71,0.40
-9.56,0.74,0.44
-9.62,0.74,0.43
-9.57,-0.49,0.46
-9.95,0.77,1.08
-9.55,0.48,1.38
-9.29,1.13,2.51
-8.97,1.99,3.29
-8.27,3.04,3.93
-6.92,4.52,4.52
-5.87,7.91,5.10
-5.21,5.80,3.98
-3.73,6.50,5.45
-2.66,7.82,4.79
-1.59,8.14,4.65
-1.44,9.02,4.44
-1.42,9.64,3.84
-1.29,9.45,3.78
-1.69,8.88,4.04
-1.12,8.37,4.06
-1.16,8.54,4.60
-1.19,8.35,4.64
-1.04,9.34,4.72
-0.86,7.31,5.65
-1.45,6.58,5.99
-1.09,8.26,4.71
-0.94,9.80,3.66
-0.59,10.54,2.86
-0.02,9.74,1.94
0.84,9.71,1.41
1.79,9.10,0.14
1.93,9.41,-0.49
2.18,9.74,-1.36
2.21,9.99,-2.35
2.25,9.52,-2.12
2.15,10.38,-1.76
2.10,10.56,-1.64
2.55,10.17,-1.02
3.28,10.01,-0.97
4.83,8.91,0.45
6.19,6.98,0.76
6.81,3.23,2.13
6.84,5.73,3.62
7.11,6.38,2.85
7.02,5.93,2.79
6.50,4.68,2.00
4.72,7.99,1.63
3.36,10.37,0.94
1.69,9.42,-0.02
1.58,10.76,-1.25
-0.13,11.03,-0.84
-0.60,13.45,-2.05
-1.14,10.26,-1.64
-1.04,10.15,-1.54
-1.06,10.41,-0.86
-1.21,9.94,0.70
-0.93,10.08,2.93
-0.47,8.86,4.60
-0.35,6.27,5.54
-0.87,5.18,7.43
-0.95,5.94,7.60
-1.01,5.82,7.02
-1.36,5.86,7.17
-1.92,5.80,7.16
-2.27,6.06,7.31
-2.41,7.03,5.93
-2.49,8.47,5.33
-2.53,8.06,4.78
-2.71,8.42,4.07
-2.74,8.64,4.15
