mX,mY,mZ 
-33.64,42.42,-5.04
-33.11,42.63,-5.03
-33.03,42.16,-4.16
-32.97,43.25,-5.25
-33.17,42.68,-3.93
-32.81,42.58,-4.02
-33.48,43.33,-4.68
-33.06,43.14,-4.10
-33.67,42.75,-3.52
-33.61,42.10,-4.43
-32.92,42.50,-4.38
-33.07,41.61,-3.58
-34.06,41.88,-3.74
-33.59,42.26,-3.23
-33.75,41.65,-4.96
-33.48,41.56,-4.22
-33.09,41.74,-4.33
-33.11,42.02,-4.66
-33.63,42.02,-4.09
-33.79,41.69,-5.11
-33.94,42.09,-3.81
-33.53,42.25,-4.50
-33.41,41.71,-3.45
-33.48,41.77,-4.17
-33.61,42.08,-3.19
-33.24,41.72,-4.59
-33.31,42.13,-3.97
-33.58,41.96,-2.84
-33.29,41.74,-2.54
-33.68,41.98,-3.47
-33.11,42.02,-2.14
-33.19,41.74,-2.77
-33.26,42.08,-4.55
-33.67,42.07,-4.08
-33.46,42.27,-3.11
-33.47,41.94,-3.21
-33.65,41.41,-2.73
-33.57,41.26,-3.97
-33.29,41.70,-3.22
-33.74,41.82,-3.72
-33.91,42.13,-2.47
-34.06,41.35,-2.86
-33.39,41.53,-2.32
-33.47,41.35,-2.64
-33.97,41.16,-2.32
-33.42,40.84,-1.46
-33.40,40.14,-0.49
-33.62,41.33,-1.29
-33.79,40.20,-1.78
-34.34,41.17,-2.21
-33.58,41.00,-1.48
-34.29,40.67,-1.92
-33.34,41.35,-1.54
-33.69,40.49,-2.19
-33.31,40.53,-2.01
-33.02,40.44,-1.16
-33.58,40.15,-1.55
-34.11,40.81,-1.16
-33.72,40.89,-1.26
-33.73,41.03,-0.98
-34.02,41.08,-0.96
-33.44,41.56,-1.98
-33.34,40.86,-1.53
-33.83,41.16,-1.25
-33.81,40.23,-2.00
-33.01,40.55,-1.15
-33.98,40.71,-1.60
-33.59,41.02,-1.06
-33.42,40.59,-1.55
-33.40,41.13,-2.39
-33.44,41.10,-1.78
-33.80,41.04,-1.90
-33.64,41.54,-2.32
-33.65,41.42,-1.23
-33.12,41.77,-1.77
-33.39,41.77,-1.65
-33.62,41.91,-1.53
-34.12,41.54,-3.58
-33.67,41.02,-2.75
-33.63,40.32,-1.60
-33.86,40.36,-2.12
-33.03,40.80,-0.99
-33.65,41.33,-1.27
-33.45,41.38,-0.63
-33.29,41.63,-1.43
-33.67,41.85,-2.28
-33.53,41.85,-2.49
-33.67,41.33,-1.98
-33.42,42.22,-1.70
-33.57,40.98,-1.51
-33.74,41.59,-1.12
-33.64,41.52,-1.60
-33.30,41.69,-2.56
-34.07,41.66,-1.55
-33.65,41.97,-3.20
-33.62,41.93,-2.72
-33.42,41.98,-0.82
-33.33,41.37,-1.00
-34.02,41.69,-2.23
-33.85,41.74,-2.76
-33.44,41.71,-1.95
-33.62,41.46,-1.49
-34.12,41.42,-1.70
-33.84,42.13,-1.07
-33.78,41.70,-2.34
-33.41,41.74,-2.87
-33.64,41.38,-0.93
-33.41,41.59,-2.06
-33.85,41.81,-1.26
-33.56,42.44,-1.42
-33.44,42.20,-2.88
-33.91,42.35,-2.76
-33.07,41.65,-1.93
-33.97,41.72,-2.21
-33.75,41.92,-1.75
-33.51,42.21,-1.99
-33.34,41.78,-3.76
-33.24,41.54,-2.53
-33.04,41.43,-1.83
-33.52,41.67,-2.95
-33.47,41.47,-2.71
-33.36,42.82,-1.76
-32.96,43.68,-0.81
-33.00,44.91,-2.00
-33.08,45.59,-3.21
-32.34,46.39,-1.82
-32.69,47.58,-1.42
-32.09,47.68,-0.48
-32.23,47.40,0.78
-32.56,47.36,1.33
-32.71,47.22,-0.60
-32.45,47.27,-0.18
-33.13,46.96,-1.49
-32.96,47.71,-1.95
-33.14,47.45,-2.55
-32.68,46.78,-1.12
-32.93,45.47,-1.29
-32.67,46.25,-3.41
-32.65,46.69,-2.01
-32.23,46.74,-3.23
-33.08,46.52,-3.47
-33.07,45.96,-1.76
-33.26,46.02,-3.44
-32.75,46.48,-1.55
-32.57,45.95,-2.32
-32.74,45.97,-2.31
-32.98,46.28,-3.47
-32.65,46.52,-4.91
-33.24,46.48,-4.38
-32.87,46.58,-4.74
-32.78,45.75,-4.48
-33.53,44.90,-4.54
-33.00,43.98,-5.43
-33.19,43.43,-4.99
-33.53,43.12,-5.33
-32.86,44.08,-3.81
-33.22,44.37,-3.67
-33.53,43.71,-3.45
-33.42,44.02,-2.31
-33.53,43.79,-2.26
-33.33,43.69,-3.02
-33.03,43.66,-2.25
-33.34,43.46,-4.63
-33.09,43.68,-3.75
-33.74,43.30,-3.39
-33.46,42.33,-4.32
-33.61,43.24,-3.30
-32.79,42.96,-3.64
-32.65,42.80,-3.59
-33.00,42.91,-3.72
-33.58,42.61,-2.86
-33.52,42.32,-3.74
-33.61,42.76,-3.03
-33.22,42.54,-3.39
-33.68,41.61,-4.77
-33.74,42.02,-2.91
-32.81,42.81,-3.91
-33.26,42.00,-2.54
-33.04,42.47,-2.83
-33.31,42.18,-2.83
-33.40,42.24,-3.42
-33.00,42.57,-2.94
-33.50,41.94,-3.03
-33.35,41.94,-2.92
-33.30,42.60,-2.80
-33.28,41.78,-2.72
-32.84,42.05,-3.81
-33.50,42.30,-3.60
-33.47,42.20,-2.58
-33.37,41.39,-3.47
-33.45,42.07,-2.80
-33.50,42.04,-3.55
-33.56,42.54,-3.38
-33.67,42.63,-2.25
-34.07,42.40,-3.27
-33.57,41.97,-3.43
-33.26,42.44,-3.23
-33.75,42.20,-3.10
-33.57,42.07,-2.98
-33.30,42.47,-2.36
-33.81,42.21,-3.49
-32.87,41.91,-2.62
-33.23,41.92,-3.37
-34.17,41.75,-2.91
-33.69,42.16,-3.91
-33.24,42.60,-4.50
-33.39,41.52,-4.20
-33.34,41.56,-3.59
-32.93,42.18,-3.19
-33.34,41.28,-3.10
-33.25,41.65,-4.11
-33.76,42.33,-2.43
-33.44,42.31,-3.44
-34.24,41.96,-2.91
-33.13,42.14,-3.12
-33.22,41.74,-3.96
-32.76,41.49,-3.03
-32.80,41.69,-3.49
-33.53,42.16,-3.37
-33.62,41.96,-2.62
-34.01,42.25,-3.00
-33.36,41.19,-3.58
-33.00,41.94,-2.91
-33.59,41.88,-2.47
-33.33,41.61,-2.70
-33.56,41.63,-4.08
-33.81,42.50,-2.65
-33.79,41.80,-3.47
-33.68,41.64,-2.84
-32.90,41.71,-3.74
-33.09,41.49,-2.15
-33.23,42.03,-2.43
-33.67,41.66,-2.72
-33.42,42.57,-2.98
-33.54,42.19,-2.56
-33.72,41.83,-3.55
-33.04,41.82,-3.33
-33.20,42.14,-1.59
-33.98,41.44,-2.47
-33.81,41.54,-3.15
-33.42,42.07,-3.02
-33.44,42.40,-2.48
-33.76,41.99,-2.54
-33.79,42.54,-3.14
-33.39,42.07,-2.00
-33.87,42.31,-2.76
-33.72,42.49,-2.01
-33.53,42.22,-2.37
-33.44,41.97,-1.71
-33.42,42.53,-3.11
-33.48,42.64,-2.32
-33.45,42.20,-2.23
-33.37,42.59,-2.15
-33.50,42.58,-2.73
-33.51,42.09,-3.06
-33.61,41.80,-3.96
-33.28,42.13,-2.38
-32.87,42.58,-3.23
-33.20,42.55,-2.60
-33.36,42.80,-3.86
-33.52,43.33,-3.44
-33.52,42.76,-1.90
-33.57,42.43,-2.93
-33.86,42.75,-1.50
-33.91,41.97,-3.43
-33.73,42.32,-2.54
-33.11,43.27,-2.78
-33.50,42.74,-3.38
-33.15,42.71,-3.31
-33.53,42.52,-3.53
-33.37,41.98,-2.42
-33.23,42.29,-2.83
-33.79,42.54,-2.44
-33.08,42.75,-2.23
-33.19,42.31,-3.11
-33.29,42.42,-3.22
-33.14,43.12,-3.22
-33.36,42.32,-2.20
-33.35,41.72,-6.25
-32.68,38.78,-10.31
-31.90,36.23,-12.55
-32.23,36.39,-14.56
-31.76,39.04,-13.77
-30.94,39.82,-13.28
-30.75,37.50,-15.42
-29.88,30.58,-16.31
-27.70,23.40,-16.85
-20.35,9.38,-14.22
-10.82,-0.57,-9.50
-2.55,-3.71,-11.60
7.62,-4.81,-11.74
12.54,-0.49,-21.06
11.98,2.15,-25.42
9.05,5.82,-29.37
6.81,7.25,-30.62
6.58,7.81,-30.25
7.21,8.51,-30.44
11.44,4.44,-26.76
14.50,1.67,-23.58
16.64,-2.33,-18.12
14.77,-3.93,-12.41
9.56,-5.46,-8.90
1.00,-5.70,-2.45
-5.58,-3.56,-2.28
-4.76,-3.85,-1.57
1.76,-5.21,-3.86
11.30,-5.00,-10.86
17.18,-2.67,-14.15
21.14,-1.67,-16.59
20.04,0.98,-22.28
17.77,3.59,-26.37
14.28,7.23,-30.19
13.79,5.88,-29.69
15.84,2.95,-25.99
17.70,-0.65,-19.79
16.17,-1.89,-17.16
14.36,-3.22,-17.43
10.40,-3.71,-14.07
1.16,-4.42,-7.95
-0.96,-4.46,-7.04
-7.70,-3.41,-2.48
-6.62,-2.88,-3.70
-3.41,-4.20,-2.76
5.18,-5.68,-6.51
13.20,-5.19,-10.78
16.46,-3.42,-15.08
18.58,-1.70,-18.03
15.80,1.07,-22.85
13.34,3.64,-26.95
8.73,9.58,-33.28
11.22,9.55,-32.82
13.88,6.12,-28.88
18.36,0.17,-20.41
18.66,-2.59,-14.36
17.19,-3.76,-10.52
12.61,-5.75,-2.92
8.11,-6.41,0.45
4.50,-5.51,1.94
2.95,-5.68,0.40
6.14,-6.60,-2.98
9.95,-5.80,-6.77
14.92,-4.59,-11.84
19.36,-2.22,-15.73
21.01,-0.48,-19.54
19.71,4.46,-25.96
17.08,8.65,-29.97
14.75,11.04,-33.41
17.19,9.69,-31.92
19.57,4.54,-26.34
20.61,1.57,-21.51
18.36,-2.31,-15.82
13.99,-4.63,-8.53
9.51,-6.46,-2.89
2.51,-5.77,1.81
-2.49,-4.57,2.99
-0.50,-5.10,1.87
6.73,-6.82,-2.83
14.47,-5.65,-10.39
17.86,-3.10,-13.22
19.09,-1.45,-18.12
16.59,2.62,-25.01
12.32,6.40,-29.10
5.63,12.94,-34.81
7.48,10.72,-33.28
13.16,3.12,-26.83
17.87,-1.51,-18.30
16.98,-4.52,-12.16
14.59,-5.85,-6.85
8.62,-6.52,-0.82
5.11,-5.83,1.97
1.28,-5.55,0.72
-1.44,-4.75,-3.32
-3.04,-3.47,-9.06
-9.91,-0.38,-9.78
-16.88,3.17,-7.23
-19.48,5.69,-8.61
-20.00,7.31,-10.58
-19.24,9.72,-16.19
-17.99,11.17,-19.36
-18.27,11.65,-21.33
-19.49,14.72,-22.46
-20.74,16.83,-24.02
-26.23,27.31,-21.61
-31.14,38.84,-16.99
-30.69,44.34,-16.03
-31.01,47.83,-14.20
-29.82,48.68,-14.73
-29.04,46.69,-17.07
-29.20,39.51,-18.65
-25.88,14.47,-9.85
-19.63,5.97,-9.48
-17.14,4.87,-10.33
-22.52,8.92,-10.31
-27.71,16.91,-10.05
-30.30,27.84,-16.61
-30.37,23.69,-11.32
-29.57,18.91,-7.19
-22.07,7.60,0.42
-12.82,0.59,2.89
-16.17,2.88,2.69
-26.28,13.35,-4.33
-30.43,26.29,-12.66
-30.77,31.99,-15.47
-31.15,33.52,-15.94
-32.46,27.50,-9.20
-28.92,16.31,-2.95
-21.22,6.76,2.03
-16.87,2.72,5.42
-22.01,7.68,1.77
-30.25,18.48,-4.76
-32.12,26.56,-9.58
-30.02,34.57,-18.43
-30.59,33.46,-15.92
-32.53,25.09,-6.47
-29.74,17.46,-3.66
-21.53,6.32,0.85
-17.50,3.72,6.12
-24.87,10.29,-2.78
-29.13,22.14,-15.77
-28.94,32.71,-20.37
-23.74,42.13,-27.36
-24.74,39.67,-25.52
-29.20,32.80,-20.94
-30.29,19.74,-7.54
-24.96,10.14,-1.70
-15.34,1.93,4.10
-16.16,1.68,4.46
-18.49,4.17,2.05
-22.20,10.33,-11.45
-18.03,14.14,-22.56
-4.80,12.35,-30.54
-0.83,11.61,-32.78
0.72,9.18,-31.09
0.63,5.90,-27.45
-0.77,4.16,-25.55
-0.77,4.16,-25.55
-2.16,3.89,-25.39
-3.82,8.59,-28.86
-4.66,9.25,-29.37
-5.90,8.75,-28.60
-9.59,6.35,-23.72
-11.87,3.72,-17.09
-12.41,0.21,-6.01
-12.66,1.82,-11.58
-11.55,4.44,-19.18
-7.21,7.65,-27.17
-3.81,6.92,-27.16
-2.21,5.86,-27.43
-1.72,3.32,-23.56
-3.92,2.86,-22.78
-5.48,2.93,-22.49
-4.32,4.21,-24.44
-3.36,8.23,-29.50
-5.07,4.90,-24.93
-6.80,3.77,-22.89
-12.61,2.70,-14.69
-14.40,2.61,-10.25
-17.40,4.80,-10.16
-13.54,4.47,-15.78
-10.41,4.96,-20.43
-7.01,3.37,-20.81
-5.13,2.01,-19.84
-4.88,2.08,-19.42
-8.24,2.66,-18.26
-8.75,4.25,-19.09
-8.97,7.04,-23.43
-12.46,4.75,-17.52
-13.09,2.36,-13.26
-13.39,1.67,-8.85
-16.67,3.28,-6.36
-17.36,4.37,-10.00
-15.27,4.97,-13.68
-12.19,4.81,-18.14
-6.15,4.02,-22.03
-3.81,3.43,-22.56
-4.90,1.48,-17.19
-8.08,2.64,-17.99
-8.15,1.97,-15.97
-8.28,3.02,-18.99
-9.67,0.76,-11.46
-11.40,0.40,-8.98
-16.19,2.21,-7.90
-18.02,4.87,-9.03
-15.66,6.03,-15.73
-10.68,9.27,-25.01
-7.19,8.62,-29.60
-4.36,7.80,-28.14
-5.74,3.98,-21.30
-6.68,4.65,-23.61
-8.63,8.20,-25.98
-9.40,9.55,-25.93
-10.97,12.59,-28.49
-12.49,18.42,-30.85
-19.90,33.56,-29.86
-26.14,48.40,-20.54
-29.14,49.33,-16.02
-31.86,43.51,-10.93
-33.25,42.50,-8.87
-32.69,44.19,-7.02
-33.11,44.81,-6.99
-33.51,45.92,-7.58
-32.69,46.59,-5.52
-32.79,45.91,-5.64
-33.30,46.40,-4.17
-33.59,45.59,-6.80
-33.64,42.74,-6.97
-33.65,38.31,-9.44
-32.18,31.35,-12.52
-28.88,25.13,-15.72
-22.91,15.42,-18.02
-16.14,8.81,-20.64
-11.77,5.77,-19.74
-7.10,2.98,-20.43
-0.40,1.94,-22.45
3.41,1.73,-23.60
4.98,3.91,-28.11
5.79,2.20,-25.78
5.38,2.51,-24.99
4.74,2.22,-25.10
4.91,2.01,-25.49
5.35,2.42,-23.58
5.59,2.48,-25.28
5.43,2.50,-26.06
4.96,2.40,-24.72
5.16,1.86,-25.21
5.55,2.05,-24.45
5.07,1.35,-23.67
5.44,1.23,-24.05
4.88,1.46,-22.91
4.60,1.67,-23.97
5.79,1.07,-25.16
14.38,0.39,-23.13
15.25,-2.78,-16.27
5.81,-3.94,-14.38
-12.26,1.95,-12.60
-20.83,10.49,-15.82
-21.17,14.81,-20.98
-20.36,22.61,-25.84
-23.02,37.66,-29.16
-27.97,44.64,-20.41
-31.96,43.74,-12.63
-33.30,34.73,-10.57
-28.20,16.89,-10.30
-16.72,5.36,-13.82
-9.48,2.45,-16.87
-3.41,2.67,-21.08
1.67,1.43,-22.73
1.43,-1.75,-16.58
-0.63,-2.33,-13.17
-1.76,-3.02,-13.12
-1.89,-3.00,-11.32
-3.67,-3.52,-7.43
-4.17,-3.42,-6.05
-0.87,-4.69,-3.70
1.07,-5.35,-1.49
-2.84,-3.91,4.81
-13.18,2.27,10.78
-21.19,10.23,12.62
-31.62,23.18,0.13
-31.47,31.71,-14.88
-26.27,30.88,-22.86
-21.09,21.59,-25.99
-19.58,16.64,-23.97
-19.34,16.31,-24.28
-21.45,26.77,-27.91
-25.63,41.04,-24.89
-29.74,45.17,-18.19
-33.18,44.30,-3.85
-34.01,43.52,-1.62
-34.19,43.73,-5.42
-32.92,42.93,-10.33
-31.74,35.80,-14.53
-29.39,24.16,-15.78
-18.07,4.92,-9.12
-9.73,1.12,-14.55
-4.20,-1.68,-16.42
3.43,3.58,-26.86
6.03,5.42,-28.56
7.75,3.30,-26.70
8.75,-0.85,-21.66
7.57,-4.63,-9.40
5.07,-5.64,-3.50
0.33,-4.80,-4.63
-1.64,-4.38,-5.38
4.81,-4.83,-10.63
9.56,-3.88,-13.54
13.51,-2.08,-17.08
14.01,-1.07,-20.31
11.44,2.65,-25.13
8.22,4.19,-27.15
9.25,0.73,-22.96
10.14,-1.57,-18.81
11.49,-2.97,-16.31
10.08,-4.88,-8.07
7.69,-6.42,0.12
6.90,-5.90,0.17
8.84,-5.10,-8.40
11.36,-2.73,-16.44
12.83,1.75,-23.58
12.68,4.88,-26.82
11.35,8.30,-32.03
12.70,2.75,-24.72
12.48,0.81,-23.47
13.43,-1.51,-19.07
13.45,-2.89,-15.04
6.18,-6.30,-6.01
-4.61,-3.08,-5.66
-18.38,4.28,-6.79
-18.21,4.24,-6.98
-10.53,-1.53,-5.18
0.31,-4.70,-7.18
7.73,-5.18,-12.98
16.39,-1.76,-17.13
20.68,0.52,-19.30
16.04,1.33,-22.88
4.81,1.78,-23.27
-14.83,4.59,-12.46
-15.31,4.85,-12.16
-10.96,3.99,-16.98
2.45,-2.54,-16.55
11.29,-2.69,-17.77
14.98,-0.60,-19.57
8.26,-3.76,-10.42
-4.28,-3.82,-0.43
-18.37,4.94,-8.58
-28.70,18.21,-11.21
-31.23,23.10,-10.03
-28.67,17.71,-11.56
-20.15,6.68,-9.27
-12.67,-0.10,-8.12
-3.47,-2.56,-8.23
8.08,-3.80,-14.81
14.07,-2.70,-16.98
21.36,1.97,-22.18
16.05,4.48,-26.51
6.05,4.79,-27.23
-8.00,4.99,-21.83
-11.11,4.66,-18.54
-7.63,2.83,-17.81
-1.53,-1.67,-13.95
7.25,-4.32,-11.35
12.87,-2.62,-17.77
10.99,-0.82,-19.43
3.21,-2.00,-16.06
0.57,-2.94,-14.71
-11.13,3.71,-17.09
-18.69,10.22,-18.32
-20.78,13.81,-19.25
-18.51,10.41,-18.43
-9.83,3.44,-18.48
-4.88,1.17,-19.52
5.35,-1.60,-18.10
11.28,-2.32,-18.31
15.52,-0.92,-20.37
18.64,2.31,-23.44
16.71,7.92,-30.42
13.99,10.88,-33.41
10.24,12.05,-33.28
13.67,6.60,-28.42
15.60,3.31,-25.99
15.86,-1.00,-18.90
13.22,-4.79,-10.01
9.61,-5.65,-5.88
1.84,-4.82,-3.50
-4.97,-2.83,-7.02
-10.14,-0.31,-8.20
-12.74,1.72,-7.32
-8.64,-1.66,-8.23
-2.76,-4.05,-8.33
5.27,-4.54,-11.76
14.31,-3.31,-15.00
18.55,-1.09,-19.40
19.84,1.22,-21.55
12.93,2.49,-25.46
4.31,3.00,-24.54
-7.24,5.25,-22.08
-8.56,8.34,-26.11
-2.34,4.39,-24.57
8.73,0.62,-21.56
13.71,-1.25,-18.87
18.09,-3.50,-12.55
19.90,-2.66,-12.60
16.71,-4.58,-8.41
10.66,-5.87,-2.20
2.36,-5.76,0.99
-2.04,-4.24,-0.99
-1.17,-4.61,-0.81
4.14,-5.26,-5.22
13.11,-4.91,-10.58
19.03,-3.33,-14.20
21.48,-0.79,-17.30
21.89,4.41,-24.74
20.56,6.62,-30.70
12.23,10.71,-32.23
11.67,5.55,-27.08
12.61,1.05,-22.12
12.55,-4.55,-12.26
13.26,-5.69,-7.64
12.63,-5.82,-4.90
11.66,-6.18,-4.69
7.51,-5.66,-5.82
5.15,-6.04,-2.66
5.00,-4.58,-11.56
10.22,-3.74,-14.31
15.82,1.68,-23.28
15.67,2.76,-25.16
8.37,7.63,-30.36
-6.98,11.82,-29.68
-13.45,13.76,-27.27
-9.34,10.79,-27.26
-1.61,4.91,-26.01
2.70,1.00,-22.77
8.44,-2.58,-16.80
9.34,-3.17,-15.23
8.84,-4.66,-10.19
4.08,-4.76,-7.74
-0.89,-3.97,-6.32
-2.33,-4.21,-5.05
-0.52,-4.77,-6.70
4.36,-4.31,-9.27
8.92,-3.50,-13.40
13.61,-2.50,-16.67
13.98,2.19,-23.57
11.23,5.14,-27.77
8.46,7.54,-31.49
10.49,2.04,-23.74
10.78,-1.75,-18.46
10.67,-4.49,-11.57
12.35,-4.61,-7.08
12.35,-5.33,-6.01
8.11,-5.96,-2.84
0.99,-5.14,-1.15
-4.76,-3.38,-2.01
-8.07,-2.16,-3.97
-3.85,-3.53,-6.49
2.20,-4.32,-10.24
7.37,-4.57,-12.46
12.74,-2.81,-18.47
16.19,3.63,-25.51
16.26,6.40,-28.80
14.95,2.01,-23.71
11.89,-3.91,-14.55
9.97,-4.35,-13.61
8.11,-4.13,-11.54
1.76,-3.87,-10.14
-5.43,-2.14,-8.80
-11.32,0.48,-7.93
-10.35,-0.18,-7.54
-8.48,-1.22,-8.75
-2.93,-3.06,-9.59
1.56,-4.14,-10.85
5.40,-3.41,-14.88
5.83,-1.90,-18.24
4.55,1.40,-23.23
-0.12,4.81,-27.12
1.75,-0.24,-19.17
0.44,-1.92,-16.09
1.33,-4.31,-9.70
2.48,-4.54,-7.56
-0.12,-5.14,-6.85
-13.75,2.97,-12.61
-22.14,20.29,-23.55
-26.06,36.30,-23.88
-29.98,47.50,-14.82
-31.56,48.30,-9.88
-32.70,49.29,-6.87
-33.92,46.77,-7.80
-32.96,40.60,-10.07
-32.35,41.11,-13.01
-30.71,47.68,-13.78
-31.82,49.24,-10.94
-31.67,47.14,-11.13
-31.57,45.80,-10.17
-32.85,44.58,-9.58
-32.46,44.78,-11.94
-31.35,46.90,-11.43
-31.42,46.30,-12.44
-31.38,44.87,-14.49
-31.20,28.20,-15.25
-2.11,-9.66,1.55
-2.82,-6.34,-6.87
-2.04,-4.27,3.50
11.50,-14.32,-4.21
11.85,-9.14,-17.92
4.04,-7.32,1.94
4.53,-8.33,5.10
8.97,-12.00,-7.07
6.69,-10.42,-6.42
7.51,-9.69,3.37
8.37,-9.91,-7.68
2.25,-6.87,12.23
7.47,-11.11,-2.14
2.66,-7.53,-5.97
0.18,-6.95,10.00
9.03,-11.33,-3.26
5.60,-6.65,-8.74
1.51,-6.86,7.76
8.89,-9.06,-7.84
1.20,-6.81,-5.33
4.49,-9.94,10.33
5.49,-8.12,-5.94
-0.10,-4.92,-7.98
-0.56,-7.74,10.13
1.72,-7.93,2.71
3.70,-8.80,-3.03
-0.23,-8.18,2.15
0.95,-7.26,8.52
0.94,-6.97,-6.68
-5.48,-4.09,2.28
-0.07,-7.52,3.66
3.94,-9.88,-7.19
-0.93,-7.53,-5.35
0.60,-7.60,6.86
-0.33,-8.17,-5.60
-3.19,-4.19,-6.58
-0.78,-5.92,13.81
1.73,-8.41,0.65
1.61,-8.31,-2.95
-1.82,-5.10,13.68
1.54,-8.34,0.23
-3.60,-5.18,-1.81
-4.59,-3.39,12.84
-2.65,-4.75,8.34
1.60,-7.69,0.82
-1.67,-6.25,7.36
0.59,-6.68,9.64
4.27,-7.78,-4.48
-2.86,-4.80,9.27
-2.94,-2.69,16.33
-2.97,-3.61,10.49
-0.01,-6.67,4.04
-3.52,-3.67,11.56
-2.95,-2.27,13.93
-1.84,-4.71,8.42
-4.35,-4.25,9.51
-4.11,0.84,18.80
-2.77,-4.37,9.91
-4.68,-4.31,6.19
-5.40,-2.23,14.65
-4.24,-4.10,5.33
-8.64,-1.90,8.94
-7.39,2.32,17.26
-7.14,-1.44,12.46
-15.33,1.59,-3.67
-25.67,23.83,-17.49
-27.05,38.75,-23.33
-27.51,41.96,-21.47
-32.08,46.79,-12.30
-32.71,43.36,-11.71
-33.72,39.58,-9.29
-33.50,41.97,-8.03
-33.04,41.77,-5.46
-33.07,40.65,-7.58
-32.52,40.92,-12.37
-31.04,36.91,-15.30
-29.42,28.28,-16.83
-22.66,9.30,-5.46
-14.75,0.15,3.11
-3.28,-6.45,3.26
10.74,-11.05,-6.79
21.74,-6.24,-14.44
24.61,-5.42,-10.13
28.04,-5.80,-3.71
25.82,-3.12,5.05
25.35,-4.05,5.80
21.31,-5.65,0.71
20.04,-6.68,1.29
21.04,-6.36,-6.01
26.35,-3.45,-7.57
30.15,-2.20,-6.96
30.41,-1.21,-5.20
30.51,-2.37,-1.33
28.82,-3.21,1.66
