aX,aY,aZ 
-0.15,1.10,-0.15
-0.62,-3.29,-9.47,-0.14,0.07,-0.06
-0.71,-3.24,-8.18,-0.21,0.02,0.00
-1.51,-3.29,-9.79,-0.01,-0.07,0.01
-1.60,-3.14,-7.61,0.30,0.08,0.01
-1.54,-3.74,-8.84,-0.45,-0.14,0.15
-1.68,-3.42,-9.36,-0.06,0.33,-0.01
-0.63,-3.26,-7.11,-0.01,0.45,-0.06
-0.62,-3.51,-8.48,-0.48,0.19,0.09
0.65,-3.44,-6.34,-0.51,0.13,0.05
-0.53,-2.70,-9.45,-0.22,-0.61,-0.12
-0.46,-2.52,-9.32,-0.55,0.12,-0.01
-0.70,-2.44,-9.68,-0.25,-0.18,-0.21
-0.31,-2.05,-9.83,-0.28,0.31,-0.20
-0.40,-1.89,-7.33,-0.06,0.44,-0.29
0.43,-1.77,-8.57,-0.57,0.61,-0.29
0.98,-1.33,-8.96,-0.29,0.54,-0.12
1.58,-2.36,-8.43,-0.12,0.44,-0.07
1.77,-2.01,-8.69,-0.16,0.36,-0.33
2.72,-0.79,-9.62,-0.00,0.43,-0.12
2.71,-2.54,-9.09,0.30,0.30,-0.04
2.73,-1.14,-9.38,0.26,0.22,-0.22
3.05,-1.46,-8.69,0.09,0.05,-0.04
2.25,-2.26,-9.69,0.14,-0.04,0.17
2.24,-2.60,-9.51,-0.03,0.08,0.08
2.55,-2.93,-9.11,-0.02,0.20,-0.13
2.57,-2.47,-9.66,-0.21,0.10,-0.08
2.53,-2.80,-10.04,-0.05,0.14,-0.13
2.57,-2.42,-9.63,0.24,0.15,-0.23
2.66,-2.53,-9.31,0.20,0.13,-0.20
2.75,-1.91,-8.54,0.26,0.06,-0.18
2.52,-1.79,-8.48,0.17,0.06,-0.10
2.18,-2.01,-8.84,0.23,-0.01,-0.12
2.58,-2.56,-7.88,-0.04,-0.07,-0.00
2.36,-2.95,-8.68,-0.00,-0.18,-0.03
2.48,-2.82,-8.26,-0.11,-0.04,0.00
2.34,-2.65,-8.97,-0.15,-0.08,0.03
0,0,0,-0.68,1.89,-2.46
14.98,37.37,8.14,-0.68,1.89,-2.46
14.98,37.37,8.14,-0.68,1.89,-2.46
5.73,29.11,6.15,-0.90,-0.39,1.40
-10.87,-6.73,-24.02,2.11,-4.39,4.36
-7.95,-14.43,-16.46,2.49,-1.18,2.52
-3.00,-8.37,-11.04,-1.18,1.41,1.67
-0.83,3.43,-6.01,-0.78,0.88,0.89
-1.25,0.83,-7.58,-0.10,-0.24,1.43
0.04,1.09,-7.45,0.04,-0.14,1.24
-0.18,-0.46,-9.66,0.28,-0.74,1.37
0.20,-0.46,-9.09,0.21,-0.34,1.04
-0.55,0.67,-9.12,0.20,-0.27,0.70
-0.88,-0.09,-10.16,0.34,-0.25,0.63
0.51,0.23,-9.26,0.06,0.14,0.53
0.45,-0.49,-9.10,0.30,-0.09,0.54
0.52,0.01,-9.73,0.16,-0.15,0.42
0.60,-0.23,-9.53,0.06,-0.00,0.37
0.62,-0.53,-9.14,0.06,-0.03,0.32
0.01,0.52,-8.95,0.03,-0.23,0.26
0.11,-0.05,-9.36,0.15,-0.30,0.21
0.24,0.20,-8.82,0.18,-0.25,0.17
0.04,0.37,-9.10,0.21,-0.26,0.21
-0.25,-0.16,-9.54,0.20,-0.27,0.26
0.06,-0.41,-9.51,0.22,-0.15,0.07
0.16,0.09,-8.84,0.13,-0.14,-0.04
-0.23,0.25,-9.45,0.12,-0.28,0.03
-0.94,-0.08,-9.18,0.06,-0.10,0.11
-0.77,-0.37,-8.98,0.11,-0.07,0.05
-0.79,-0.29,-8.61,0.01,-0.04,0.09
-0.71,-0.88,-8.98,0.16,-0.23,0.14
-0.84,-0.42,-9.09,-0.01,-0.28,0.21
-1.73,-1.05,-9.60,-0.01,-0.29,0.21
-1.59,-0.29,-10.01,-0.25,-0.12,0.15
-1.17,-0.06,-9.29,-0.18,0.07,0.19
-1.40,-0.11,-9.29,-0.08,0.01,0.18
-1.43,-0.33,-9.75,-0.05,0.11,0.12
-0.82,-0.38,-9.54,-0.12,0.22,0.01
-0.27,0.05,-9.12,-0.03,0.18,-0.06
-0.63,0.01,-9.46,0.07,0.09,-0.06
-0.91,0.17,-9.56,0.14,0.11,-0.14
-1.03,0.09,-9.54,0.04,0.15,-0.13
-0.61,-0.25,-8.97,0.04,0.24,-0.23
-0.58,-0.33,-9.20,0.27,0.09,-0.24
-0.29,0.14,-9.12,0.30,0.15,-0.29
0.04,0.06,-8.98,0.26,0.17,-0.30
-0.28,-0.30,-9.36,0.22,0.13,-0.33
-0.76,-0.61,-9.27,0.33,0.19,-0.32
-0.88,-1.34,-9.31,0.31,0.20,-0.29
-0.84,-2.64,-9.72,0.21,0.19,-0.22
-0.29,-3.36,-10.26,0.01,0.28,-0.20
0.02,-2.94,-10.50,-0.09,0.37,-0.55
0.15,-2.70,-10.28,0.08,0.58,-0.67
0.51,-2.40,-9.14,-0.32,0.76,-0.89
1.51,0.20,-9.52,-0.02,0.79,-1.02
1.37,0.16,-8.68,-0.46,0.67,-0.94
2.21,2.11,-8.60,-0.02,0.71,-0.98
2.05,0.57,-7.97,-0.05,0.59,-0.81
2.62,0.92,-7.59,0.44,0.20,-0.71
2.04,-0.11,-8.09,0.28,-0.09,-0.58
2.58,0.08,-8.37,0.32,-0.07,-0.82
0,0,0,-2.01,-3.24,-2.12
-9.56,16.50,-21.63,-2.01,-3.24,-2.12
-9.56,16.50,-21.63,-2.01,-3.24,-2.12
-3.28,18.61,-19.77,0.38,0.61,-0.64
4.60,-3.94,-6.69,1.06,1.35,0.72
1.51,-8.95,-7.48,1.49,0.22,0.15
0.78,-6.84,-7.33,-0.18,0.00,-0.30
0.16,-1.11,-11.48,-0.09,-0.27,-0.52
1.23,-1.83,-10.16,0.41,0.32,-0.36
1.89,-2.34,-8.84,0.02,0.22,-0.26
2.06,-0.53,-9.52,0.23,-0.04,-0.54
2.17,-0.15,-8.51,0.07,0.18,-0.18
2.30,0.44,-8.62,-0.20,-0.01,-0.12
1.27,-0.54,-9.32,-0.30,0.24,0.23
1.87,-0.30,-7.71,1.08,-0.37,-0.61
0.86,-1.69,-8.84,-0.85,0.23,0.33
0.70,-1.75,-9.26,-0.13,-0.06,-0.23
-0.52,-2.45,-9.53,-0.51,0.11,-0.72
1.42,0.89,-9.11,-0.96,0.34,-1.49
2.09,0.99,-8.35,-0.22,-0.63,-0.95
1.32,1.11,-9.33,-0.33,-0.55,-0.78
1.04,1.44,-9.69,-0.40,-0.41,-0.57
0.30,0.41,-10.06,0.21,-0.45,-0.62
0.37,0.94,-9.74,0.04,-0.37,-0.64
0.45,0.21,-9.29,-0.36,0.04,-0.37
0.98,-0.17,-8.20,0.08,-0.23,-0.66
1.07,-0.40,-8.30,0.32,-0.77,-0.81
-0.62,0.12,-8.61,-0.08,-0.77,-0.91
-0.11,2.65,-8.24,0.24,-1.10,-1.26
-0.78,3.95,-10.49,0.18,-1.29,-0.85
-1.05,4.68,-13.18,-0.40,0.15,0.09
-0.12,2.77,-9.02,-0.14,0.78,0.52
-0.60,0.63,-7.28,0.48,0.35,0.60
-1.39,-0.98,-8.76,0.55,0.01,0.60
-2.33,-1.87,-8.96,0.52,-0.02,0.46
-1.63,-0.08,-9.93,-0.04,0.38,0.32
-1.07,-0.48,-9.70,0.17,0.27,0.30
-1.23,0.49,-10.21,0.02,0.39,0.28
-0.54,0.55,-10.17,-0.26,0.62,0.38
-0.36,1.03,-9.40,-0.08,0.48,0.43
0.10,0.47,-8.92,-0.20,0.39,0.42
0.51,1.83,-9.29,0.11,-0.18,0.49
-0.20,0.79,-6.73,-0.29,-0.11,0.36
0.05,1.12,-9.43,-0.72,-0.25,0.15
0.05,1.12,-9.43,-0.72,-0.25,0.15
0.37,0.71,-8.49,-0.40,-0.09,0.26
-0.68,-0.23,-8.64,-0.11,-0.20,0.02
1.62,2.79,-8.83,-0.10,0.06,-0.09
0.53,0.98,-9.23,-0.19,0.12,0.42
1.41,1.32,-9.69,0.11,-0.01,0.27
1.10,-0.43,-9.97,0.41,-0.15,0.44
0.00,-2.11,-9.72,0.08,0.16,0.79
1.34,-1.93,-9.75,-0.18,0.36,0.33
1.65,-0.06,-8.04,0.67,0.06,0.18
-0.36,-4.08,-9.91,0.11,0.08,0.56
0.47,-0.50,-8.61,1.21,-0.10,-0.13
-0.04,-1.74,-8.80,-0.14,0.05,0.57
-0.11,-0.10,-9.70,0.32,-0.18,0.21
-0.80,-1.24,-9.13,0.26,-0.09,0.74
-0.62,-0.93,-10.04,0.19,-0.11,0.47
-0.70,-1.59,-9.53,0.15,0.01,0.43
-0.22,-1.27,-9.43,0,0,0
0,0,0,-0.55,0.74,0.29
17.31,-5.01,-12.97,-0.55,0.74,0.29
17.31,-5.01,-12.97,-0.55,0.74,0.29
26.43,-4.98,-6.48,-0.34,1.27,0.25
17.18,-4.28,-4.87,0.63,-0.40,1.38
-6.27,-4.48,-8.50,0.05,-1.16,1.82
-12.65,-3.19,-10.08,1.15,-0.60,-0.39
-11.00,1.36,-1.98,0.91,-0.26,0.01
-15.75,-2.75,-9.66,0.50,-0.63,0.21
-8.53,-3.32,-6.03,0.67,-0.85,0.20
-9.80,-5.78,-10.37,0.56,-1.18,0.12
-1.80,-4.01,-5.20,0.17,0.27,-0.35
-2.72,-7.32,-6.29,0.74,-0.09,-0.01
-1.80,-6.28,-6.19,-0.03,0.06,-0.24
-0.65,-4.30,-6.71,-0.51,-0.11,-0.14
-2.59,-5.16,-8.81,0.17,-0.28,-0.08
-1.89,-4.72,-6.87,-0.14,0.15,-0.08
-2.20,-4.97,-7.90,0.01,0.02,-0.02
-1.33,-5.36,-6.83,-0.01,0.25,-0.04
-1.57,-5.07,-7.21,-0.09,0.11,0.01
-1.35,-4.08,-6.90,-0.11,0.17,-0.04
-1.50,-4.69,-7.08,-0.25,0.12,0.15
-1.93,-4.76,-7.11,-0.07,0.04,0.08
-2.05,-4.39,-7.22,-0.16,-0.02,0.13
-3.34,-4.27,-8.10,0.03,-0.17,0.24
-3.66,-5.30,-7.13,0.20,-0.15,0.23
-3.74,-4.86,-7.47,0.43,-0.06,0.06
-3.68,-7.02,-6.73,0.64,0.10,-0.02
-2.61,-5.74,-6.64,-0.07,0.33,-0.30
-1.22,-5.84,-6.47,-0.39,0.39,-0.24
-2.25,-4.98,-7.01,0.31,-0.01,-0.16
-1.19,-5.42,-7.69,0.57,0.79,-0.85
-1.30,-5.16,-7.17,0.24,0.71,-0.52
0.45,-4.71,-7.26,-0.61,0.31,-0.32
0.26,-4.65,-6.48,-0.65,0.39,-0.09
0.51,-5.21,-7.06,-0.89,0.34,0.05
0.71,-4.70,-7.40,-0.70,0.38,0.06
0.11,-4.56,-8.02,-0.74,0.26,0.23
0.81,-3.82,-7.87,-0.92,0.13,0.25
0.87,-3.41,-8.66,-0.58,0.06,0.02
0.39,-3.74,-9.04,-0.51,0.02,-0.27
1.40,-1.81,-9.06,-0.76,-0.10,-0.10
0.18,-3.38,-9.16,-0.65,-0.30,0.11
-0.00,-3.71,-10.08,-0.50,-0.21,-0.17
-0.19,-3.51,-9.85,-0.73,-0.09,-0.19
0.69,-2.05,-9.38,-0.44,0.07,-0.27
0.65,-2.12,-9.53,-0.39,0.15,-0.11
0.53,-2.05,-9.54,-0.22,0.14,0.04
0.22,-2.30,-9.67,-0.06,0.13,0.03
0.35,-1.97,-9.46,0.20,0.03,-0.10
0.38,-1.99,-9.42,0.07,0.11,0.04
0.82,-1.79,-8.61,0.19,0.10,-0.08
1.12,-1.47,-8.28,-0.05,0.10,0.07
0.90,-1.31,-8.59,-0.21,-0.11,0.17
0.65,-2.33,-9.23,0.09,-0.18,0.16
0.78,-2.21,-9.06,0.01,-0.09,0.14
0.04,-2.63,-9.49,-0.05,-0.08,0.15
0.16,-2.05,-8.94,-0.07,0.04,0.01
-0.18,-1.61,-9.21,-0.00,-0.00,0.06
-0.36,-2.17,-9.04,0.08,-0.01,0.08
-0.43,-2.24,-9.02,0,0,0
0,0,0,-0.02,-2.01,1.47
-11.89,-14.17,-35.45,-0.02,-2.01,1.47
-11.89,-14.17,-35.45,-0.02,-2.01,1.47
-19.57,-19.35,-46.18,1.52,-1.02,0.86
-9.57,-5.83,-27.85,3.55,2.41,-1.72
7.75,2.92,-1.89,1.70,3.36,-0.80
4.88,-5.30,-1.08,0.58,-0.98,0.03
2.38,-3.71,-0.69,0.04,-0.76,-0.40
1.42,-2.74,0.71,-1.41,-0.23,0.11
-1.76,-1.54,-3.84,-1.67,-0.76,0.07
-2.16,1.53,-2.12,-1.07,-0.59,-0.25
-3.14,2.46,-6.17,-0.91,-0.64,-0.28
-1.62,-0.12,-7.21,0.04,-0.47,-0.45
-0.97,-3.31,-7.74,0.07,-0.34,-0.08
-0.36,-4.48,-7.59,0.07,-0.40,-0.13
-1.58,-3.50,-8.34,-0.23,-0.33,-0.00
-1.58,-2.19,-8.73,-0.55,-0.18,-0.03
-1.12,-2.03,-9.03,-0.34,-0.04,0.18
-1.61,-3.02,-8.32,-0.28,-0.18,0.01
-1.40,-2.04,-9.18,0.16,-0.33,-0.27
-1.18,-2.87,-8.43,-0.06,-0.09,0.06
-1.45,-3.02,-8.48,-0.02,-0.08,-0.04
-1.14,-2.27,-8.46,0.13,0.03,-0.07
-1.09,-2.54,-8.17,0.03,0.04,-0.01
-1.33,-2.95,-8.32,-0.05,0.10,0.13
-1.06,-3.72,-8.06,0.04,0.08,0.03
-0.96,-3.08,-8.26,-0.03,-0.06,0.06
-1.38,-3.09,-8.85,0.01,-0.13,-0.01
-0.70,-2.22,-8.72,0.06,-0.08,-0.04
-1.29,-3.54,-8.53,-0.06,-0.01,0.12
-0.80,-2.39,-8.47,0.11,-0.04,-0.07
-1.19,-3.82,-8.32,-0.07,-0.09,0.15
-1.72,-3.17,-9.06,-0.02,-0.15,0.00
-1.47,-2.74,-8.14,-0.04,-0.04,0.07
-1.55,-3.40,-8.93,-0.08,-0.08,0.11
-1.56,-2.87,-8.19,-0.06,0.01,0.01
-1.55,-2.39,-8.40,-0.01,-0.09,0.03
-1.40,-2.72,-7.84,-0.06,0.08,0.10
-1.33,-2.22,-7.89,0.04,-0.09,0.11
-1.98,-2.72,-7.45,0.08,-0.10,0.23
-2.42,-1.72,-7.61,-0.03,-0.10,0.25
-2.68,-1.46,-7.11,0.13,-0.03,0.20
-2.18,-3.00,-6.43,0.22,0.13,0.05
-0.61,-2.17,-5.84,0.23,-0.01,0.21
-2.15,-3.39,-7.40,0.26,-0.41,0.10
-2.79,-2.77,-7.70,0.47,-0.34,-0.06
-1.73,-2.64,-6.93,0.01,-0.04,0.11
-3.16,-4.07,-7.90,0.14,-0.15,0.12
-1.81,-3.93,-8.65,-0.01,0.07,-0.15
-2.96,-4.75,-8.78,0.25,-0.06,-0.43
-1.73,-3.96,-8.38,-0.09,0.24,-0.53
-1.94,-4.38,-8.32,-0.42,0.10,-0.05
-0.27,-2.07,-8.50,-0.30,0.04,-0.22
-1.15,-3.56,-10.30,-0.63,-0.11,0.40
-3.52,-5.93,-9.57,-0.60,0.00,0.67
-2.27,-2.58,-10.70,-0.81,-0.08,0.07
-2.64,-2.48,-9.87,-0.86,0.18,0.32
-2.41,-1.86,-10.31,-0.87,0.12,0.16
-2.59,-2.03,-10.05,-0.38,0.11,0.05
-1.24,-0.57,-9.64,-0.28,0.21,-0.02
0,0,0,-4.29,0.73,-1.61
6.45,13.04,-26.85,-4.29,0.73,-1.61
6.45,13.04,-26.85,-4.29,0.73,-1.61
8.28,9.89,-17.96,1.15,-0.51,0.94
2.41,-1.26,-17.87,-1.07,-0.36,1.98
0.46,3.29,-17.98,-1.16,-0.23,-0.01
-2.26,2.37,-15.52,-0.72,0.22,0.20
-2.07,2.66,-12.09,-0.67,0.41,-0.21
-0.69,4.39,-11.24,-0.50,0.45,-0.10
-0.88,3.72,-11.14,0.06,-0.01,0.16
-0.60,2.79,-8.09,0.30,-0.03,0.08
-0.40,3.12,-8.20,0.16,-0.08,-0.06
0.19,4.21,-8.59,0.06,-0.07,-0.07
-0.18,3.06,-8.02,0.26,-0.18,0.11
-0.08,2.74,-7.97,-0.01,-0.06,0.02
0.10,3.24,-8.95,-0.12,-0.00,-0.06
0.59,3.39,-8.51,0.01,0.01,-0.03
0.35,3.37,-8.55,-0.19,-0.06,0.05
0.32,3.36,-9.66,-0.05,-0.09,0.13
-0.00,2.68,-9.26,-0.06,-0.07,0.18
-0.24,2.94,-9.89,-0.20,-0.07,0.11
-0.24,3.43,-9.91,-0.15,-0.07,0.13
-0.14,4.08,-10.09,-0.14,0.04,0.18
-0.42,3.38,-9.72,-0.00,-0.03,0.31
-0.42,3.45,-9.99,0.06,-0.08,0.27
0.02,3.41,-9.80,0.13,0.05,0.18
0.61,3.70,-10.03,0.25,0.19,0.16
0.69,3.28,-9.81,0.35,0.26,0.25
0.57,3.10,-9.94,0.62,0.07,0.17
0.77,3.43,-10.68,0.83,0.35,0.15
1.11,1.96,-8.83,0.73,0.61,0.20
1.67,2.24,-8.38,0.81,0.18,-0.05
1.48,1.79,-9.40,1.02,0.21,0.06
1.52,1.28,-8.39,1.27,0.01,0.00
1.81,0.77,-8.55,0.52,0.11,0.04
1.87,0.47,-9.42,0.54,0.15,0.00
2.05,0.61,-9.01,0.75,0.09,0.06
1.33,-0.82,-10.41,1.11,-0.26,-0.04
2.35,-0.41,-9.13,0.65,0.32,-0.21
2.11,-0.81,-8.60,0.60,0.02,-0.25
1.04,-1.21,-9.20,0.56,-0.08,-0.21
2.02,-1.29,-7.64,-0.00,-0.06,-0.28
0.56,-0.88,-8.87,-0.02,-0.14,-0.16
2.05,-1.69,-6.52,-0.01,-0.13,-0.21
0.29,0.26,-9.94,0.06,-0.50,-0.02
1.01,-1.40,-8.27,-0.55,0.28,0.30
0.36,-0.65,-10.60,0.45,-0.51,-0.07
1.19,-1.39,-8.41,0.07,0.12,0.14
1.33,-2.40,-8.19,0.20,-0.39,-0.09
0.34,-1.06,-9.74,0.44,-0.59,-0.25
1.23,-0.97,-7.96,-0.15,0.15,0.07
0.98,-1.67,-8.11,-0.22,-0.28,0.02
-0.11,-0.76,-10.08,0.12,-0.13,-0.03
1.41,-1.22,-7.67,-0.03,0.12,0.07
0.05,-1.02,-9.67,0.05,-0.07,-0.02
1.27,-1.18,-7.22,-0.13,-0.08,0.08
0.02,-0.94,-9.18,-0.19,-0.53,0.10
0.33,-0.80,-8.74,-0.53,-0.07,0.27
0.16,-0.19,-9.28,-0.08,-0.28,0.01
0.42,-0.25,-8.66,-0.23,-0.11,0.19
-0.35,-0.90,-9.75,-0.35,-0.15,0.30
-0.15,-0.47,-9.68,-0.14,-0.02,0.12
0,0,0,
