aX,aY,aZ,gX,gY,gZ
17.42,1.22,-13.12,-1.98,2.06,-0.57
29.10,25.44,-3.95,-0.92,1.67,4.36
4.05,-1.41,-7.69,-0.73,0.19,4.36
-8.17,-1.04,-8.47,0.66,-0.80,4.36
-15.98,1.20,-11.18,-2.33,-0.71,4.36
-13.94,0.61,-6.74,0.17,-1.54,1.65
-14.03,-1.59,-8.94,0.24,-1.38,1.59
-11.25,-4.62,-9.05,1.26,-1.24,0.42
-7.42,-2.75,-7.53,-0.11,-0.02,0.13
-4.87,-3.13,-6.72,0.15,0.21,0.16
-3.85,-2.89,-6.38,0.04,0.25,0.20
-3.17,-3.35,-6.26,0.05,0.08,0.29
-3.11,-4.82,-6.73,-0.06,0.11,0.18
-2.52,-3.36,-7.36,-0.05,0.09,-0.10
-2.64,-2.39,-8.03,0.03,-0.06,-0.15
-3.24,-3.06,-8.42,-0.05,-0.05,0.05
-3.72,-3.40,-8.80,-0.00,0.07,0.02
-3.67,-2.61,-8.17,-0.09,0.49,-0.01
-3.54,-3.27,-7.02,-0.07,0.44,0.01
-3.95,-2.86,-9.01,-0.20,0.50,-0.09
-3.36,-2.66,-8.61,-0.23,0.68,-0.20
-2.29,-2.32,-9.43,0.06,0.63,-0.52
-1.48,-2.63,-8.57,0.12,0.77,-0.57
-0.73,-3.33,-8.13,0.07,0.64,-0.70
-0.40,-3.89,-8.31,0.25,0.50,-0.91
0.37,-3.84,-8.50,0.06,0.64,-0.95
1.03,-3.62,-7.56,-0.10,0.66,-1.06
2.25,-3.17,-8.18,0.16,0.36,-1.19
2.35,-2.96,-7.90,0.01,0.32,-1.06
2.87,-3.04,-8.71,0.10,-0.02,-0.90
2.39,-4.24,-7.88,0.22,-0.01,-0.83
2.67,-3.83,-8.35,0.01,-0.04,-0.97
2.40,-2.84,-8.81,0.35,-0.12,-1.00
2.77,-3.79,-7.12,-0.05,0.08,-0.87
2.72,-2.58,-8.38,0.21,-0.30,-0.88
2.30,-3.60,-8.13,0.02,-0.29,-0.97
3.00,-3.20,-7.74,-0.16,-0.40,-0.78
3.36,-3.64,-8.16,-0.38,-0.38,-0.79

2.52,-2.87,-31.35,-0.78,-1.15,1.05
2.52,-2.87,-31.35,-0.78,-1.15,1.05
-10.29,-14.91,-45.75,3.11,1.00,-1.04
4.87,-5.26,-11.27,1.78,2.86,-1.82
7.80,-2.71,8.78,1.25,-0.49,-0.56
0.50,-0.21,-0.74,-0.32,-1.04,-0.82
-0.38,3.53,-2.55,-0.18,-1.21,-0.69
-1.76,-0.16,-3.04,0.16,-0.85,-1.16
0.60,1.14,-3.69,-0.39,-0.14,-0.31
-0.45,-4.11,-7.05,-0.17,-0.27,-0.30
1.92,-1.46,-6.80,-0.30,0.00,-0.45
0.90,-3.40,-7.88,-0.13,-0.28,-0.22
1.81,-2.08,-6.88,-0.03,-0.32,-0.21
0.57,-3.02,-9.05,-0.09,-0.33,-0.15
1.39,-2.16,-9.01,-0.08,0.03,-0.20
1.94,-1.92,-7.97,-0.03,-0.03,-0.03
1.60,-3.43,-7.66,0.17,-0.33,0.13
1.25,-0.90,-8.33,0.27,-0.36,-0.02
0.56,-2.85,-8.38,0.24,-0.35,0.45
0.61,-3.11,-8.22,0.26,-0.21,0.27
1.11,-3.95,-6.42,0.33,-0.28,0.21
0.94,-2.01,-8.98,0.38,-0.50,0.03
0.53,-2.42,-7.46,0.21,-0.25,0.51
-0.44,-4.14,-8.34,0.34,-0.31,0.46
-0.35,-3.56,-7.55,0.17,0.08,0.57
-0.46,-3.82,-7.61,0.25,0.02,0.37
0.47,-2.77,-7.46,0.25,0.08,0.37
-0.28,-4.71,-7.85,0.11,0.03,0.47
1.06,-4.08,-7.97,-0.04,0.13,0.39
-0.72,-4.44,-8.79,-0.06,-0.06,0.45
-0.11,-4.52,-9.13,-0.17,0.08,0.34
-0.55,-3.66,-8.34,-0.21,0.24,0.26
-0.03,-3.44,-8.95,-0.10,0.17,0.23
-0.34,-5.25,-8.01,-0.42,0.35,0.34
0.09,-4.42,-9.05,-0.31,0.22,-0.03
0.90,-3.71,-8.19,-0.32,0.09,-0.16
-0.02,-3.26,-9.70,-0.35,0.10,-0.03
0.50,-4.43,-9.28,-0.61,0.26,-0.02
0.94,-2.60,-9.52,-0.04,-0.05,-0.53
1.19,-5.08,-8.78,-0.52,0.25,-0.02
1.47,-3.35,-8.51,-0.07,-0.08,-0.49

11.65,-5.84,-13.88,0.16,-0.03,0.39
11.65,-5.84,-13.88,0.16,-0.03,0.39
21.19,-22.14,0.57,1.19,0.12,-0.69
-9.18,2.19,-2.45,0.50,-1.10,-2.54
-32.83,7.02,-9.47,0.15,-1.11,-1.14
-20.30,5.53,-26.54,-1.72,-2.00,-1.76
0.07,14.80,-9.91,-3.78,1.64,-0.45
-6.50,-15.54,-4.10,1.55,-0.99,0.47
-2.31,-1.77,-8.46,-1.24,0.07,-0.53
-0.46,1.45,-8.23,-0.92,0.33,-0.29
-1.72,-1.85,-7.95,0.27,-0.23,0.42
-1.32,-3.15,-9.81,-0.16,-0.14,0.19
-0.64,-1.18,-10.44,-0.14,0.13,0.22
-0.82,-2.43,-8.94,-0.03,0.09,0.38
0.13,-2.23,-7.82,-0.02,0.09,0.24
-0.58,-2.34,-9.16,0.05,-0.11,0.28
-0.38,-1.72,-9.10,-0.00,0.01,0.13
-0.69,-1.17,-7.70,0.11,-0.02,0.14
-1.98,-0.66,-8.75,0.45,-0.13,0.31
-1.88,-2.35,-8.18,0.29,0.08,0.35
-1.83,-2.59,-8.69,0.28,0.17,0.35
-0.45,-2.32,-8.19,-0.05,0.39,0.35
-0.71,-2.67,-8.70,0.07,0.37,0.31
0.21,-2.53,-9.63,-0.29,0.49,0.24
0.35,-2.76,-9.93,0.08,0.43,0.06
1.11,-3.59,-9.24,0.06,0.43,-0.04
1.68,-2.68,-8.76,0.20,0.25,-0.26
1.89,-2.12,-9.28,0.01,0.24,-0.15
1.27,-1.94,-9.02,0.17,0.20,-0.16
1.69,-1.32,-9.07,0.17,0.23,-0.18
1.19,-1.63,-8.33,0.23,0.38,0.09
1.28,-2.38,-7.75,0.27,0.33,0.12
1.69,-2.47,-8.47,0.16,0.22,0.11
1.23,-3.77,-8.42,0.05,0.22,0.03
1.86,-3.11,-9.08,0.10,0.11,-0.38
2.21,-3.55,-8.14,-0.28,0.23,-0.29
3.05,-2.81,-8.63,-0.43,0.16,-0.47
3.48,-2.06,-9.37,-0.16,-0.06,-0.47
3.33,-2.93,-9.94,-0.33,0.10,-0.15
3.80,-2.53,-9.02,-0.18,0.01,-0.16

23.04,5.30,8.95,2.20,2.70,-2.58
23.04,5.30,8.95,2.20,2.70,-2.58
23.13,8.32,20.14,-0.15,4.33,-0.82
13.55,1.55,28.20,-4.39,4.09,1.15
-2.22,2.81,11.08,-2.45,-4.40,-0.05
-19.89,-0.92,-27.09,-0.36,-4.40,2.33
-13.44,-11.60,-27.59,3.80,-4.40,3.84
-7.32,-16.81,-20.11,2.81,-2.26,1.85
-1.73,-7.77,-9.45,-1.15,1.96,-1.19
2.72,-4.47,-2.98,1.11,0.14,0.54
-0.10,-9.27,-6.59,1.14,-0.12,1.37
1.10,-8.65,-5.35,0.73,0.38,0.77
0.82,-8.62,-4.46,0.35,-0.10,0.61
1.30,-7.72,-4.75,-0.17,-0.16,0.02
1.01,-7.12,-6.85,0.21,-0.10,0.05
0.80,-7.57,-6.00,0.54,0.40,-0.10
1.17,-6.75,-4.98,0.61,0.24,0.20
-0.37,-8.20,-4.83,0.01,0.16,0.25
0.24,-8.24,-5.43,-0.34,-0.02,0.33
-0.40,-7.97,-5.01,-0.78,0.46,0.35
0.16,-7.62,-4.56,-1.11,0.63,-0.09
1.81,-6.32,-4.31,-0.44,0.73,-0.07
2.29,-7.35,-5.13,-0.20,0.05,-0.45
3.40,-6.90,-5.07,-0.02,0.31,-0.70
4.52,-6.36,-4.79,0.08,0.00,-0.23
4.14,-7.36,-4.73,-0.11,-0.08,-0.44
5.02,-6.68,-6.12,-0.01,0.09,-0.43
4.82,-6.99,-4.81,0.31,-0.00,-0.21
5.67,-6.73,-4.50,0.10,-0.37,-0.32
4.39,-6.42,-5.12,0.25,-0.42,-0.19
3.77,-6.57,-5.47,-0.27,-0.07,-0.06
3.71,-6.70,-5.83,-0.02,-0.16,-0.36
3.88,-6.80,-5.69,-0.26,0.02,-0.23
3.67,-6.54,-6.00,-0.32,0.13,-0.27
3.75,-6.57,-5.74,0.08,-0.05,-0.40
4.04,-6.71,-6.14,-0.15,0.03,-0.36
4.33,-6.65,-5.50,0.12,0.17,-0.44
4.73,-6.92,-4.78,0.24,-0.20,-0.44
4.69,-6.88,-5.66,-0.30,-0.27,-0.22
4.67,-6.80,-5.82,-0.06,-0.25,-0.13

15.77,11.24,-11.73,-2.14,0.87,-1.40
15.77,11.24,-11.73,-2.14,0.87,-1.40
20.64,18.32,-11.71,-2.70,1.70,-1.19
25.10,26.96,-1.49,-1.99,3.14,0.02
11.84,24.29,-2.19,-2.02,0.44,4.36
-8.52,8.64,-11.59,-1.57,-1.80,4.36
-14.97,-2.49,-9.29,0.30,-1.55,4.36
-20.62,-13.33,-13.99,-0.07,-1.64,3.95
-16.27,-5.48,-9.70,1.47,-1.04,1.50
-14.03,-4.87,-5.35,1.65,-1.68,1.30
-8.33,-5.90,-6.57,0.94,-1.04,0.05
-3.74,-6.72,-5.56,-0.41,0.08,-0.49
-2.34,-4.78,-7.68,-0.13,-0.22,-0.82
-2.86,-5.07,-8.41,-0.06,-0.06,-0.87
-2.81,-5.27,-7.49,0.09,0.05,-0.98
-3.24,-5.66,-7.48,-0.29,0.11,-1.00
-2.53,-6.26,-6.89,-0.29,0.20,-1.20
-2.45,-5.65,-8.41,-0.20,-0.19,-1.45
-1.22,-4.95,-8.86,-0.14,-0.13,-1.84
0.23,-4.29,-7.23,-0.16,0.12,-1.95
1.14,-3.96,-8.30,-0.39,0.07,-2.10
2.45,-2.27,-7.53,-0.04,0.17,-2.15
3.47,-2.29,-7.42,-0.23,0.03,-1.86
4.74,-1.26,-7.94,0.07,0.01,-1.84
5.27,-0.74,-7.72,-0.13,0.18,-1.38
5.19,-1.52,-8.16,-0.14,0.17,-1.21
5.81,-1.52,-7.16,0.07,0.23,-0.95
6.28,-2.22,-7.25,-0.05,0.16,-0.69
6.14,-2.70,-7.05,-0.03,0.11,-0.50
6.41,-2.75,-7.19,-0.27,0.14,-0.26
5.93,-2.70,-7.45,-0.19,-0.04,-0.10
5.57,-2.53,-8.08,-0.16,-0.16,0.06
4.85,-3.13,-8.27,-0.08,-0.12,0.15
4.58,-3.17,-8.18,-0.06,-0.11,0.13
3.84,-3.52,-8.71,0.23,-0.26,-0.03
4.25,-3.27,-8.95,0.59,-0.30,-0.21
4.14,-4.20,-8.31,0.43,-0.06,-0.05
4.05,-4.69,-7.58,0.29,0.02,-0.01
4.13,-4.45,-7.48,0.17,-0.01,-0.09
4.45,-3.55,-7.57,-0.00,-0.09,-0.04

-3.89,-23.52,-4.22,-0.68,0.17,-0.18
-3.89,-23.52,-4.22,-0.68,0.17,-0.18
-3.89,-23.52,-4.22,-0.96,0.08,-1.19
-3.44,-20.73,-2.43,0.61,-0.74,-4.11
1.76,-8.24,0.13,0.33,-1.33,-4.37
1.87,8.99,-4.44,-0.57,-1.81,-3.92
1.80,21.76,-8.77,-0.80,-1.19,-1.38
1.37,15.84,-10.02,-2.47,-1.49,0.49
4.39,8.16,-16.49,-0.68,-3.30,0.50
3.30,3.18,-15.78,0.89,-1.90,0.75
0.37,-0.03,-11.14,-0.08,0.48,0.91
0.25,0.47,-9.89,0.26,0.69,1.05
0.06,0.17,-11.21,0.26,0.74,1.07
0.67,0.99,-11.05,0.18,1.22,1.00
1.27,0.04,-10.24,0.02,1.53,1.00
2.32,-1.20,-9.07,-0.13,1.74,0.77
3.27,-2.64,-6.68,-0.19,1.45,0.54
4.39,-2.11,-6.34,0.29,0.29,-0.13
4.98,-1.35,-8.21,0.62,-0.11,-0.06
5.04,-2.07,-7.31,0.20,0.39,-0.02
4.70,-2.42,-8.17,0.06,0.42,0.48
5.52,-1.85,-6.93,-0.24,0.69,0.43
5.03,-2.34,-7.47,-0.50,0.40,0.93
4.70,-2.82,-8.20,-0.26,0.27,0.71
4.35,-3.97,-7.55,0.55,-0.38,0.52
4.22,-4.58,-7.53,0.19,-0.09,0.64
4.05,-4.62,-6.29,-0.06,-0.23,0.54
4.07,-4.28,-7.29,-0.32,-0.53,0.51
3.72,-3.56,-7.85,-0.39,-0.36,0.65
2.75,-4.08,-8.03,-0.41,-0.32,0.60
3.07,-3.04,-8.56,-0.18,-0.42,0.26
2.49,-2.72,-8.61,-0.19,-0.33,0.33
2.16,-2.63,-9.57,-0.24,-0.33,0.24
2.25,-2.44,-9.26,-0.06,-0.19,0.18
2.05,-2.90,-8.84,-0.18,-0.11,0.26
2.08,-2.89,-8.83,-0.21,-0.02,0.16
2.33,-2.53,-8.52,-0.06,-0.13,0.07
2.11,-2.65,-8.68,-0.22,-0.14,0.12
1.97,-2.55,-8.78,-0.25,-0.08,0.05
2.33,-2.41,-8.84,-0.23,-0.05,-0.07

-5.08,-6.45,-17.84,-0.06,-4.40,1.35
-5.08,-6.45,-17.84,-0.06,-4.40,1.35
-15.60,-10.66,-33.87,0.18,-4.40,2.24
-15.38,-10.59,-29.10,3.53,0.09,-0.73
-5.86,-0.19,-13.43,4.34,4.33,-3.15
-4.27,0.07,-1.01,1.65,4.33,-2.62
0.17,2.38,5.06,3.61,2.56,-2.50
0.57,1.78,3.11,-0.09,2.47,-2.11
0.57,1.78,3.11,-0.09,2.47,-2.11
3.64,2.14,1.63,0.56,0.58,-1.61
4.48,-0.39,0.60,0.09,-1.12,-0.53
4.35,-2.49,-5.16,-1.28,-0.38,0.34
3.76,-4.69,-5.95,0.18,-1.08,0.58
3.33,-5.61,-6.24,0.71,-1.18,0.68
2.85,-6.89,-4.81,-0.19,-0.62,1.10
1.52,-7.16,-9.15,-0.36,-0.45,0.54
2.03,-5.63,-7.19,-0.05,0.30,0.27
1.75,-6.33,-6.19,0.16,0.15,0.40
1.04,-5.15,-5.55,-0.06,-0.43,-0.42
1.53,-5.79,-5.27,0.05,-0.75,-0.43
2.91,-5.64,-4.45,0.22,-0.98,-0.52
2.27,-6.24,-4.72,-0.11,-0.83,-0.20
3.55,-5.66,-5.21,-0.30,-0.55,-0.18
3.12,-7.34,-5.74,-0.22,-0.45,0.17
3.65,-6.53,-6.05,-0.82,0.08,0.10
3.53,-6.46,-6.64,-0.41,0.10,0.12
2.44,-6.63,-7.50,-0.21,0.12,-0.13
3.01,-5.76,-7.30,-0.26,0.06,-0.46
4.70,-6.09,-8.42,-0.34,0.03,-0.04
4.97,-7.19,-8.78,-0.35,-0.03,0.10
4.40,-6.94,-8.60,-0.05,-0.14,0.19
3.76,-7.00,-8.27,-0.31,-0.01,0.33
3.64,-5.86,-8.15,-0.13,-0.14,0.18
2.83,-4.85,-7.19,-0.12,-0.11,0.19
2.70,-4.53,-8.06,-0.18,-0.21,0.09
2.70,-4.53,-8.06,-0.18,-0.21,0.09
2.68,-4.19,-7.67,-0.11,0.00,0.19
2.48,-4.70,-7.30,-0.18,-0.07,0.17
2.35,-5.20,-7.56,-0.07,-0.18,0.10
2.71,-4.99,-7.55,-0.20,-0.03,0.12
2.56,-5.08,-7.61,-0.13,-0.10,0.13

-12.39,-1.30,-18.54,-4.39,-4.40,-0.52
-12.39,-1.30,-18.54,-4.39,-4.40,-0.52
6.34,3.81,-28.51,-0.75,-4.31,-0.11
4.38,2.53,-26.40,-1.93,-0.26,0.48
3.62,1.77,-17.29,-0.18,0.42,0.57
1.33,0.43,-8.48,-0.17,0.45,0.74
-0.28,1.50,-7.37,-0.61,-0.38,0.24
-1.15,3.01,-6.50,-0.45,-0.99,0.19
-0.88,3.57,-10.23,-0.41,-1.73,0.03
-2.32,2.42,-10.22,-0.38,-0.95,0.18
-2.30,1.72,-7.82,-0.33,-1.19,-0.25
-3.21,3.78,-12.04,-0.77,-0.84,-0.34
-3.70,3.60,-10.66,-0.89,0.13,-0.16
-3.39,4.22,-10.29,0.03,-0.44,0.09
-4.54,2.97,-11.30,-0.34,-0.34,0.53
-4.19,3.24,-11.10,-0.10,0.27,0.20
-2.44,4.85,-9.66,0.29,0.70,0.40
-0.72,5.89,-6.86,0.94,-0.12,1.02
-1.16,5.38,-9.32,-0.34,0.93,2.27
-0.68,3.22,-12.26,1.11,0.18,1.32
0.98,3.62,-8.42,-0.54,1.18,1.34
0.95,2.65,-11.65,-0.94,1.39,1.68
2.55,2.73,-9.85,0.16,1.79,0.76
3.29,2.25,-8.16,0.79,1.34,0.40
3.48,4.28,-10.96,1.69,0.08,-0.35
1.66,1.17,-10.13,1.98,0.61,-0.12
1.97,1.34,-7.19,2.36,-0.24,-1.00
1.77,0.24,-10.85,2.33,-1.02,-0.41
1.18,-0.94,-7.81,1.09,-0.14,-0.54
1.18,-0.94,-7.81,1.09,-0.14,-0.54
0.84,-0.70,-8.08,0.96,0.60,-0.14
1.30,-1.39,-4.68,1.10,0.64,-0.43
2.46,-0.29,-5.43,0.31,0.18,-0.30
1.50,-2.28,-6.45,0.31,-0.02,0.12
2.07,-1.70,-7.14,0.37,-0.26,-0.31
1.80,-2.81,-8.67,-0.11,-0.18,0.18
2.46,-2.30,-8.30,0.15,-0.10,-0.15
2.51,-2.46,-8.48,0.15,-0.27,-0.09
2.02,-3.03,-9.46,-0.02,-0.14,-0.03
2.38,-2.53,-8.60,0.05,0.18,-0.06

11.57,-6.71,-10.18,0.38,-0.27,0.24
11.57,-6.71,-10.18,0.38,-0.27,0.24
15.80,-9.77,-9.04,0.16,0.35,0.70
16.61,-9.69,-6.12,1.22,0.66,0.21
10.94,-9.55,-0.45,1.09,1.55,0.46
-0.14,-9.46,4.85,0.06,1.45,-0.24
-7.51,3.47,1.67,-0.51,-2.66,-2.49
-14.63,8.20,-15.13,-1.08,-3.34,0.10
-11.19,-1.89,-20.64,2.25,-3.97,-0.25
-4.27,-2.02,-13.76,-0.55,0.84,-0.53
-0.86,-2.34,-7.42,-0.50,1.95,-0.14
-0.74,-3.97,-7.44,1.69,-0.91,0.49
-1.05,-5.10,-7.41,0.57,0.15,0.50
-0.44,-4.27,-7.35,0.54,0.20,0.08
-0.00,-3.46,-7.85,0.51,0.01,0.12
-1.27,-3.99,-7.73,0.28,-0.08,0.16
-0.58,-4.51,-6.18,0.24,-0.13,0.13
-0.51,-3.58,-6.92,-0.33,-0.54,-0.01
-0.30,-5.49,-8.34,-0.09,-0.23,0.10
0.46,-5.35,-6.84,-0.21,0.34,-0.03
1.46,-4.84,-6.67,-0.78,0.24,-0.04
2.49,-5.09,-8.04,-0.50,0.24,-0.41
3.56,-4.14,-7.21,-0.72,0.68,-0.42
3.45,-3.97,-7.36,-0.58,0.45,-0.33
3.71,-3.20,-8.20,-0.35,0.04,-0.34
2.75,-3.26,-9.42,-0.04,-0.14,-0.28
2.93,-3.29,-9.49,0.08,-0.01,-0.33
3.35,-2.92,-8.82,0.04,0.19,-0.31
4.13,-3.38,-8.16,0.15,0.36,-0.34
3.92,-3.39,-7.93,0.06,0.30,-0.11
3.38,-3.98,-8.68,-0.12,0.18,-0.00
3.10,-4.09,-8.87,0.10,0.14,-0.03
3.38,-4.29,-8.19,0.01,0.23,-0.03
3.53,-4.29,-7.77,0.12,0.06,-0.06
2.75,-4.32,-8.75,-0.16,-0.13,0.08
2.52,-4.12,-8.91,0.05,-0.10,-0.04
2.73,-3.67,-8.55,-0.04,0.05,-0.08
2.96,-3.34,-8.49,-0.11,0.16,-0.04
3.69,-2.79,-7.80,-0.00,0.19,0.02
4.48,-2.22,-6.93,-0.06,0.21,0.17
