aX,aY,aZ,gX,gY,gZ
0.40,-9.65,1.69,-0.59,-0.22,-1.14
0.53,-9.88,1.52,-0.11,-0.42,-1.06
0.61,-9.21,1.61,-0.24,-0.73,-1.15

-5.32,-12.08,-9.45,-0.80,3.04,-0.61
-5.32,-12.08,-9.45,-0.80,3.04,-0.61
-9.54,-11.43,-5.97,-0.17,4.46,-1.00
-11.90,-13.07,-6.04,0.43,4.46,-1.31
-17.54,-9.11,-2.12,1.17,4.46,-2.35
-22.09,-1.81,0.68,2.25,4.46,-2.50
-20.36,-4.34,17.91,0.41,4.46,-2.99
-11.66,-2.94,15.20,-1.21,4.46,-2.43
-6.75,-7.30,14.94,-0.18,2.03,-0.52
-3.12,-6.46,12.85,0.08,0.07,-1.19
-3.51,-4.81,12.82,0.35,-0.96,-0.92
-3.08,-7.72,10.89,0.65,-3.05,-0.34
-7.20,-10.04,7.77,-0.29,-4.26,-0.63
-7.69,-10.12,3.28,0.04,-4.27,-0.89
-8.29,-9.62,-0.99,0.15,-4.27,-0.88
-9.05,-10.71,-1.42,0.29,-4.27,-0.62
-6.81,-10.55,-5.62,-0.63,-4.27,-1.10
-7.07,-10.16,-4.60,0.59,-4.27,-0.71
-4.24,-10.21,-8.65,0.75,-4.27,-0.95
-3.48,-11.98,-8.75,0.34,-3.15,-0.87
-0.48,-11.02,-4.81,0.73,-1.22,-0.91
0.20,-10.05,-3.75,0.82,-0.26,-1.10
-0.39,-9.29,-0.91,1.18,0.34,-1.03
0.37,-9.75,-0.54,0.65,0.45,-1.07
0.59,-9.06,0.50,1.19,0.83,-1.16
0.52,-8.29,2.10,2.05,0.49,-0.91
0.92,-9.61,3.44,0.97,0.82,-1.10
1.30,-9.95,2.22,0.87,0.60,-1.13
1.55,-9.06,2.49,1.02,0.62,-1.21
0.77,-9.07,5.12,0.66,0.65,-1.12
0.94,-9.20,3.97,0.66,0.22,-0.89
1.05,-9.17,4.16,0.43,0.37,-0.98
0.58,-8.94,5.10,0.45,0.59,-1.07
0.44,-9.14,4.85,0.20,0.31,-1.11
0.51,-9.09,4.82,0.23,0.26,-1.26
0.72,-8.11,4.76,0.48,0.27,-1.29
0.84,-8.33,4.92,0.53,-0.01,-1.38
1.26,-7.89,4.09,0.32,0.34,-1.10
0.81,-8.91,4.42,0.32,0.67,-1.03
-3.06,10.98,-14.11,-1.97,-0.77,-2.70
-3.06,10.98,-14.11,-1.97,-0.77,-2.70
-3.06,10.98,-14.11,-1.97,-0.77,-2.70
-2.57,12.63,-14.18,-1.56,-0.39,-1.67
-4.33,12.85,-13.11,-0.96,0.02,1.42
-10.12,10.05,-14.63,-1.57,-0.22,3.31
-15.80,4.25,-17.33,-0.25,-0.82,3.31
-18.64,-1.20,-14.45,-0.44,1.10,3.31
-16.28,-0.55,-14.38,0.24,2.56,3.31
-21.16,-12.18,-5.91,-0.06,2.77,3.31
-11.63,-11.16,-6.61,0.01,1.77,3.31
-8.04,-11.96,-3.04,1.62,0.68,3.31
-4.89,-13.95,-3.60,0.20,0.43,0.66
-2.43,-12.72,-3.80,0.35,0.29,-0.57
-2.55,-12.16,-4.02,0.12,0.06,-1.41
-3.11,-12.03,-7.03,-0.06,-0.53,-2.45
-2.60,-9.15,-9.26,-0.01,-0.36,-3.45
-3.89,-7.73,-8.22,0.14,-0.15,-4.15
-5.41,-4.13,-10.18,-0.30,-0.30,-5.42
-4.17,-1.52,-9.21,0.33,-0.19,-5.42
-6.10,-1.27,-9.90,-0.09,-0.23,-5.42
-3.81,4.08,-11.09,0.65,-0.24,-5.42
-3.46,3.72,-8.83,0.47,0.08,-5.25
-0.71,7.92,-10.65,1.06,-0.04,-5.42
-3.39,6.21,-10.03,0.66,-0.36,-5.18
1.28,8.43,-10.56,0.94,-0.04,-4.68
-1.36,5.26,-7.96,1.56,-0.38,-2.93
1.38,6.32,-11.86,0.30,-0.24,-2.74
0.43,1.76,-7.70,1.58,0.05,-0.80
2.59,2.19,-12.77,-0.13,0.07,-0.71
1.14,-0.59,-8.99,1.28,0.08,-0.52
2.09,-0.09,-9.61,0.24,0.11,-0.75
1.35,-0.96,-10.14,0.02,0.15,-0.53
1.11,-1.24,-9.94,0.20,0.15,-0.74
1.62,-0.72,-9.39,0.38,0.20,-0.79
1.70,-0.87,-9.17,0.24,0.22,-0.72
1.52,-1.28,-9.22,0.30,0.14,-0.78
1.97,-0.83,-9.24,0.25,0.14,-0.92
1.79,-1.05,-9.10,0.29,0.11,-0.82
1.57,-1.58,-9.04,0.20,0.10,-0.91
1.36,-1.93,-9.02,0.10,0.12,-0.98
-3.50,11.16,-11.86,-0.69,0.08,0.17
-3.50,11.16,-11.86,-0.69,0.08,0.17
-3.50,11.16,-11.86,-0.69,0.08,0.17
-4.73,10.07,-12.51,-0.92,-0.11,1.17
-6.08,9.91,-13.93,-1.00,-0.08,3.31
-8.88,8.84,-14.91,-0.56,0.13,3.31
-20.78,6.10,-14.05,1.49,2.54,3.31
-27.38,1.59,-8.23,1.55,4.35,3.31
-19.48,-11.41,-6.16,-0.78,3.21,3.31
-14.38,-16.11,-0.80,2.15,1.01,3.31
-6.73,-13.78,-0.41,1.63,0.24,0.65
-2.42,-11.20,-5.27,0.09,0.12,-0.63
-2.93,-12.61,-5.35,0.49,-0.38,-1.26
-3.21,-11.51,-6.06,0.15,-0.51,-2.13
-3.19,-10.70,-7.55,-0.17,-0.62,-2.91
-4.13,-9.02,-6.11,0.38,-0.75,-3.88
-4.84,-7.70,-6.66,0.04,-0.84,-4.70
-4.46,-4.50,-7.55,0.01,-1.04,-5.42
-4.07,-2.49,-8.08,-0.05,-1.04,-5.42
-5.80,-0.31,-9.44,0.03,-1.49,-5.42
-4.16,2.64,-10.08,0.25,-1.38,-5.42
-6.50,1.70,-10.11,-0.27,-1.13,-5.42
-6.12,5.12,-12.29,-0.05,-0.91,-5.42
-1.86,9.59,-12.03,0.18,-0.48,-5.42
0.70,9.58,-11.31,0.99,-0.10,-4.63
-0.75,7.96,-9.72,1.21,-0.11,-3.12
2.59,5.82,-10.55,1.05,0.11,-1.47
-0.06,1.53,-7.36,1.51,0.08,-0.21
0.84,1.74,-9.31,0.62,-0.17,-0.58
3.99,2.82,-10.94,0.35,0.11,-0.34
1.46,-1.27,-9.54,1.50,-0.01,0.75
1.86,-2.12,-9.16,1.00,-0.05,0.17
3.08,-0.90,-10.96,0.84,0.30,0.49
1.61,-2.44,-8.80,0.68,0.28,-0.28
1.60,-2.50,-9.87,0.38,0.52,-0.40
1.17,-3.30,-8.99,0.80,0.68,-0.55
2.13,-3.19,-7.39,0.19,0.42,-0.79
2.24,-2.69,-8.66,-0.06,0.11,-0.56
1.20,-3.99,-8.62,0.21,0.10,-0.57
1.85,-3.43,-8.60,0.27,0.07,-1.13

13.23,3.02,-11.78,-0.26,0.17,1.80
13.23,3.02,-11.78,-0.26,0.17,1.80
11.33,7.82,-11.41,0.52,0.16,2.90
5.01,10.64,-12.26,0.42,1.36,3.31
2.73,16.44,-10.31,0.16,-0.04,3.31
-9.39,15.86,-11.18,0.91,-0.84,3.31
-8.81,12.32,-4.43,0.80,1.03,3.29
-13.17,8.18,-7.62,-0.83,0.37,1.39
-8.81,2.74,-9.94,-0.07,1.17,-0.75
-7.04,1.45,-7.06,0.38,0.10,-1.35
-6.82,1.01,-6.93,0.24,-0.22,-1.88
-5.79,0.93,-9.29,0.42,0.27,-2.39
-6.37,1.47,-11.47,0.41,0.19,-2.89
-3.73,2.45,-10.68,0.77,-0.44,-3.67
-4.98,2.03,-9.66,0.77,-0.46,-4.03
-2.49,2.97,-9.52,0.71,-0.40,-4.57
-2.70,4.09,-10.65,0.59,-0.05,-4.85
2.71,5.00,-10.21,0.98,0.60,-5.30
0.53,3.41,-7.66,1.06,-0.74,-4.78
7.70,4.60,-9.61,0.45,0.49,-5.23
1.73,2.36,-7.88,0.89,-1.29,-3.53
2.72,2.55,-9.75,0.33,-0.03,-4.40
12.78,3.55,-9.07,0.23,-0.08,-3.83
4.96,1.31,-9.62,0.25,-0.76,-3.20
11.32,1.47,-8.31,0.20,-0.70,-2.89
8.07,-0.52,-10.73,-0.13,-1.24,-2.00
7.77,-0.61,-8.27,0.10,-0.29,-1.57
3.60,-1.47,-8.86,-0.31,-0.85,-0.92
3.83,-1.51,-8.77,-0.06,0.20,-1.21
2.67,-2.10,-8.42,-0.39,0.19,-0.71
1.85,-1.27,-10.78,-0.33,-0.11,-0.85
-0.02,-1.15,-10.71,-0.08,0.40,-0.44
-0.44,-1.07,-10.27,0.06,0.02,-0.83
0.87,-0.64,-9.91,0.18,-0.04,-1.02
0.02,-0.79,-9.32,0.26,0.31,-0.80
0.46,-0.35,-8.77,0.26,-0.16,-1.10
0.60,-0.69,-8.78,0.24,0.38,-0.88
0.30,-0.45,-9.32,0.18,0.29,-0.97
0.53,-0.56,-9.41,0.19,0.05,-0.97
0.15,-0.62,-9.55,0.21,-0.06,-1.00

-4.24,5.45,18.15,-0.46,1.88,-3.73
-4.24,5.45,18.15,-0.46,1.88,-3.73
-1.91,7.92,21.74,-0.74,3.03,-4.10
-2.34,8.16,17.87,-2.00,1.14,-3.97
-0.33,9.60,15.27,-2.06,4.46,-5.42
12.07,7.23,9.47,-1.45,0.92,-5.42
13.31,8.17,12.69,-0.57,1.54,-5.11
15.94,4.52,5.30,-1.29,-1.39,-3.59
15.66,-1.13,3.49,-0.82,0.60,-2.66
11.15,-2.29,-0.71,-0.80,-0.30,-2.03
14.74,-3.71,8.34,1.19,-0.04,-1.73
13.14,-1.87,2.13,0.49,0.21,-0.41
8.47,-0.22,5.55,0.44,-0.02,1.09
9.62,-0.20,4.82,1.15,1.37,0.46
11.05,0.83,7.39,1.13,1.02,1.67
8.83,3.10,8.50,1.17,0.33,3.22
6.00,2.42,7.86,0.55,0.23,3.31
4.68,3.11,8.84,1.33,-0.05,2.78
-3.13,3.71,12.75,0.20,0.25,2.32
3.14,3.44,10.16,-0.36,2.26,0.22
-2.85,4.65,17.09,0.47,-0.73,2.01
-2.03,1.72,9.20,-0.80,-1.39,-0.26
-0.30,0.63,12.78,-0.25,-1.22,-0.05
0.71,0.37,10.27,-0.47,-1.46,-0.55
-2.33,-0.05,14.28,0.14,-0.57,-0.38
-0.98,-0.81,9.42,0.20,0.33,-1.71
2.39,-0.64,11.65,0.81,0.46,-2.21
1.57,-1.50,10.30,0.54,0.59,-1.27
0.87,-1.99,9.09,0.60,0.99,-1.20
2.40,-1.36,10.57,1.16,1.47,-1.84
1.93,-1.14,11.22,0.60,0.13,-1.50
2.24,-1.31,9.16,0.18,0.54,-1.43
2.10,-1.18,10.18,0.21,0.73,-1.22
1.30,-1.03,10.38,0.18,-0.10,-1.14
1.78,-1.06,10.27,0.42,0.65,-1.09
1.28,-1.30,10.91,0.26,0.50,-0.92
0.79,-0.66,10.35,0.32,0.59,-0.96
0.82,-0.77,10.76,0.31,-0.05,-1.07
1.44,-1.10,10.89,0.23,-0.24,-0.53

13.48,4.55,-10.12,-0.98,1.78,-0.18
13.48,4.55,-10.12,-0.98,1.78,-0.18
13.48,4.55,-10.12,-0.98,1.78,-0.18
11.65,3.36,-10.78,0.18,1.00,0.88
16.06,7.38,-13.13,0.41,0.32,1.64
12.28,6.40,-14.46,0.46,1.31,3.00
11.07,9.71,-9.79,0.52,2.06,3.31
-2.24,7.13,-5.82,-0.41,-1.52,3.31
-11.31,15.99,-13.98,0.76,0.66,3.31
-12.88,16.66,-4.50,-0.41,1.38,3.31
-25.02,1.69,-12.75,-0.57,-2.40,3.31
-16.11,-2.70,-14.24,0.41,-0.49,-0.68
-7.30,-1.29,-3.73,1.11,1.15,-1.44
-6.05,-1.09,-5.29,0.60,0.61,-2.14
-4.77,-0.98,-11.77,0.90,0.90,-2.23
-3.07,-1.19,-2.94,1.32,2.77,-2.65
-3.00,-0.12,-6.45,0.15,-0.33,-3.47
-3.05,1.18,-10.12,-0.70,-2.18,-4.04
0.13,5.17,-11.21,-0.74,-0.65,-4.21
0.66,2.99,-7.02,0.30,-0.75,-4.01
0.30,2.52,-9.38,0.71,-2.30,-4.08
1.77,3.23,-9.25,-0.08,-1.27,-4.61
4.30,3.90,-13.20,0.08,-2.13,-4.26
-1.48,1.02,-9.26,0.35,2.00,-3.74
4.58,5.43,-9.39,0.57,-1.57,-5.01
1.86,1.56,-15.74,-0.08,-0.96,-3.07
1.36,2.41,-11.06,0.88,1.13,-3.21
7.23,3.85,-11.98,0.88,-0.06,-4.14
5.81,2.02,-9.07,1.26,-0.21,-2.43
4.43,0.62,-8.39,0.65,0.11,-1.95
4.75,-0.27,-9.06,0.32,-0.56,-1.50
1.74,-1.56,-9.51,0.39,-0.38,-1.23
2.16,-1.86,-8.45,0.55,1.71,-0.71
2.09,-1.52,-9.83,-0.28,0.64,-0.75
0.93,-2.59,-8.94,0.02,0.25,-0.87
2.38,-1.74,-8.84,0.18,-0.12,-1.12
