mX,mY,mZ 
36.80,-48.21,2.93
36.26,-48.93,2.93
35.91,-49.29,1.89
38.59,-48.03,3.10
36.80,-48.39,3.10
36.08,-49.82,1.03
39.12,-49.29,2.24
36.62,-49.29,2.24
37.51,-49.82,2.07
36.80,-49.11,3.44
36.98,-49.65,3.96
37.34,-50.72,1.89
37.34,-50.72,3.27
36.08,-50.18,3.79
36.26,-50.36,1.89
36.80,-50.18,2.07
36.80,-50.90,1.38
37.69,-53.23,0.86
36.98,-51.80,-1.21
36.26,-51.08,-3.96
36.80,-51.97,-3.44
38.76,-49.65,-5.34
38.94,-49.11,-5.85
39.84,-43.91,-5.34
39.48,-42.83,-6.03
40.91,-37.82,-7.06
40.37,-32.98,-7.92
38.94,-30.11,-9.64
38.05,-27.42,-10.50
37.69,-25.27,-9.47
37.34,-23.12,-8.78
35.37,-16.49,-8.44
32.51,-12.90,-6.20
25.72,-6.45,-2.41
21.26,-2.69,1.55
16.08,0.72,5.51
11.97,1.61,7.75
6.43,2.51,10.68
4.11,2.69,11.88
0.71,2.15,15.84
-1.07,0.72,18.60
-1.07,-1.08,19.29
-2.32,-0.18,20.15
0.00,-0.36,19.29
-0.18,-0.90,19.80
2.86,-0.36,19.97
3.75,-3.05,21.87
4.64,-5.02,23.07
8.22,-8.60,26.86
8.40,-10.57,28.76
7.32,-14.52,33.58
2.32,-18.10,35.64
-0.89,-15.23,35.30
-6.61,-17.38,36.33
-12.33,-15.23,36.33
-14.29,-16.85,36.51
-13.22,-15.41,35.47
-13.22,-16.85,36.51
-12.50,-16.49,36.85
-11.25,-16.67,37.37
-12.86,-15.05,36.85
-14.65,-15.41,35.47
-16.08,-15.41,35.47
-15.36,-13.62,36.16
-14.11,-14.88,34.96
-14.47,-14.52,35.30
-14.29,-14.34,35.13
-15.18,-12.72,33.23
-13.58,-11.11,33.41
-13.58,-12.55,35.47
-12.33,-9.86,33.23
-12.33,-11.65,34.27
-13.76,-12.01,33.92
-13.04,-14.16,35.30
-10.90,-14.16,34.27
-9.83,-19.54,37.71
-6.07,-24.02,39.60
-1.97,-27.06,39.78
1.61,-29.93,39.43
4.82,-35.31,41.15
8.40,-42.48,39.78
13.76,-50.00,36.33
16.26,-51.80,32.54
20.90,-55.38,28.76
24.83,-56.99,21.01
32.33,-57.53,11.54
33.23,-56.28,3.44
35.19,-53.95,2.93
36.44,-53.41,1.03
35.19,-53.23,0.86
35.37,-53.77,1.38
35.91,-53.23,1.55
35.55,-53.23,0.52
35.55,-53.23,0.52
35.01,-52.69,0.34
36.44,-53.41,0.69
35.55,-52.87,0.52
36.62,-52.15,2.93
36.26,-50.72,5.68
38.23,-47.49,5.68
40.55,-40.33,1.89
40.55,-33.87,-1.89
39.84,-28.14,-3.96
38.76,-21.33,-1.21
36.26,-19.54,-0.52
34.12,-14.88,-0.17
33.23,-13.98,0.69
29.12,-8.07,2.41
21.26,-4.12,4.13
15.18,0.54,7.75
8.93,1.79,12.05
1.61,-0.18,17.39
-4.11,-2.69,21.87
-5.72,-2.51,23.76
-7.15,-3.94,24.11
-8.04,-2.33,23.59
-5.54,-1.97,23.94
-4.47,-3.05,23.25
-5.18,-0.90,24.28
-4.64,-4.30,23.42
-1.43,-2.15,24.80
-0.89,-4.12,24.97
-0.18,-6.63,28.41
1.79,-6.81,28.93
3.75,-9.50,30.13
1.79,-13.26,33.75
-1.79,-14.70,35.47
-7.15,-12.55,35.82
-11.79,-12.19,35.47
-17.33,-12.37,35.30
-19.29,-11.47,32.37
-20.01,-11.47,33.06
-22.15,-12.90,33.06
-23.76,-13.08,32.54
-25.72,-12.55,32.37
-25.55,-12.37,32.89
-23.94,-12.55,32.37
-22.87,-11.11,32.37
-24.29,-11.11,31.68
-22.51,-10.75,32.20
-20.72,-12.19,32.03
-21.62,-10.93,32.54
-22.33,-9.86,31.17
-21.44,-11.11,32.03
-21.79,-10.75,33.06
-21.97,-9.50,31.86
-21.08,-10.04,32.72
-21.44,-7.17,31.00
-17.69,-6.27,29.45
-15.01,-5.38,29.62
-14.29,-7.17,30.65
-14.83,-6.27,30.13
-14.65,-6.09,29.96
-13.58,-7.89,31.68
-13.40,-7.71,29.79
-11.08,-8.60,32.03
-8.57,-10.75,32.37
-7.15,-14.34,35.47
-4.47,-17.38,36.33
-1.79,-22.22,38.92
1.79,-31.18,40.29
6.61,-37.82,40.47
10.00,-43.73,38.57
12.86,-49.11,35.82
19.65,-53.41,30.31
26.26,-55.38,23.94
29.48,-54.66,16.36
33.23,-56.28,7.58
35.19,-54.30,2.24
35.91,-54.66,1.21
35.37,-54.84,1.72
35.55,-53.95,1.89
37.51,-51.97,0.69
36.80,-51.62,1.38
36.98,-53.59,0.52
35.91,-52.51,1.55
36.98,-52.51,2.24
37.34,-52.51,1.89
35.91,-52.51,3.27
37.16,-52.69,3.10
37.16,-50.90,2.76
36.08,-51.97,1.03
36.80,-51.26,1.38
37.16,-52.33,2.41
37.16,-53.05,1.72
37.69,-51.44,1.21
36.80,-52.33,2.76
36.08,-53.41,1.72
36.62,-52.51,2.24
35.91,-52.87,2.58
37.69,-51.80,0.52
37.34,-49.65,-0.86
38.59,-45.88,-1.03
39.30,-40.86,-5.51
40.01,-35.13,-9.30
38.59,-24.37,-8.44
35.19,-19.89,-9.13
32.87,-14.34,-6.89
28.22,-8.24,-5.51
24.83,-3.41,-3.62
21.08,-1.43,1.72
14.83,0.18,5.34
9.47,1.97,10.85
1.97,-1.61,18.08
-2.86,-0.72,20.32
-9.47,-2.69,24.62
-12.50,-6.09,26.17
-13.40,-5.91,27.72
-13.22,-6.09,27.55
-11.25,-7.35,26.69
-10.54,-6.63,27.03
-9.65,-6.09,26.86
-10.36,-6.45,27.21
-10.36,-6.81,27.55
-10.00,-6.09,28.93
-7.86,-7.17,30.31
-8.57,-6.81,29.62
-10.72,-8.60,33.41
-10.36,-11.47,33.41
-13.22,-13.98,33.06
-16.79,-13.98,33.75
-22.51,-13.26,32.37
-25.55,-14.16,33.23
-27.51,-13.26,31.68
-26.26,-11.29,32.20
-26.26,-12.72,30.82
-26.08,-13.62,33.41
-25.19,-12.37,32.89
-24.47,-13.08,32.89
-26.80,-11.11,31.68
-24.83,-12.37,33.58
-26.97,-13.44,31.86
-26.08,-11.83,33.06
-24.83,-11.29,32.54
-24.65,-13.98,31.68
-24.29,-11.83,32.37
-24.65,-12.55,33.75
-24.83,-13.08,32.54
-24.12,-12.01,32.54
-24.47,-12.37,32.20
-23.76,-10.93,30.48
-23.58,-11.47,31.68
-23.58,-11.83,32.72
-23.76,-11.29,31.86
-23.94,-12.19,31.68
-24.29,-10.75,32.37
-22.33,-9.14,31.17
-21.26,-7.71,29.45
-17.86,-6.45,28.93
-17.69,-6.99,28.76
-15.36,-5.02,27.90
-16.08,-5.38,29.96
-15.18,-6.27,28.41
-15.54,-5.56,27.38
-13.58,-4.66,28.24
-13.93,-6.45,28.58
-14.11,-6.63,30.48
-12.50,-6.45,29.62
-13.40,-6.27,30.82
-12.15,-8.60,31.00
-11.79,-8.24,32.37
-10.90,-7.71,30.13
-11.61,-6.63,31.86
-11.25,-8.78,32.89
-6.07,-12.55,37.19
-2.14,-20.07,36.16
1.79,-27.24,38.57
6.43,-34.95,40.12
11.08,-45.16,37.54
17.33,-51.08,33.23
23.94,-54.48,23.07
29.30,-53.41,18.25
34.12,-54.30,11.54
34.83,-53.59,4.65
35.73,-53.05,1.03
35.01,-53.41,2.76
34.66,-55.56,4.48
35.55,-54.66,2.93
35.19,-52.51,3.27
35.01,-53.41,3.10
35.73,-52.33,3.79
36.98,-52.51,3.62
35.73,-52.33,3.79
35.37,-50.90,4.82
36.26,-52.15,3.27
36.80,-50.90,4.48
34.48,-53.23,2.93
37.34,-52.51,1.55
36.98,-51.08,2.24
36.44,-51.62,1.38
36.98,-52.15,2.58
36.98,-49.65,2.58
35.73,-53.41,2.76
36.26,-51.80,2.58
36.44,-51.26,1.03
36.98,-51.80,0.52
37.34,-52.15,1.89
36.98,-52.51,1.89
35.73,-52.51,1.21
36.44,-52.69,0.69
35.91,-51.80,0.17
36.98,-51.80,0.17
37.16,-51.26,1.03
37.87,-50.90,1.72
37.16,-50.54,0.00
38.05,-48.93,-0.86
39.66,-46.60,-1.72
41.09,-41.94,-2.07
39.12,-36.38,-2.93
40.01,-31.90,-3.10
38.76,-28.50,-3.96
37.69,-26.70,-4.65
37.51,-23.66,-4.82
37.51,-21.87,-6.20
35.73,-23.30,-5.51
36.80,-22.58,-6.54
37.16,-23.66,-6.54
36.44,-22.22,-5.51
36.44,-21.15,-5.51
33.76,-18.46,-4.65
33.41,-15.59,-2.58
29.65,-11.11,0.00
25.55,-8.42,3.62
18.76,-3.41,10.85
10.72,-1.79,16.88
3.93,-2.87,19.97
-1.61,-5.56,24.62
-4.64,-5.02,25.48
-5.18,-6.27,26.35
-5.36,-4.30,25.48
-6.79,-6.45,27.55
-5.18,-5.91,26.00
-5.18,-6.99,27.72
-4.47,-5.20,28.41
-5.00,-6.81,28.58
-4.64,-9.68,31.68
-4.11,-10.22,30.13
-5.90,-9.50,31.86
-9.29,-11.47,32.37
-10.00,-8.60,31.34
-14.29,-7.53,29.96
-14.47,-6.99,30.13
-16.26,-7.35,30.82
-17.86,-7.89,30.65
-17.15,-8.96,31.34
-17.69,-9.86,31.51
-18.04,-8.78,30.82
-17.86,-9.68,31.34
-17.33,-8.07,30.82
-20.01,-9.68,31.34
-16.61,-9.14,32.54
-18.22,-8.96,32.03
-18.40,-9.50,31.17
-19.11,-7.71,30.82
-17.51,-7.53,31.00
-18.94,-9.32,31.68
-19.83,-9.50,30.48
-18.76,-9.50,31.51
-18.04,-9.50,32.54
-18.94,-10.75,31.34
-18.40,-8.78,30.48
-18.22,-8.96,31.34
-19.83,-8.78,31.51
-20.01,-8.60,30.65
-19.11,-8.78,30.13
-22.15,-8.60,29.96
-20.36,-3.58,27.90
-16.97,-1.61,25.31
-17.86,-2.15,26.86
-16.79,-3.23,26.52
-15.90,-3.05,27.72
-16.26,-4.48,28.76
-15.18,-4.84,27.03
-13.76,-5.20,29.79
-15.36,-7.17,31.68
-13.22,-8.60,33.06
-12.68,-10.93,33.58
-8.40,-14.88,35.30
-5.54,-18.82,37.02
-5.36,-27.60,40.29
-0.18,-37.46,42.19
6.61,-47.32,40.29
13.58,-52.69,33.75
20.36,-57.35,27.90
24.47,-57.53,22.56
27.69,-57.17,19.46
29.48,-56.10,14.29
32.69,-55.74,9.47
34.30,-55.20,4.48
35.55,-54.66,4.65
33.58,-54.84,3.10
34.66,-54.84,1.03
35.73,-54.13,1.03
35.91,-52.87,3.27
36.08,-53.05,3.44
36.98,-53.59,1.55
35.19,-53.23,1.55
34.83,-53.95,1.21
34.66,-52.69,2.41
36.26,-54.30,1.21
35.73,-53.41,3.10
35.55,-53.95,2.93
36.62,-53.59,3.62
36.62,-52.87,1.55
37.51,-53.05,1.38
38.94,-51.97,-0.69
39.12,-46.42,-1.21
39.30,-42.30,-3.44
40.01,-35.13,-6.54
38.05,-30.11,-6.54
36.26,-24.55,-9.13
36.08,-20.43,-8.95
34.30,-16.13,-7.58
33.41,-14.88,-9.47
32.87,-16.13,-5.85
32.51,-16.49,-4.82
32.69,-15.95,-5.34
33.23,-15.77,-7.23
32.51,-14.34,-7.92
32.69,-16.31,-7.75
32.69,-15.23,-8.44
33.58,-16.13,-7.23
34.12,-14.52,-7.40
32.51,-16.49,-7.58
32.33,-13.44,-7.06
29.83,-10.57,-4.99
27.15,-9.68,-3.10
22.69,-4.48,4.99
14.29,-1.43,9.30
8.57,-1.08,15.84
1.61,-1.61,19.46
-4.47,-3.05,22.39
-6.61,-2.33,25.31
-7.32,-3.41,23.25
-7.68,-2.69,23.25
-8.04,-2.33,22.90
-7.68,-3.41,25.31
-7.15,-3.23,26.17
-7.32,-5.74,26.17
-9.29,-5.74,26.86
-10.36,-6.09,28.24
-9.47,-7.71,31.86
-8.40,-10.22,31.86
-11.08,-10.75,33.06
-16.26,-10.22,33.06
-23.04,-11.29,31.86
-23.76,-10.93,31.68
-23.58,-10.75,31.34
-24.12,-11.29,32.20
-22.69,-11.29,32.20
-22.69,-10.22,31.51
-23.22,-11.47,32.03
-21.44,-10.75,31.68
-21.62,-10.57,33.23
-24.12,-10.93,32.20
-21.97,-12.01,32.54
-23.58,-10.04,32.03
-23.04,-9.50,31.51
-22.87,-11.83,32.72
-23.04,-11.65,32.20
-21.44,-11.83,31.68
-21.62,-10.93,31.17
-22.51,-11.11,33.41
-21.08,-10.39,31.68
-22.87,-12.90,33.41
-22.33,-11.29,33.23
-21.79,-10.04,32.37
-21.44,-9.68,32.72
-21.62,-11.29,32.20
-23.04,-10.93,31.51
-18.58,-7.89,29.96
-13.93,-6.81,29.62
-11.08,-4.30,28.24
-10.54,-5.56,29.45
-10.54,-6.27,29.45
-9.47,-5.91,29.10
-10.18,-6.99,30.13
-12.15,-6.81,29.96
-11.97,-6.27,30.82
-11.25,-8.07,31.86
-10.54,-10.57,30.82
-11.25,-10.57,31.86
-10.18,-14.52,33.92
-10.54,-19.89,39.09
-7.86,-27.96,40.98
-3.22,-34.05,42.70
1.07,-44.09,42.02
5.54,-51.08,39.43
11.61,-56.10,34.27
18.22,-56.63,28.93
23.22,-59.14,22.04
29.83,-57.17,14.29
31.62,-56.81,11.88
33.58,-55.56,3.79
35.73,-51.62,1.72
36.62,-52.15,1.21
37.87,-51.26,3.79
36.80,-51.44,3.27
37.87,-52.33,3.44
36.08,-52.69,3.79
38.41,-51.44,4.30
38.23,-52.33,5.17
36.44,-52.69,4.13
36.80,-51.97,3.10
38.41,-51.08,1.89
37.34,-51.44,0.86
37.34,-52.87,0.17
36.80,-51.26,0.00
36.62,-50.72,0.86
38.76,-51.44,1.55
37.51,-52.33,1.03
37.87,-50.18,1.38
37.69,-51.44,1.21
37.34,-51.08,1.55
37.87,-50.54,2.07
37.34,-49.29,0.17
38.94,-49.47,0.00
40.19,-49.29,-1.55
41.80,-45.52,-4.13
38.59,-41.58,-3.79
40.55,-38.17,-6.03
40.19,-35.67,-7.40
40.19,-29.57,-9.82
36.44,-25.45,-10.33
36.08,-20.79,-11.71
34.83,-14.52,-8.78
28.76,-8.78,-4.65
21.62,-2.69,-0.52
14.29,0.36,3.79
10.00,1.08,10.33
2.68,0.18,14.64
-4.64,0.72,20.32
-6.43,-0.72,21.35
-6.43,-1.43,21.70
-7.32,-0.90,21.18
-6.97,-1.61,22.56
-7.15,-0.36,21.01
-6.97,0.18,20.84
-4.82,0.90,21.52
-4.11,0.18,20.49
-2.50,0.00,22.04
-1.97,-1.61,22.56
-1.43,-4.30,24.45
-1.43,-5.38,26.52
-3.22,-6.45,28.93
-3.93,-8.96,30.31
-5.18,-10.22,31.17
-10.00,-11.83,33.41
-11.43,-12.19,33.06
-16.26,-11.65,33.23
-19.65,-10.75,33.41
-20.72,-11.83,32.37
-22.87,-11.83,33.06
-25.90,-11.29,31.51
-24.65,-11.83,31.34
-26.44,-11.47,31.68
-24.47,-10.57,31.17
-24.12,-10.57,31.17
-24.83,-9.14,31.51
-25.37,-9.68,31.00
-26.08,-11.11,32.03
-23.94,-10.39,30.65
-24.83,-10.93,29.45
-23.94,-9.68,30.65
-23.22,-8.96,31.00
-24.12,-11.29,31.17
-24.12,-11.29,31.86
-24.12,-10.93,31.86
-23.58,-11.11,30.65
-22.69,-9.14,30.82
-22.15,-9.32,33.06
-21.62,-10.93,31.86
-20.72,-12.19,32.03
-18.04,-12.37,33.23
-15.18,-12.72,34.27
-14.83,-11.29,34.27
-13.76,-11.65,33.92
-14.65,-12.55,34.78
-13.40,-13.08,33.58
-8.93,-17.92,36.51
-5.18,-27.06,40.47
1.43,-37.64,40.64
7.15,-46.96,41.33
13.04,-52.87,34.27
17.69,-55.74,29.79
22.87,-58.79,22.73
27.15,-59.50,17.22
32.15,-57.35,6.54
37.34,-55.74,-0.17
35.37,-55.56,-1.03
36.98,-53.59,-43.91
36.08,-56.28,-1.38
35.91,-52.15,-1.55
37.16,-54.13,-1.38
35.73,-54.13,-1.72
35.73,-51.62,0.00
35.91,-52.87,0.86
36.62,-53.95,2.58
35.91,-53.23,0.17
36.44,-54.84,1.03
36.08,-55.20,1.03
36.62,-53.59,43.91
36.62,-51.44,1.55
35.01,-53.77,3.44
35.19,-50.00,8.09
36.08,-41.58,17.22
35.55,-27.42,14.64
33.23,-14.34,14.81
28.22,-5.74,11.36
23.04,0.54,8.09
16.79,3.94,6.54
11.61,5.91,7.23
8.04,4.84,9.82
6.25,2.69,14.64
5.18,0.18,20.84
2.86,-5.74,22.73
-2.14,-3.58,23.76
-5.54,-1.97,25.31
-10.54,-0.90,25.31
-9.83,0.18,24.62
-7.50,5.74,15.50
2.50,4.66,15.50
10.72,4.30,11.71
16.26,2.69,11.54
16.79,2.51,10.33
8.75,5.56,12.23
-2.32,6.99,11.88
-9.11,6.63,14.29
-14.65,0.00,23.42
-15.72,-9.68,31.00
-13.22,-15.77,34.78
-7.32,-15.95,32.89
-6.97,-19.18,36.33
-10.90,-15.59,34.27
-15.90,-11.65,32.89
-18.76,-8.07,29.45
-17.51,-1.43,23.76
-16.43,4.30,18.25
-7.15,6.09,15.15
1.07,7.89,12.05
9.29,7.17,10.33
17.15,3.23,9.64
19.83,2.69,9.82
16.26,3.76,9.47
7.50,7.17,11.36
-1.43,6.81,13.09
-13.22,4.30,16.88
-18.76,0.54,20.49
-22.33,-2.33,23.94
-21.79,-6.81,28.24
-20.54,-9.86,30.48
-16.43,-10.39,31.34
-13.58,-12.90,33.75
-11.25,-14.52,33.75
-11.08,-15.05,33.75
-13.76,-11.29,33.92
-15.54,-9.86,31.86
-16.08,-4.30,26.86
-18.58,-1.79,25.14
-17.51,1.43,19.97
-14.29,5.02,17.56
-9.11,5.56,13.95
-1.25,7.71,12.91
8.75,5.56,12.57
19.65,-2.51,16.88
25.90,-13.08,18.77
32.15,-26.88,19.97
35.01,-34.41,16.88
36.08,-36.92,14.46
35.37,-37.64,15.15
34.48,-42.48,18.08
33.23,-46.24,16.19
35.55,-48.57,11.19
34.30,-49.82,7.23
35.55,-52.51,6.37
36.26,-53.59,5.34
36.98,-51.44,6.37
35.19,-52.15,4.99
36.62,-52.51,3.96
37.69,-51.80,2.07
37.34,-51.44,2.24
39.12,-51.80,2.93
