gX,gY,gZ 
-0.39,0.78,-0.97
0.80,0.87,-1.20
0.04,0.31,-0.47
0.54,0.51,-0.58
0.43,0.21,-0.23
0.37,0.68,0.21
-0.02,0.84,0.19
-0.06,0.72,-0.39
-0.27,-0.10,-0.23
-0.93,0.70,0.08
0.14,0.60,-0.21
0.64,0.49,-0.45
0.31,0.91,-0.31
0.04,0.82,-0.49
0.47,0.52,-0.74
0.54,0.29,-0.37
0.35,0.70,-0.93
-0.41,0.82,0.02
1.55,0.62,-0.37
0.54,0.56,-0.60
1.65,0.76,-0.72
0.84,0.56,-0.74
-0.97,0.70,-0.12
-0.62,0.33,-0.08
-0.66,0.41,-0.04
-0.21,0.43,-0.49
0.10,0.29,-0.62
0.16,0.52,-0.41
0.35,0.37,-0.56
0.35,0.43,-0.56
0.49,0.37,-0.78
0.72,0.31,-0.76
0.35,0.21,-0.54
-0.39,0.31,-0.29
0.17,0.49,-0.51
0.95,0.68,-0.39
0.72,0.37,-0.49
0.27,0.25,-1.55
1.92,0.93,-0.72
0.14,0.82,-0.45
1.28,1.28,-0.49
-0.49,0.47,-0.58
0.29,0.43,-0.64
0.68,0.41,-0.76
-0.76,0.31,-0.45
-0.60,0.43,-0.41
1.36,0.78,-0.52
-0.14,0.27,-0.64
-0.06,0.33,-0.91
0.45,0.43,-0.70
0.27,0.43,-0.64
-0.14,0.19,-0.51
1.22,0.49,-0.80
0.19,0.45,-0.37
-2.84,0.97,0.66
-0.17,0.41,0.82
0.06,0.66,-0.14
-1.61,1.26,-0.80
0.47,0.99,-1.11
2.66,0.72,-1.67
2.41,0.91,-1.94
2.35,0.14,-1.09
1.38,0.74,-0.35
1.38,0.68,-0.39
1.79,0.64,-1.01
0.37,0.16,-1.03
-0.16,-0.23,-0.82
0.10,0.52,-0.52
-1.05,0.56,-0.56
0.23,0.60,-0.41
-0.31,0.33,-0.04
-0.45,0.19,-0.00
0.76,0.27,-0.60
0.21,0.35,-0.78
0.29,0.41,-0.56
0.35,0.49,-1.05
0.19,0.91,-0.06
0.74,0.04,-0.49
2.70,0.06,-0.97
-1.42,1.46,-0.31
-2.56,1.36,0.25
-0.82,0.23,0.47
-0.43,0.74,-0.04
-0.64,0.12,-0.64
0.52,0.52,-0.37
-0.74,0.16,-0.12
0.27,0.51,-1.03
1.13,0.43,-0.14
0.00,0.10,-0.68
0.19,0.52,-0.70
0.91,0.68,-0.33
0.66,-0.33,-0.00
-0.58,1.07,-0.39
0.33,0.99,-0.80
0.00,0.25,-1.07
0.33,0.41,-0.80
-0.87,0.43,-0.41
1.63,0.78,-0.56
-0.31,0.29,-0.84
0.37,0.82,-0.58
0.60,0.29,-0.21
0.47,0.74,-0.62
-0.08,0.78,-0.39
-0.02,0.54,-0.60
0.31,0.39,-0.43
0.84,0.39,-0.78
0.58,0.25,-0.45
1.03,0.31,-0.43
0.08,0.35,-0.19
0.10,0.76,-0.49
1.19,0.17,-0.80
0.87,0.10,-0.66
0.51,0.85,-0.74
-0.02,0.39,-0.91
1.38,0.91,-0.10
0.02,0.39,-0.56
1.42,0.84,-0.58
0.64,0.33,-0.45
0.27,0.49,-0.78
0.41,0.58,-0.14
-0.35,0.45,-0.10
0.21,0.35,-0.52
0.47,0.52,-0.95
0.54,0.35,-0.87
-0.16,0.29,-0.54
0.29,0.10,-0.49
-0.41,0.12,-0.45
-0.37,0.08,-0.39
0.41,0.51,-0.45
0.23,0.64,-0.52
0.60,0.51,-0.47
1.03,0.37,-0.43
0.25,0.39,-0.45
0.41,0.72,-0.33
0.06,0.62,-0.58
0.12,0.49,-0.58
0.21,0.41,-0.21
0.00,0.49,-0.10
-0.02,0.66,-0.45
0.52,0.29,-0.54
0.33,0.35,-0.74
0.43,0.49,-0.62
0.04,0.43,-0.27
0.04,0.68,-0.33
0.12,0.78,-0.68
0.17,0.49,-0.89
0.19,0.37,-0.51
0.04,0.29,-0.60
-0.89,0.04,-0.68
0.33,0.31,-0.58
0.00,0.43,-0.37
-0.29,0.29,-0.76
0.41,0.66,-0.51
0.87,0.80,-0.29
-0.02,0.39,-0.35
0.39,0.99,0.16
1.63,0.95,0.12
0.74,0.72,-0.23
0.85,0.56,-0.19
0.06,0.43,-0.35
-0.06,-0.08,-0.14
0.54,0.37,-0.84
0.82,0.97,-1.13
0.60,1.38,-0.08
-0.62,0.27,-0.87
0.72,0.49,-0.45
-0.52,0.49,-0.60
0.17,0.58,-0.52
-0.29,0.14,-0.52
-1.03,0.10,-0.72
0.37,0.85,-0.51
0.33,0.21,-0.76
-0.16,0.12,-0.58
1.20,0.43,-1.19
0.45,0.27,-0.64
-0.78,0.82,-0.04
-0.49,0.93,-1.19
2.68,1.11,-1.26
2.29,0.91,-1.01
0.14,0.74,-1.50
-2.53,0.52,-0.66
-0.12,0.49,-1.03
-0.78,0.70,-0.58
0.41,1.28,-0.95
-1.77,0.51,-0.78
3.52,1.01,-1.96
0.91,-0.08,-0.70
0.62,0.17,-0.27
1.05,0.27,-0.93
1.40,0.78,-0.12
1.65,0.82,-0.06
-0.74,0.23,-0.95
0.12,0.52,-0.87
-0.68,0.33,0.68
-0.37,-0.29,0.43
-0.70,0.10,0.60
-2.12,-0.06,2.10
-2.51,0.35,0.27
-1.48,0.10,-0.47
-1.30,0.35,-0.35
-0.17,0.29,-0.43
0.37,0.66,-0.14
-0.19,0.66,-0.17
-0.70,0.33,-0.27
-0.17,-0.41,-0.10
1.20,0.19,-0.47
1.13,0.91,-0.78
-1.61,0.49,-0.12
-2.16,0.19,0.14
-0.23,0.68,0.35
1.65,0.84,-0.43
1.17,0.27,-0.51
-0.39,0.78,-0.37
-0.58,1.07,-0.87
0.02,0.06,0.08
0.00,0.58,-0.43
0.06,0.68,-0.91
0.49,0.64,-0.58
-0.74,0.35,-0.33
0.17,0.29,-0.45
0.23,0.29,-0.99
1.63,0.60,-0.78
1.15,0.64,-0.56
0.66,0.54,-0.62
-0.35,0.56,-0.23
0.21,0.27,-0.68
0.23,0.39,-0.41
-0.31,0.43,-0.25
0.51,0.64,-0.37
-0.14,0.51,-0.06
-0.02,0.41,0.17
0.29,0.74,0.12
0.51,0.70,-0.62
0.64,0.54,-0.58
0.06,0.33,-0.60
-0.39,0.37,-0.52
0.31,0.64,-0.51
-0.27,0.33,-0.60
0.10,0.39,-0.43
0.82,0.74,-0.66
0.02,0.45,-0.62
0.97,0.68,-0.31
0.10,0.23,-1.07
0.19,0.31,-0.85
1.07,0.35,-0.56
0.16,0.45,-0.41
0.51,0.47,-0.49
0.35,0.49,-0.72
0.66,1.03,-0.74
0.25,0.49,-0.87
-0.25,0.54,-0.78
-0.27,0.17,-0.78
-1.13,0.31,-0.39
0.16,0.64,-0.23
0.17,0.21,-0.27
0.37,0.43,-0.58
0.17,0.31,-0.60
-0.82,0.43,-0.56
-0.37,0.16,-0.27
0.21,0.41,-0.68
0.85,0.54,-0.35
0.76,0.70,-0.80
0.74,0.62,-0.56
0.51,0.87,-0.49
0.16,0.80,-0.54
-0.27,0.45,-0.39
-0.27,0.52,-0.21
-0.27,0.51,-0.47
-0.06,0.66,-0.29
-0.10,0.62,-0.06
0.14,0.43,-0.21
-0.02,0.29,-0.19
0.25,0.19,-0.54
0.10,0.16,-0.56
0.33,0.21,-0.64
0.64,0.29,-0.66
0.37,-0.06,-0.58
0.37,0.74,-0.27
0.02,0.85,-0.39
0.70,0.66,-0.80
0.08,0.74,-0.49
0.82,0.64,-0.45
0.31,0.85,0.06
0.29,0.62,-0.56
1.13,0.33,-0.64
1.28,0.84,-0.19
-1.13,0.85,-0.80
-0.52,0.16,-1.20
0.52,0.25,-0.31
0.17,0.49,-1.03
-0.12,0.78,0.37
-0.91,0.25,-0.10
-0.56,-0.10,-0.45
-0.60,0.19,0.27
-0.93,0.43,0.02
-0.91,0.56,-0.33
-0.56,0.17,-0.43
0.87,0.35,-0.25
0.08,0.35,-0.43
-0.39,0.43,-0.17
-0.41,0.41,-0.54
0.23,0.58,-0.51
-0.43,0.70,-0.49
0.45,0.47,-0.43
-0.45,0.35,-0.60
-0.02,0.64,-0.43
-2.76,1.05,-0.52
-3.89,2.41,0.49
-8.67,1.42,-0.45
-8.51,2.02,0.37
-13.48,2.84,0.10
-16.24,3.81,-1.69
-13.74,1.63,-1.79
-9.87,1.55,-0.66
-13.58,5.11,-1.20
-17.74,7.31,-5.65
-15.62,6.96,-7.09
-24.09,4.35,-10.18
-23.04,1.96,-11.25
-19.99,-2.00,-10.59
-14.05,-3.96,-9.33
-4.68,-2.82,-4.55
-5.54,-2.89,-7.21
-8.45,0.84,-14.86
-8.22,4.57,-18.88
-7.54,6.78,-19.76
-3.36,10.24,-19.60
-5.65,11.54,-19.76
-8.24,11.68,-20.63
-6.31,12.22,-16.86
1.28,12.34,-13.08
-6.04,9.75,-9.83
-8.16,10.28,-5.98
-5.56,5.52,-2.06
4.80,2.88,3.77
2.86,1.09,4.02
-0.97,2.89,5.95
0.27,6.26,8.02
5.07,8.37,15.29
0.87,15.97,18.75
-4.99,23.06,20.36
3.03,19.91,26.19
-6.39,24.36,24.85
3.83,24.07,27.84
12.20,23.86,23.82
4.00,24.07,13.25
-3.79,18.94,3.71
1.77,14.32,6.99
-0.95,7.58,5.27
0.14,-1.20,2.72
-0.52,-0.72,2.31
0.37,-0.76,-1.75
1.81,0.87,-2.08
2.04,3.11,-3.24
2.66,4.86,-2.55
0.27,0.04,0.14
0.27,-0.21,0.97
2.12,-0.82,-1.01
-0.19,-0.35,-0.82
0.04,15.52,13.95
8.41,37.46,60.95
2.31,-4.29,-0.85
1.32,-3.59,-2.91
-0.51,1.81,-0.33
-0.17,-0.47,-0.85
-2.78,-0.23,-1.22
-3.42,-4.70,-2.76
-5.27,-4.31,-3.05
-9.87,-6.29,2.60
-12.14,-10.32,4.53
-12.20,-7.52,8.92
-12.14,-7.91,12.18
-13.21,-8.61,12.45
-18.24,-12.22,15.87
-6.41,-17.23,15.54
-9.23,-22.44,9.87
-9.07,-18.24,0.25
-19.45,-18.59,-6.63
-28.62,-16.71,-12.16
-13.23,-9.99,-6.26
4.12,-4.57,-1.11
-2.55,-4.06,-3.48
0.45,2.25,-1.71
0.10,0.45,-0.56
-0.78,0.91,0.23
-0.76,0.99,-0.02
-2.29,0.74,-0.00
-0.58,1.09,-0.16
2.31,0.37,-1.26
3.92,0.06,-2.64
15.95,3.11,-0.16
-1.85,11.73,-6.55
-27.16,6.14,-18.79
-44.43,-2.08,-27.24
-31.67,-8.28,-21.80
-38.62,-3.81,-20.24
-4.04,1.96,-13.79
-6.31,0.31,-9.50
-4.24,-1.03,-6.28
-15.06,-0.64,-21.04
2.68,10.80,-25.08
-2.47,13.89,-22.89
-8.84,18.24,-23.35
-10.03,19.08,-17.93
-13.31,17.87,-12.43
-9.85,14.20,-7.07
-6.90,7.09,-2.78
3.81,0.87,1.94
2.27,1.83,1.15
-0.47,0.93,2.16
-0.64,2.25,3.61
-0.80,3.77,6.94
-1.67,5.44,8.88
-2.25,7.97,12.03
-1.13,14.20,16.36
-1.46,17.78,19.70
0.33,15.80,24.32
7.79,17.93,25.65
0.56,26.09,19.43
4.86,24.71,21.25
8.92,23.82,9.19
1.15,20.01,8.35
0.16,13.74,8.68
1.85,6.90,1.88
-4.02,4.24,-6.39
0.41,3.07,-7.25
0.49,4.93,-6.63
-0.23,0.62,-2.55
1.46,-2.66,0.45
7.09,-2.25,-0.70
-0.60,-0.02,-2.51
-1.67,-1.44,-0.16
-0.60,-0.64,-0.41
1.11,-0.95,-0.14
0.10,0.56,-0.45
4.02,-1.26,1.32
0.35,-0.27,-0.39
0.19,0.00,0.33
0.87,0.29,-0.52
0.82,3.63,4.35
-2.04,34.70,48.61
6.49,14.80,33.03
-0.45,0.35,4.20
-0.95,-1.88,-2.60
0.66,-0.85,-0.72
0.02,0.17,0.70
0.85,0.04,-0.02
-1.87,-1.32,-0.41
-5.75,-4.82,2.04
-9.19,-2.04,4.14
-5.05,-2.93,1.17
-11.46,-5.27,3.21
-22.81,-4.14,12.63
-17.35,-9.25,15.29
-18.22,-11.15,16.42
-13.76,-13.83,11.79
-12.14,-15.58,4.90
-17.62,-19.88,-3.40
-23.62,-15.72,-7.87
-27.24,-16.88,-7.99
-21.74,-9.21,-6.86
-10.51,-5.81,-3.40
-3.85,1.15,-1.59
-2.60,2.02,-0.70
4.68,-0.14,-2.29
0.82,0.04,-2.37
-0.33,0.12,-0.78
0.33,0.70,-0.91
1.22,0.82,-0.14
0.47,0.43,-0.54
-0.60,0.66,-0.70
-0.17,0.76,-0.39
-0.66,0.52,-0.68
-0.37,0.37,-0.64
-0.04,0.33,-0.56
0.45,0.33,-0.70
-0.54,0.45,-0.45
-0.14,0.56,-0.37
0.08,0.64,-0.39
-0.29,0.62,-0.23
-0.14,0.49,-0.23
-0.10,0.70,-0.41
-2.49,1.24,-1.01
-12.71,4.33,-3.85
-16.36,3.83,-8.65
-21.84,1.90,-11.56
-28.75,-2.55,-14.67
-38.16,-5.89,-17.43
-34.87,-5.85,-20.46
-34.82,-3.44,-21.35
-15.17,1.50,-21.27
-4.53,5.73,-21.99
-5.36,10.26,-17.99
0.58,21.39,-16.55
-9.44,19.37,-20.67
-15.80,18.55,-18.53
-12.10,20.34,-10.55
-16.92,17.80,-8.00
-2.64,10.76,-2.10
-4.76,7.79,0.52
-1.90,1.19,0.27
2.00,-0.49,0.23
0.52,-0.35,0.16
1.20,-0.70,1.19
-0.16,1.38,2.84
-2.41,2.51,5.67
-11.31,10.47,9.29
-3.42,9.87,14.28
4.99,15.06,18.92
-5.38,22.79,20.73
-0.10,22.21,27.02
-5.38,24.11,34.19
1.96,25.70,27.02
-5.28,21.41,13.83
-1.71,16.03,1.42
-4.18,9.56,2.35
1.15,2.93,3.59
4.04,-2.04,5.58
2.20,1.11,0.27
-1.20,1.48,0.91
2.53,0.60,1.17
1.20,0.41,0.72
-0.23,0.41,-0.97
0.95,0.10,-0.06
1.03,0.66,-0.16
0.04,1.01,-0.60
0.00,0.08,-0.51
0.74,-0.06,0.21
0.39,0.08,-0.52
0.08,0.21,-0.62
0.70,-0.21,-0.31
0.58,0.02,-0.87
1.38,0.37,-0.54
0.70,0.17,-0.45
0.41,-0.37,0.02
-0.04,0.45,-0.19
-0.16,0.23,-0.23
-0.23,2.29,1.55
-1.15,8.72,12.76
8.35,16.69,30.79
-6.63,13.87,28.35
-3.23,5.46,15.29
-2.68,0.39,3.11
-0.64,0.29,0.54
1.01,0.25,0.66
0.70,0.39,-0.21
0.85,-2.21,-1.67
0.08,-2.25,-0.06
-3.15,-2.97,-3.85
-0.35,-1.50,-1.48
-0.68,-0.78,-0.56
-1.63,-1.09,-1.13
-1.13,-1.01,-0.29
-0.56,0.14,-1.03
0.10,0.33,-1.19
0.04,-1.52,-0.82
-7.79,-2.99,1.75
-14.65,-11.37,8.43
-17.23,-7.83,11.39
-21.06,-8.98,17.27
-18.88,-10.14,20.19
-17.80,-17.62,16.67
-14.40,-21.31,6.45
-21.08,-20.98,-4.51
-17.78,-14.63,-10.65
-22.40,-11.50,-8.49
-14.51,-5.75,-2.68
-1.13,2.82,1.69
-1.96,3.38,-0.66
9.91,-3.42,-0.89
-1.28,-1.05,-1.09
-0.66,0.54,-2.53
0.64,0.45,-0.49
1.96,0.43,-0.80
-1.40,0.45,-0.82
3.83,0.64,-1.26
-0.02,0.37,-0.37
-0.08,0.21,-0.68
-0.47,0.29,-0.80
-0.25,0.29,-0.91
-1.77,0.10,-1.11
0.85,0.10,-1.30
0.41,0.16,-0.62
0.27,0.66,-0.52
-0.14,0.70,-0.10
-0.27,0.54,-0.12
1.83,-0.33,0.08
-1.40,0.10,0.51
-1.07,1.32,-0.02
-2.80,0.93,-0.39
-1.55,0.60,-1.09
-1.73,0.43,0.12
0.43,0.82,-0.93
-0.82,0.58,-0.19
0.10,0.80,-0.37
-1.13,0.99,-0.78
-3.98,1.85,-2.41
-8.53,1.88,-4.88
-15.45,3.87,-8.41
-16.51,4.10,-11.23
-24.46,2.80,-14.26
-24.95,2.68,-14.92
-25.20,0.23,-13.83
-18.07,-3.52,-10.20
-22.09,-4.97,-10.55
-10.16,-3.81,-5.65
2.78,-1.09,-1.71
-2.10,-1.52,1.79
3.13,0.43,0.60
-1.85,0.12,-0.58
-4.41,0.06,-3.85
-11.87,-1.85,-6.96
-6.02,3.07,-13.39
-5.52,8.51,-16.98
2.80,14.44,-19.76
-12.10,21.22,-23.10
-9.42,20.05,-22.98
-1.94,21.93,-13.44
-7.07,21.84,-11.42
-8.16,12.78,-5.85
-4.92,2.68,-4.31
1.36,1.03,1.05
-1.09,3.40,2.21
1.28,3.96,4.93
-3.65,4.72,6.49
0.31,5.11,10.28
-6.37,12.16,13.87
-2.31,20.71,18.94
-4.24,15.91,24.32
1.67,18.63,16.82
-3.42,21.51,18.59
-5.46,19.80,19.68
8.53,24.27,13.08
2.18,15.29,12.26
0.64,12.92,9.15
-6.00,9.81,3.01
-0.27,2.56,5.87
-4.31,3.40,2.18
-0.14,1.94,1.88
-3.77,0.47,-0.10
-0.23,0.43,-0.12
0.66,1.55,-0.52
-0.31,0.37,-0.84
-1.34,0.17,-0.89
0.89,1.11,-0.17
0.10,-0.89,-2.66
0.02,1.34,-0.27
0.14,-0.35,-0.84
0.10,-0.12,-1.28
0.14,-0.16,-1.38
0.06,-0.06,-1.81
0.82,0.33,-0.04
0.41,1.03,-0.21
0.68,1.65,0.80
0.17,1.13,-0.51
0.60,0.60,0.99
-0.14,0.97,-0.97
-2.25,11.42,6.94
0.35,32.15,31.75
6.61,13.08,27.69
-2.68,1.87,6.35
-1.22,-1.46,-2.72
0.06,-0.99,1.20
-2.45,-1.30,-1.22
-0.97,-2.14,-2.43
-0.91,-2.37,-3.73
-3.19,-8.00,-10.04
-5.30,-7.60,-7.56
-4.55,-5.05,-2.45
-6.94,-5.46,2.35
-13.13,-4.76,3.11
-17.99,-2.68,0.43
-32.10,-7.62,3.77
-39.60,-17.74,14.65
-23.45,-28.99,18.40
-13.77,-25.59,10.06
-10.88,-17.27,1.59
-6.16,-14.42,-2.47
-1.24,-9.31,-3.48
-8.26,-13.60,-5.87
-5.67,-13.13,-3.65
-8.24,-9.77,-4.59
-2.82,0.14,-0.87
-0.78,0.89,-2.08
0.97,-2.58,-2.00
1.85,0.23,-1.24
0.19,-0.14,-1.36
0.54,1.03,-0.39
-0.68,0.87,-0.56
0.33,0.93,-0.12
0.00,0.43,-0.33
0.60,0.72,-0.54
0.87,0.52,-0.47
0.89,0.74,-0.37
-0.27,0.33,-0.49
-2.74,0.66,-0.89
-2.68,0.97,-1.40
-9.38,3.34,-4.95
-12.71,3.75,-9.73
-21.84,0.89,-11.56
-28.79,-2.62,-14.42
-27.55,-4.29,-15.60
-29.67,-5.01,-15.83
-20.15,-3.15,-14.36
-13.54,-1.87,-12.73
-16.26,-6.02,-8.30
-9.87,1.30,-2.51
-10.30,6.04,-3.15
-3.96,1.28,-4.68
2.97,-3.15,0.82
8.45,-1.87,2.55
4.14,-0.17,-0.41
0.27,0.08,-0.78
1.03,-0.49,-0.29
1.01,0.41,0.49
-0.27,0.29,-0.85
-1.53,1.42,-2.25
-11.40,3.46,-12.07
-1.96,9.54,-16.90
-10.30,16.51,-18.53
-5.30,21.37,-15.68
-4.80,21.62,-16.34
-6.41,20.61,-12.96
-5.89,18.69,-12.84
-5.69,12.90,-7.21
-3.54,6.43,-3.05
-0.91,3.96,-0.66
1.96,1.83,1.69
-2.74,4.47,4.97
-5.27,8.24,11.07
-0.37,17.25,16.34
-3.96,17.91,15.99
-2.49,24.07,21.08
4.10,22.67,27.01
-18.63,18.50,22.79
4.41,17.39,24.75
-6.80,24.21,16.61
-2.41,27.47,8.49
2.82,18.69,9.75
-1.90,7.50,8.68
-1.83,1.55,3.77
0.08,4.41,4.43
0.17,5.13,4.84
-3.07,1.75,2.02
0.29,-0.58,1.20
-1.13,1.55,1.83
-0.25,0.70,0.16
0.10,1.01,-0.97
0.00,0.70,-0.80
0.49,-0.02,-0.14
-0.89,0.91,-0.80
-0.39,-0.08,-0.64
0.33,-0.08,-0.99
0.66,-0.14,-0.84
0.80,0.21,-0.45
0.25,0.17,-0.14
-0.17,0.14,-1.69
0.49,0.21,-0.62
0.31,-0.27,-0.16
0.49,0.51,-0.43
0.51,1.09,-0.66
1.05,0.45,0.62
-3.63,11.07,17.04
-1.38,20.75,46.86
8.65,11.46,38.92
-0.02,-2.10,-1.11
1.85,-3.59,-6.00
-3.87,-0.70,-3.42
-0.93,-0.41,-2.89
-0.84,-0.12,-1.75
-2.21,-0.66,-2.78
-2.95,-2.99,-5.15
-1.34,-2.49,-4.47
-1.03,-2.76,-4.74
-7.19,-7.21,-6.96
-13.58,-3.65,-5.60
-20.65,-2.93,-4.25
-17.95,-4.29,-2.10
-23.14,-8.92,5.69
-23.04,-16.40,11.33
-13.41,-21.72,13.54
-11.19,-24.03,6.57
-8.32,-18.22,-0.89
-12.67,-17.27,-6.64
-11.77,-18.24,-8.90
-7.54,-14.09,-5.01
-5.40,-8.92,-6.99
0.93,1.88,-4.99
5.05,3.48,-4.70
6.78,-0.43,0.64
2.41,-1.55,2.76
7.32,-1.32,2.21
1.59,0.84,-1.42
-1.61,0.49,-1.38
6.35,-1.30,-0.74
-4.95,-0.99,-1.59
-4.57,0.27,-2.04
-3.54,-0.85,-0.02
-4.92,0.39,0.21
-3.07,1.30,-1.17
-0.78,0.82,-0.70
-0.51,1.24,-0.31
-0.54,0.84,-0.27
0.25,0.74,-0.27
-0.78,0.54,-0.60
0.14,0.80,-0.45
-0.56,0.78,-0.35
-0.64,0.93,-0.72
-7.77,0.64,-3.17
-7.83,1.20,-4.55
-13.79,2.25,-6.96
-21.08,1.79,-8.76
-20.59,0.58,-8.86
-14.53,-2.37,-7.29
-16.01,-2.68,-7.67
-29.53,-6.10,-13.99
-25.78,-6.28,-15.83
-25.63,-4.84,-17.62
-9.79,7.27,-22.32
-4.93,16.92,-26.25
-5.54,15.48,-27.02
-10.36,14.69,-23.68
-28.66,19.68,-22.63
-7.60,13.06,-16.22
-10.08,11.13,-9.50
-0.25,4.70,-2.04
-1.90,0.76,-0.60
0.93,1.15,0.19
-1.19,0.99,0.12
0.41,2.41,0.70
7.69,2.06,4.82
1.26,4.51,6.97
-0.70,9.77,11.44
-0.39,16.73,16.09
-0.52,21.25,19.00
1.38,22.81,20.89
-0.54,22.71,22.52
-2.29,20.50,20.30
-8.32,22.73,14.24
-10.45,18.63,10.51
-0.62,16.44,14.96
4.72,19.60,7.27
1.90,13.83,7.27
-3.57,14.26,7.97
-6.53,14.71,10.20
-0.95,6.78,3.30
-2.25,7.17,3.69
-0.84,2.35,1.52
1.09,-0.02,1.50
0.80,0.87,1.24
1.01,1.17,1.26
0.17,1.01,1.03
-0.52,1.79,0.37
0.04,1.07,0.76
0.00,1.15,-0.19
-0.14,0.02,0.87
1.19,-0.19,0.51
-0.89,1.17,0.10
1.09,-0.10,1.46
-0.39,2.31,0.80
-1.17,0.99,1.30
-1.87,-0.43,-0.14
-0.04,-1.36,-0.82
-1.81,1.22,2.23
-5.95,17.47,33.92
-5.01,6.33,25.35
-0.08,-5.32,-1.15
-1.30,-4.00,-5.23
-0.51,-1.98,-1.01
-1.01,-1.88,-1.92
-0.39,-2.49,-2.21
-2.66,-3.52,-1.07
-22.67,-11.44,-0.74
-23.26,-12.73,0.80
-24.73,-14.55,6.41
-28.00,-21.18,11.31
-22.01,-22.87,8.86
-11.95,-20.30,4.82
-6.26,-19.51,2.10
-7.89,-22.67,-7.27
-16.96,-20.17,-9.60
-10.59,-11.04,-1.87
9.93,1.11,-0.91
4.33,0.93,-1.17
-2.91,0.49,-2.04
1.94,0.84,-0.39
1.46,0.49,-0.33
2.53,0.21,-0.43
1.94,0.54,-0.52
2.78,0.29,-0.68
1.53,0.54,-0.41
0.41,0.54,-0.19
0.29,0.47,-0.12
0.17,0.49,-0.33
1.24,0.51,-0.78
7.25,2.14,-0.31
29.41,-2.27,0.41
34.70,9.77,-11.17
51.45,12.88,-20.61
30.95,-3.71,-29.47
2.89,-8.57,-35.90
-5.69,-15.58,-35.11
-12.16,-20.57,-31.67
-24.60,-28.25,-26.36
-18.05,-34.06,-25.49
-22.93,-32.97,-25.22
-37.77,-21.49,-17.39
-25.28,-10.61,-15.13
3.07,7.97,-2.86
3.81,24.89,4.33
5.77,32.83,11.54
2.64,32.80,19.35
13.37,27.55,25.51
23.08,27.01,30.76
11.89,21.24,42.43
18.96,16.32,34.47
11.11,9.66,14.38
-3.36,-5.85,-17.60
-15.19,-22.85,-36.37
-12.03,-35.20,-44.14
-11.99,-37.50,-38.08
-27.49,-29.45,-31.01
-27.82,-23.90,-32.06
-4.51,-22.91,-18.15
0.54,-11.56,-4.70
-3.73,8.86,1.92
5.17,20.13,12.01
1.19,24.64,17.54
17.41,22.17,24.36
19.60,26.56,26.01
13.19,22.26,28.31
15.60,19.23,29.82
10.88,15.70,31.53
13.76,11.89,29.28
-0.62,8.84,20.61
-4.47,-0.35,-1.90
-9.79,-6.00,-24.13
-12.84,-14.20,-35.63
-12.51,-21.10,-39.17
-12.05,-25.55,-40.41
-4.16,-29.86,-36.04
-3.61,-25.59,-28.72
-9.99,-12.16,-15.78
-9.15,-14.86,-11.17
-3.50,-14.07,-0.27
-12.20,-9.35,2.39
4.55,-2.04,4.76
1.75,7.62,3.57
9.33,14.20,11.00
6.70,17.14,16.96
10.08,23.62,15.72
3.03,24.79,14.90
18.96,19.25,22.17
1.83,21.60,20.83
15.60,16.75,28.31
4.39,14.98,29.96
-3.98,12.38,39.65
-6.18,3.81,43.64
-0.14,-2.62,39.67
-24.58,-6.94,29.16
-17.62,-13.04,14.53
-3.07,-0.95,0.51
