gX,gY,gZ 
1.05,-20.89,9.48
4.00,-17.10,10.43
16.05,-11.91,7.85
22.52,4.12,3.32
11.62,4.97,0.87
5.46,0.78,-0.43
2.27,-0.89,-0.27
1.59,-0.56,-0.89
-4.20,0.17,-2.66
-1.77,1.65,0.87
-7.73,2.64,0.62
3.07,0.76,0.49
7.46,-1.55,-0.12
10.63,1.83,-1.42
37.71,2.88,-1.48
13.33,2.66,-1.81
-5.07,1.63,-1.67
-13.23,3.94,-0.74
-3.30,-0.58,0.93
12.05,5.60,2.25
-6.96,3.23,0.10
5.71,0.97,-0.64
-10.61,3.05,-7.05
-0.74,-2.23,-1.61
1.11,-2.49,2.86
-0.33,0.45,0.12
-0.62,1.19,-0.66
1.11,0.19,-0.02
0.37,0.29,0.33
0.31,-0.12,0.25
1.71,0.45,-0.54
1.03,0.54,-0.52
1.48,0.54,-0.27
2.47,0.54,-0.31
2.02,0.45,-0.68
-0.66,0.58,-0.62
0.31,0.31,-0.33
-0.27,0.56,-0.35
-0.21,-0.17,-1.05
-5.27,1.75,-6.39
-21.10,5.40,-10.96
-13.66,8.28,-11.42
-4.82,9.48,-10.61
-0.04,9.95,-9.68
-3.07,11.66,-9.35
4.35,12.20,-8.30
1.69,11.75,-10.49
-0.25,10.78,-11.72
5.15,11.73,-11.85
5.36,11.70,-11.15
3.52,11.15,-9.73
4.55,9.05,-11.23
3.28,7.05,-10.69
3.01,4.06,-10.04
2.88,5.23,-7.89
5.65,0.08,-5.79
6.82,-1.92,-2.66
3.44,2.10,-0.51
-4.14,5.61,-1.11
-5.09,0.41,-1.63
0.00,-0.68,0.25
0.00,1.11,1.22
-1.61,0.31,0.62
-2.20,0.27,0.06
-2.58,0.19,0.29
3.11,-0.23,-0.12
-3.24,-2.29,-0.31
2.10,-3.44,-4.29
-10.76,-3.73,-2.41
-3.91,-2.97,2.62
0.51,-1.50,2.86
-2.93,-0.95,1.44
1.09,-0.41,0.29
3.48,-0.04,-0.60
4.31,-1.61,-1.75
0.43,-1.59,-0.58
2.84,-0.35,-0.60
0.51,-0.87,-0.19
2.51,0.99,0.66
-0.21,1.20,-0.08
2.97,1.05,-1.13
-0.16,0.58,0.17
-3.36,1.09,-0.64
-0.68,1.34,0.45
0.43,1.01,-0.02
0.41,0.37,-1.36
-0.51,0.41,-0.47
2.10,0.27,-1.15
-1.32,1.22,-0.84
-1.55,1.07,-0.52
0.99,0.43,-0.74
-1.52,0.76,-0.87
-0.82,0.70,-1.09
-1.19,0.29,-0.37
-1.48,0.37,-0.47
-1.77,0.37,-0.56
-0.04,-0.16,-0.14
0.62,-0.06,-0.41
0.82,0.51,-0.19
-0.37,1.22,-1.22
0.82,0.39,-0.45
0.02,0.31,-0.43
1.85,-0.49,-0.37
1.19,1.20,-0.39
-1.17,0.62,-0.60
1.42,-0.17,-0.10
-0.25,0.66,-0.23
-0.25,0.47,-0.91
-0.56,0.17,-0.93
-1.36,0.72,-0.25
0.49,0.54,-0.31
0.17,0.76,-0.23
0.37,0.52,-0.08
-0.51,0.41,-0.47
0.12,0.51,0.08
-0.16,0.64,-0.00
0.33,0.99,-0.21
-0.08,0.33,-0.47
1.36,0.45,-0.27
-0.43,0.52,-0.02
0.31,-0.23,0.29
-0.23,-0.41,0.17
-0.85,0.23,0.04
-0.43,-0.14,-0.29
-0.21,0.70,-0.06
-0.29,0.89,-0.33
1.40,0.27,-0.14
3.15,0.35,-0.06
-0.27,0.58,-0.49
0.43,1.24,-0.25
1.20,0.95,-0.60
-0.87,0.49,-0.66
0.82,0.54,-0.29
0.85,0.68,-0.76
-0.39,0.49,-0.72
3.50,-0.04,0.27
0.54,0.17,-0.08
1.50,-0.17,0.85
-1.22,-0.23,0.39
2.14,0.91,0.51
-3.77,1.07,0.17
-1.07,-1.30,0.02
2.12,-2.12,0.60
0.16,-8.08,-1.67
-3.21,-18.13,-0.97
4.25,-25.28,4.49
3.03,-27.16,8.02
-1.61,-24.81,12.40
-0.89,-19.20,11.70
0.25,-15.17,12.73
7.99,-14.73,10.71
23.64,-7.17,9.13
22.30,-1.98,4.45
8.63,3.65,0.06
3.19,4.02,0.80
6.22,2.80,2.62
1.07,1.38,0.14
0.39,0.35,-1.03
1.46,0.72,-0.39
1.07,0.43,-0.39
-2.18,0.23,-1.32
-5.30,1.17,-1.79
-4.92,0.49,-1.11
-7.73,1.20,0.17
-5.38,2.12,1.24
5.54,2.31,1.20
1.94,1.09,0.06
9.09,-0.27,0.06
11.75,0.64,-0.74
21.53,2.12,-2.14
24.65,2.04,-3.42
7.48,0.68,-0.29
-8.68,0.99,2.04
-2.64,3.69,-3.05
-7.29,3.05,-3.42
-5.67,-0.23,0.14
-2.78,0.56,-0.35
1.32,0.39,-2.06
2.99,0.95,-0.54
-0.47,0.47,0.31
-5.01,1.88,-0.17
1.59,1.28,-0.27
-4.31,3.89,-2.70
-6.90,6.08,-12.12
-8.82,9.54,-15.33
-2.78,11.35,-16.01
-6.63,11.79,-14.55
-7.91,14.42,-12.41
-1.48,13.68,-13.27
3.34,10.57,-11.73
2.51,9.75,-11.35
-4.92,12.36,-12.16
5.13,13.52,-8.86
3.30,10.80,-8.30
4.51,5.75,-7.27
6.49,3.44,-4.90
3.32,-0.85,-4.45
1.67,-0.21,-0.56
0.80,1.63,0.04
0.64,0.72,-3.11
-1.61,0.54,-0.85
0.10,-0.35,1.65
-2.95,-0.04,0.60
-1.05,0.52,-0.78
-2.27,1.09,-0.93
-2.06,0.78,-0.29
-0.45,0.76,-0.29
-1.63,1.87,-1.48
2.97,-0.29,-0.27
1.30,-0.70,-0.02
-0.60,-1.13,-0.56
-5.77,-2.31,-1.44
-4.70,-3.24,-2.56
-4.62,-5.30,-2.91
0.56,-7.27,-2.35
2.84,-6.76,-0.41
-0.70,-2.00,0.49
3.52,-0.54,-0.84
2.18,1.34,0.91
-1.77,0.33,0.49
-2.70,1.61,1.69
-1.01,0.85,-0.49
1.40,2.02,0.76
-0.82,1.81,-1.46
0.51,0.82,-0.33
2.23,0.04,-0.39
-1.05,0.85,-0.82
-0.89,0.87,-0.64
1.15,0.49,-0.70
-0.49,0.64,-0.43
-1.09,0.41,-0.66
-0.47,1.42,-0.74
0.43,1.09,-0.43
1.05,0.97,-0.43
-0.35,0.93,-0.31
0.91,0.93,-0.29
-1.40,1.36,-1.05
-0.80,1.03,-0.45
-0.66,0.14,-0.25
0.91,0.02,-0.31
1.01,0.31,-0.10
-1.15,0.16,-0.84
-1.22,1.30,-0.72
-0.12,0.17,-0.02
-0.02,0.14,-0.29
-0.08,0.08,-0.06
0.64,0.89,-1.38
-0.35,0.91,-0.60
-0.60,-0.12,0.33
-0.04,-0.14,-0.70
0.37,1.01,-0.31
-0.62,0.43,-0.66
-0.27,-0.10,-0.51
1.17,-0.06,-0.51
1.17,0.02,-0.51
0.29,0.62,-0.68
1.26,0.23,0.16
-0.43,0.49,-0.82
-1.15,0.41,-0.52
1.94,0.29,-0.23
0.33,0.37,-1.01
0.43,0.35,-0.10
-0.87,0.25,-0.68
0.16,0.52,-0.10
0.70,0.47,0.02
-0.70,-0.70,0.14
0.37,-1.65,1.61
-0.60,-4.20,2.68
-0.58,-7.75,4.82
0.93,-8.20,5.40
1.46,-9.15,5.85
-0.84,-9.97,5.60
-1.88,-11.60,7.25
-1.83,-14.03,7.85
3.01,-13.70,9.01
3.24,-15.76,9.44
4.45,-15.23,9.31
10.47,-14.53,8.78
7.67,-12.24,8.74
9.15,-11.23,7.19
9.93,-4.12,5.38
10.71,-0.70,3.91
5.42,2.23,2.31
1.05,2.41,-0.56
3.13,1.44,-0.27
0.31,0.41,-0.89
0.84,0.99,-0.64
0.74,0.76,-0.76
0.14,0.66,-0.43
-0.45,0.74,-0.41
0.89,0.62,-0.45
0.23,0.39,-0.49
0.51,0.45,-0.62
0.97,0.39,-0.64
-0.16,0.33,-0.64
-0.08,0.68,-0.47
0.33,0.51,-0.52
0.04,0.29,-0.49
0.66,0.27,-0.49
-0.52,0.56,-0.76
0.19,-0.12,-0.29
1.01,0.06,-0.00
1.15,0.62,-0.17
-1.46,0.47,-0.89
-1.24,0.70,-0.89
0.66,0.64,-0.52
0.43,0.37,-0.51
-0.21,0.41,-0.33
0.95,0.47,-0.45
1.48,0.49,-0.51
0.70,0.47,-0.49
-0.37,0.19,-0.52
-0.49,0.37,-0.58
-0.14,0.52,-0.04
0.17,0.33,0.16
-2.62,0.89,-0.29
-1.69,0.43,-1.24
-2.31,0.08,-1.28
-8.96,0.80,-0.62
-5.40,0.89,0.84
-1.34,0.02,0.02
4.35,2.18,-0.82
31.94,2.68,-0.84
25.66,3.32,-4.24
-1.71,2.18,-2.74
-1.65,2.18,-2.10
-8.22,1.36,-0.27
-2.74,2.35,-0.19
1.42,2.51,1.50
2.53,2.16,0.29
-0.60,2.25,-0.93
-2.66,1.63,-1.09
3.94,-0.54,1.03
-1.65,1.36,-0.19
-3.21,-0.31,0.35
-2.06,0.17,1.03
-1.38,0.99,-0.47
-0.58,0.41,-0.45
-1.42,0.62,-0.70
-3.69,1.20,-1.71
-9.87,1.50,-1.46
-8.22,1.81,-4.86
-11.52,6.68,-11.39
-12.61,8.80,-12.80
-0.51,10.55,-13.17
-3.73,12.88,-14.47
-5.40,14.80,-12.86
1.94,16.53,-12.59
5.09,16.40,-11.21
-3.23,14.79,-9.95
10.80,12.32,-7.64
4.37,13.35,-8.67
2.78,10.30,-9.00
-3.03,8.37,-6.59
3.13,4.53,-5.17
2.35,2.64,-2.82
-1.85,-0.25,0.19
0.17,1.48,-0.10
0.56,0.17,-0.49
-0.10,1.42,0.31
-3.36,1.30,-0.93
-0.37,1.13,-2.18
-3.59,-1.38,-1.32
3.21,-5.21,-2.88
-5.95,-7.50,-1.19
-7.95,-12.53,-8.04
1.87,-7.99,-0.60
-0.29,-2.66,2.25
-1.01,1.38,-0.19
-6.16,2.84,0.39
0.52,0.45,0.21
0.87,0.00,-0.25
0.23,-0.14,-0.02
-0.84,-0.10,-0.16
0.68,0.41,-0.56
0.84,1.17,-1.57
1.55,0.84,-0.62
-0.97,0.82,-1.13
-0.45,1.50,-0.99
-0.68,1.11,-0.72
0.23,1.22,-0.91
-0.35,0.66,-0.00
-0.78,0.60,-1.40
0.21,0.91,-0.60
-0.47,0.43,0.99
0.54,0.72,-0.64
0.80,0.39,0.08
1.40,1.01,-0.54
0.70,0.70,-0.89
2.91,0.99,0.49
-1.03,0.76,-0.68
-1.03,0.35,-0.45
0.10,0.49,-0.37
0.60,0.54,-0.37
-0.80,1.03,-0.60
-0.84,0.66,-0.10
0.58,0.54,-0.02
0.10,0.60,-0.31
2.60,1.11,-1.01
-1.34,0.23,-0.49
-0.51,0.12,-0.78
2.84,0.58,-0.29
-0.23,0.49,-0.29
-0.91,0.49,-0.19
0.84,0.49,-0.23
-0.78,0.64,-0.66
0.47,0.45,-0.23
-0.29,0.10,-0.37
-0.87,0.45,-0.41
0.17,0.17,-0.58
0.60,0.80,-0.41
0.17,0.82,-0.45
-0.35,0.33,-0.49
-0.31,0.72,-0.47
-1.07,0.29,-0.82
0.87,0.51,-0.31
0.12,0.60,-0.08
0.89,0.49,-0.06
-2.33,0.31,-0.21
-1.44,-0.10,-0.99
0.76,0.60,-0.23
0.68,0.12,-0.31
-0.02,-0.97,0.02
-0.93,-2.60,0.87
1.77,-4.86,2.89
-2.25,-7.05,3.19
1.53,-7.93,3.48
2.39,-12.01,3.98
3.59,-16.63,4.95
0.80,-20.42,7.97
1.77,-21.16,10.41
-2.80,-20.67,9.95
-4.06,-19.14,9.85
3.36,-17.33,8.98
25.90,-12.07,8.88
19.58,-5.85,5.61
12.98,0.64,4.41
11.35,0.74,1.32
6.64,0.14,0.25
2.62,3.83,1.19
3.75,0.06,1.92
0.47,0.97,-0.68
-1.03,0.33,-0.64
-0.41,1.07,-0.43
-0.08,1.03,-0.27
-0.17,0.43,-0.47
0.12,0.00,-0.56
0.21,0.41,-0.60
-0.47,0.74,-0.43
-0.52,0.58,-0.47
-0.27,0.62,-0.54
0.16,0.64,-0.49
-0.04,0.62,-0.39
0.54,0.76,-0.52
-0.02,0.87,-0.31
-0.21,1.07,0.02
0.91,0.87,0.02
0.17,0.66,-0.37
0.49,0.45,-0.29
-0.39,0.62,-0.60
-0.04,0.27,-0.37
0.80,0.16,-0.33
0.52,0.47,-0.27
-0.47,0.17,-0.39
-0.31,0.60,-0.23
0.25,0.47,-0.45
0.47,0.17,-0.35
0.64,0.31,-0.27
0.60,0.35,-0.49
1.44,0.51,-0.43
-0.29,0.76,-0.49
-0.95,0.56,-0.89
0.12,0.76,-0.47
0.64,0.99,-0.51
1.65,0.93,0.02
1.01,1.19,-0.12
-0.16,1.01,-0.56
-0.66,1.26,-0.35
-0.43,1.05,-0.02
0.43,0.91,-0.14
0.06,0.68,-0.45
-0.12,0.54,-0.64
0.16,0.66,-0.52
0.31,0.72,-0.41
0.17,0.27,-0.39
0.33,0.39,-0.35
1.13,0.41,-0.47
0.29,0.16,-0.41
0.10,0.23,-0.35
-0.08,0.33,-0.45
-0.04,0.43,-0.49
0.10,0.51,-0.49
0.60,0.58,-0.45
0.58,0.49,-0.39
-0.06,0.41,-0.51
-0.14,0.60,-0.51
-0.21,0.49,-0.58
