mX,mY,mZ 
39.48,-34.23,-17.05
39.66,-32.98,-15.84
39.48,-33.51,-16.70
39.84,-33.16,-17.74
41.09,-33.34,-17.22
40.19,-33.51,-16.01
41.80,-33.34,-17.56
40.19,-33.87,-17.05
39.30,-34.77,-17.91
41.44,-31.90,-17.22
40.19,-33.87,-17.05
41.80,-33.69,-17.91
39.30,-31.90,-16.53
41.27,-32.80,-17.05
40.19,-33.51,-16.70
40.73,-33.34,-16.88
40.19,-32.08,-17.74
40.19,-34.23,-16.70
40.73,-33.69,-17.22
39.30,-34.05,-16.88
39.84,-33.87,-17.39
39.48,-34.23,-17.74
40.73,-31.90,-17.56
41.62,-33.87,-17.74
40.91,-34.23,-16.36
41.27,-33.51,-16.70
40.55,-33.51,-15.67
38.94,-35.13,-16.88
41.44,-32.62,-16.53
40.91,-33.16,-16.36
39.48,-32.80,-17.39
38.59,-34.77,-16.88
40.55,-33.87,-16.36
40.01,-32.26,-16.53
40.19,-34.23,-17.05
41.80,-33.69,-17.56
40.19,-33.87,-16.70
40.37,-33.34,-17.22
41.44,-34.05,-17.91
40.55,-33.51,-17.74
40.37,-33.69,-17.56
40.55,-33.51,-17.74
40.01,-33.34,-16.19
41.09,-33.69,-16.53
40.37,-32.26,-16.88
40.55,-32.80,-18.42
39.84,-34.59,-17.05
40.55,-33.87,-17.39
41.27,-32.80,-17.74
40.19,-33.51,-17.74
41.44,-33.69,-16.53
40.73,-34.77,-15.50
40.19,-34.59,-18.08
41.27,-34.23,-18.42
38.59,-34.05,-15.84
41.09,-33.69,-17.22
40.55,-34.59,-16.70
40.73,-34.41,-16.88
41.27,-34.59,-16.36
40.37,-33.69,-16.19
39.66,-33.69,-17.22
40.73,-34.41,-16.88
40.55,-32.80,-17.74
40.19,-33.51,-17.05
38.94,-34.41,-17.56
40.55,-33.51,-17.39
41.98,-34.23,-18.42
40.01,-33.69,-16.88
39.84,-33.51,-16.70
40.91,-33.16,-17.74
39.84,-34.23,-15.67
39.48,-33.87,-17.39
41.09,-33.34,-18.25
38.05,-34.59,-18.08
40.73,-32.98,-18.60
39.48,-32.80,-17.74
39.84,-32.80,-18.42
40.91,-34.23,-16.01
39.30,-34.05,-17.22
40.91,-33.51,-16.70
40.91,-32.80,-17.39
39.66,-34.77,-17.22
41.09,-33.34,-16.53
40.01,-33.69,-17.56
40.19,-33.51,-16.70
39.48,-33.87,-17.05
39.66,-35.13,-17.22
39.30,-33.34,-16.88
39.84,-33.51,-17.74
40.37,-33.69,-17.56
39.84,-33.87,-17.05
40.91,-34.23,-17.74
40.01,-32.98,-17.22
40.01,-32.98,-17.22
40.73,-34.05,-17.91
40.73,-34.05,-17.56
40.55,-33.16,-16.88
40.19,-33.87,-16.36
40.19,-32.44,-16.70
41.09,-33.34,-17.22
39.66,-30.47,-16.88
39.66,-32.98,-17.22
40.55,-33.51,-18.08
41.27,-32.44,-17.05
39.84,-34.23,-17.05
39.48,-34.23,-16.01
40.01,-32.98,-15.84
40.55,-33.87,-17.39
40.91,-33.87,-17.05
40.37,-33.34,-17.91
40.91,-32.80,-16.36
40.01,-33.34,-16.53
40.19,-33.87,-17.39
40.19,-33.87,-16.70
40.37,-33.69,-16.53
39.12,-33.16,-16.70
41.80,-34.41,-16.53
41.27,-32.80,-16.70
39.84,-32.08,-17.39
39.48,-33.51,-17.74
40.73,-33.34,-16.53
41.62,-34.59,-16.70
39.30,-33.69,-16.88
40.01,-34.05,-16.19
40.19,-33.87,-16.70
40.19,-33.51,-16.36
39.30,-32.98,-17.22
39.48,-33.51,-16.36
39.66,-33.69,-15.15
41.44,-34.77,-16.19
39.84,-33.51,-16.36
39.48,-33.51,-16.70
40.55,-32.80,-16.70
39.66,-33.34,-17.91
40.37,-35.13,-17.22
41.62,-33.51,-14.98
39.48,-32.44,-18.08
40.01,-34.05,-15.84
39.30,-34.41,-17.22
40.55,-33.51,-18.77
40.01,-33.69,-18.25
40.55,-33.51,-15.33
38.59,-33.69,-16.19
40.37,-34.05,-15.84
41.27,-33.51,-16.36
40.19,-33.87,-16.70
39.84,-34.23,-16.70
40.73,-33.69,-17.91
39.48,-34.59,-15.33
40.55,-33.51,-18.08
40.91,-32.08,-16.70
39.66,-33.69,-16.88
40.19,-33.16,-17.05
39.84,-33.51,-17.05
38.59,-31.90,-17.22
40.73,-34.05,-16.53
40.37,-34.05,-17.22
38.05,-33.51,-16.36
40.01,-34.41,-16.53
42.16,-33.34,-15.84
40.73,-33.34,-17.56
40.73,-34.05,-17.22
41.80,-34.77,-16.53
40.01,-32.98,-16.88
40.55,-32.44,-16.36
41.27,-33.51,-17.74
41.09,-34.77,-16.88
40.19,-32.80,-16.36
39.12,-32.44,-17.39
40.91,-32.80,-17.05
41.44,-33.34,-17.56
40.91,-33.16,-17.74
40.55,-33.16,-16.70
40.55,-33.16,-16.01
41.09,-34.05,-16.53
40.91,-32.44,-16.36
40.01,-33.34,-16.88
41.27,-32.80,-17.74
40.19,-32.80,-17.39
40.37,-33.69,-16.88
40.01,-34.77,-17.56
39.48,-32.44,-17.39
40.37,-34.41,-17.56
40.55,-32.80,-17.74
40.73,-34.05,-17.22
39.84,-33.16,-16.01
40.19,-33.87,-17.39
39.48,-34.23,-15.67
39.84,-33.87,-17.39
39.30,-34.77,-16.53
41.09,-33.34,-17.56
40.37,-32.62,-16.53
40.19,-33.51,-17.39
39.48,-33.87,-17.39
39.30,-33.34,-17.91
40.55,-32.80,-18.08
39.48,-34.95,-16.70
41.27,-34.23,-18.42
40.19,-32.44,-17.05
39.48,-32.80,-16.70
40.55,-33.87,-17.05
38.94,-34.05,-17.91
39.48,-33.51,-15.67
41.27,-33.87,-16.70
40.01,-33.34,-18.60
41.62,-33.16,-17.05
39.30,-35.13,-18.60
40.73,-33.69,-17.56
40.01,-32.26,-17.22
41.27,-32.44,-17.05
40.91,-33.16,-17.39
39.30,-32.26,-17.56
40.55,-33.87,-17.39
40.91,-33.51,-17.05
40.37,-32.62,-17.22
40.55,-34.95,-17.39
40.01,-34.41,-18.25
40.01,-32.98,-17.22
41.27,-33.87,-18.77
41.27,-33.16,-17.74
40.19,-34.23,-18.08
39.84,-33.16,-17.39
40.55,-33.16,-17.05
39.84,-34.23,-16.01
39.12,-31.72,-16.70
39.84,-32.08,-17.05
40.01,-32.26,-17.91
39.48,-31.01,-17.05
39.66,-33.69,-18.25
39.84,-35.31,-18.08
40.19,-35.67,-16.36
39.30,-36.20,-17.22
39.48,-34.41,-15.50
40.91,-33.51,-15.67
41.44,-32.62,-15.50
41.09,-32.62,-16.19
40.55,-32.08,-14.64
41.27,-32.80,-14.29
40.91,-31.36,-14.29
40.19,-33.51,-14.29
41.80,-35.13,-12.74
40.19,-33.51,-10.50
42.52,-29.03,-9.64
41.09,-26.88,-3.44
37.69,-22.76,5.34
33.58,-20.07,9.30
29.83,-17.03,14.64
25.19,-13.80,17.39
21.97,-11.65,20.49
14.65,-8.24,19.29
7.15,-3.58,18.25
6.25,-2.33,17.39
-4.11,0.18,16.36
-5.00,0.72,15.15
-5.36,1.08,15.84
-4.64,-0.36,17.56
-2.14,-0.36,16.19
-0.89,-0.90,16.70
-1.97,-0.54,18.08
-0.71,-0.72,17.56
-1.07,-3.58,19.29
0.18,-3.05,21.18
0.00,-5.38,23.07
-0.18,-7.71,24.28
0.36,-7.89,23.42
2.68,-7.71,24.62
3.04,-6.27,24.28
1.25,-5.56,22.90
3.22,-5.38,23.07
3.39,-5.91,21.52
2.68,-5.56,22.21
1.61,-6.27,23.25
2.68,-5.91,22.56
3.39,-6.27,22.21
2.68,-6.27,23.25
1.97,-6.27,23.59
3.04,-7.71,24.28
1.25,-7.35,24.28
2.14,-8.24,24.80
3.04,-8.07,23.94
2.50,-7.53,24.11
2.50,-6.81,23.76
2.50,-6.09,24.11
2.68,-7.35,24.62
2.14,-6.81,24.11
1.61,-6.27,23.25
2.14,-7.89,23.76
1.97,-9.14,24.62
1.07,-6.81,22.04
0.89,-8.42,25.31
2.14,-7.53,23.76
2.50,-8.96,24.45
2.32,-8.07,24.62
1.61,-8.07,26.35
2.68,-9.50,25.66
2.32,-7.35,26.69
2.14,-9.32,26.17
1.61,-9.50,25.66
2.86,-7.17,25.14
4.11,-8.78,24.97
2.50,-8.60,26.52
6.97,-7.35,23.94
8.04,-10.57,23.25
13.58,-8.96,20.32
18.40,-9.50,18.42
24.83,-10.57,13.95
29.65,-12.55,9.99
32.51,-14.34,3.44
36.80,-17.92,0.69
38.05,-22.40,-6.37
40.55,-25.27,-12.23
38.94,-29.03,-18.25
38.41,-31.01,-18.77
40.55,-33.34,-17.56
40.37,-34.05,-17.22
41.80,-37.28,-17.22
38.76,-36.38,-17.39
41.62,-35.67,-16.70
39.30,-32.98,-18.60
39.12,-34.95,-14.98
40.91,-32.44,-15.67
40.91,-32.08,-15.33
41.44,-36.20,-15.15
41.09,-36.56,-15.50
41.44,-37.28,-11.71
41.62,-36.74,-11.19
42.16,-35.84,-11.71
40.91,-35.67,-12.57
41.44,-37.28,-10.68
40.19,-34.59,-10.85
41.27,-36.02,-10.50
41.62,-36.38,-9.82
41.80,-34.05,-9.30
40.37,-32.62,-7.58
41.44,-28.32,-4.13
39.66,-26.53,-44.08
35.91,-20.61,8.44
31.26,-18.10,12.57
27.51,-14.34,13.78
23.22,-12.90,17.22
17.51,-9.32,20.32
11.79,-6.45,21.35
6.61,-5.20,21.18
1.79,-2.87,19.29
-1.07,-1.43,17.91
-4.11,1.61,16.70
-3.57,0.72,16.19
-2.86,0.18,15.33
-6.07,0.00,17.22
-4.82,-0.18,18.08
-4.47,-3.41,19.11
-4.64,-5.74,22.39
-1.25,-4.84,22.21
-2.14,-5.02,23.07
0.00,-7.89,24.11
2.14,-7.53,23.42
2.86,-7.89,25.83
3.04,-8.42,23.94
4.29,-8.60,25.14
3.93,-8.96,25.83
4.64,-9.32,26.17
4.47,-8.42,25.66
3.22,-7.89,26.17
5.18,-8.78,24.97
3.75,-8.78,24.62
3.04,-8.07,25.31
3.04,-9.50,25.31
1.97,-9.14,23.59
3.57,-9.32,24.11
2.68,-9.86,24.62
2.86,-9.68,25.48
3.75,-9.14,25.66
3.04,-7.35,25.66
4.64,-9.32,25.48
5.54,-8.42,24.97
2.86,-8.96,24.45
5.18,-9.50,25.31
4.11,-9.14,24.62
3.22,-9.32,25.48
3.22,-9.32,25.48
2.86,-8.24,25.14
3.22,-9.32,24.11
3.04,-9.86,26.35
3.57,-8.60,26.17
3.22,-10.39,25.14
4.11,-8.78,24.97
2.50,-10.39,25.48
4.82,-9.14,25.31
2.68,-9.86,25.66
3.22,-9.32,25.48
2.86,-9.32,24.80
2.86,-8.60,26.17
2.32,-9.50,26.69
3.57,-10.39,25.83
2.50,-8.96,26.86
2.32,-7.35,23.94
3.57,-7.17,24.11
3.93,-7.53,23.42
3.39,-7.71,24.97
2.32,-8.07,24.97
3.93,-8.42,24.97
3.57,-9.68,24.45
2.68,-9.14,24.28
4.64,-10.75,25.48
9.65,-9.68,25.48
16.08,-10.04,23.76
23.04,-14.52,19.80
31.44,-16.85,12.74
35.01,-19.00,4.82
37.87,-20.79,-2.76
40.37,-23.30,-8.95
40.73,-27.24,-15.84
39.48,-29.57,-16.01
40.91,-31.36,-15.67
41.80,-34.05,-15.50
40.73,-32.98,-15.50
41.62,-33.87,-17.05
40.91,-32.80,-15.67
39.12,-32.08,-16.36
39.30,-32.62,-15.50
42.16,-31.90,-15.50
40.01,-32.98,-14.46
40.91,-33.51,-14.64
42.16,-34.41,-15.15
40.91,-35.31,-12.23
41.44,-36.20,-13.78
41.09,-34.77,-11.71
41.98,-36.02,-11.54
42.69,-38.17,-11.88
41.80,-37.64,-10.33
42.16,-36.56,-9.30
41.80,-37.28,-8.61
41.27,-34.95,-9.13
42.69,-36.38,-10.16
41.62,-34.59,-11.71
41.80,-36.56,-11.02
41.80,-35.13,-11.02
41.80,-36.20,-10.68
40.91,-36.38,-9.13
41.80,-36.56,-11.71
40.73,-37.28,-10.33
41.80,-37.28,-11.02
41.98,-36.74,-11.54
41.98,-36.74,-11.54
42.34,-36.02,-10.50
41.80,-37.28,-10.68
42.34,-36.02,-10.16
42.16,-38.35,-11.02
40.55,-34.95,-11.88
41.80,-33.69,-9.30
41.09,-30.47,-8.27
39.66,-27.60,-5.17
39.30,-23.66,-1.38
38.41,-23.12,0.52
35.91,-20.25,5.34
33.41,-18.82,8.44
30.37,-15.05,11.71
25.90,-11.65,14.29
20.54,-8.78,15.33
16.61,-5.56,16.01
11.43,-2.15,15.84
5.18,-1.61,15.33
4.47,1.61,15.33
0.54,0.18,16.36
-3.22,1.97,13.26
-4.29,1.43,11.71
-4.11,1.43,12.40
-4.64,2.51,13.78
-6.43,1.79,15.50
-5.90,0.54,16.36
-6.43,1.43,16.88
-6.61,0.54,16.70
-4.47,0.90,17.39
-4.47,-2.69,18.08
-3.93,-1.43,17.22
-4.47,-1.25,19.80
-4.82,-1.97,19.80
-3.04,-1.97,18.77
-3.22,-2.15,20.32
-1.97,-4.48,21.18
-0.36,-2.51,21.01
0.54,-3.76,20.84
0.89,-4.48,20.15
0.71,-2.87,18.94
1.25,-2.33,19.46
1.61,-1.97,18.77
2.68,-2.33,18.08
1.79,-2.15,17.56
1.43,-1.79,16.88
1.97,-1.25,18.42
1.97,-1.97,17.39
2.14,-2.87,18.94
1.43,-2.51,18.60
1.61,-1.97,18.77
3.04,-1.25,18.77
0.71,-2.51,18.25
1.43,-1.43,19.63
1.97,-0.90,18.08
1.97,-1.61,19.11
0.54,-1.25,17.05
1.07,-3.23,17.91
1.43,-1.79,17.56
2.32,-2.33,17.74
-0.18,-1.25,18.08
1.97,-4.12,19.11
2.50,-3.94,19.63
2.14,-2.87,19.63
1.79,-3.58,18.94
2.14,-4.30,19.97
2.50,-3.58,18.94
2.32,-3.41,18.08
3.39,-3.76,19.80
1.61,-2.69,19.80
0.54,-2.33,18.77
1.79,-3.58,19.29
2.86,-2.15,18.60
2.50,-3.23,19.63
1.61,-3.76,20.15
1.61,-2.69,19.46
1.43,-3.23,20.32
0.71,-3.94,18.94
4.11,-4.12,20.15
0.00,-3.58,19.63
0.36,-3.94,19.29
3.04,-2.15,20.32
3.57,-5.38,20.66
1.97,-4.84,20.84
1.61,-4.12,20.49
2.86,-3.94,20.66
2.14,-3.23,19.97
3.04,-4.12,20.49
3.57,-3.76,20.84
2.14,-3.58,21.70
3.93,-5.02,21.01
3.04,-5.91,21.52
2.32,-4.84,20.15
2.68,-5.91,22.21
4.11,-4.48,20.84
4.11,-4.84,22.90
2.68,-3.76,20.49
3.39,-4.12,20.15
3.93,-4.66,21.01
2.14,-4.48,20.84
1.79,-5.02,21.35
3.39,-4.84,20.84
3.22,-1.79,21.01
2.68,-5.56,21.87
4.82,-4.84,22.21
5.18,-5.91,21.18
4.47,-6.27,22.56
4.64,-7.17,24.11
6.07,-7.17,24.11
6.79,-6.09,22.73
9.47,-6.63,20.84
13.76,-6.27,17.05
21.97,-7.35,12.91
25.19,-9.14,7.40
31.98,-10.93,2.24
35.37,-15.77,-6.54
36.80,-19.36,-10.68
38.94,-23.30,-15.50
39.84,-27.78,-19.11
39.84,-30.47,-19.97
41.09,-31.18,-18.60
39.30,-32.26,-19.63
40.73,-33.34,-18.94
40.37,-34.41,-17.22
40.55,-33.16,-17.39
38.76,-33.16,-17.74
40.91,-32.80,-17.05
40.37,-32.62,-18.60
39.30,-32.26,-17.91
40.73,-30.83,-17.56
41.27,-32.44,-17.05
39.84,-32.44,-17.05
40.55,-32.08,-16.70
40.01,-31.54,-15.84
40.19,-32.80,-16.36
40.55,-34.95,-16.01
40.73,-36.56,-15.15
41.09,-38.00,-15.15
41.80,-37.46,-14.29
40.73,-37.28,-12.74
41.80,-36.20,-12.74
41.27,-35.67,-13.26
41.80,-34.05,-14.12
40.37,-35.49,-13.09
41.62,-35.67,-12.91
41.80,-34.41,-12.74
41.44,-35.13,-12.05
41.44,-35.13,-12.05
41.62,-36.38,-10.85
40.37,-32.98,-12.40
41.62,-31.01,-9.13
39.48,-22.76,-3.62
37.16,-18.28,1.03
32.87,-15.77,4.48
30.19,-13.08,10.50
25.37,-10.04,12.40
20.01,-7.17,13.09
18.04,-5.20,14.29
11.61,-3.76,17.74
6.07,-1.08,15.84
1.61,-0.90,16.70
0.18,0.90,15.33
0.00,1.79,14.46
-1.61,0.54,13.60
-2.32,2.69,12.91
-2.14,1.79,14.12
-2.14,2.15,13.78
-3.39,1.25,14.98
-3.57,0.36,15.50
-1.43,1.79,15.50
-3.04,0.18,14.98
-2.32,2.33,14.98
-2.14,1.08,15.50
-1.61,0.54,15.67
-3.04,-0.18,16.70
-3.04,-0.54,15.67
-3.04,-0.18,16.01
-0.89,0.18,16.36
-0.71,-0.72,18.25
-0.89,0.54,17.05
-0.54,-1.61,17.74
1.61,-2.33,18.08
1.43,-2.87,18.25
1.97,-3.41,19.80
1.79,-2.87,19.63
2.68,-3.41,19.46
3.39,-3.41,20.15
2.14,-3.94,20.32
3.57,-4.66,19.63
2.32,-4.84,20.15
1.79,-4.30,21.70
2.32,-5.56,22.21
1.07,-4.66,21.01
2.50,-5.02,20.32
2.32,-5.20,20.84
1.97,-4.12,20.49
1.97,-3.41,20.15
3.22,-4.66,23.25
2.14,-4.30,21.01
0.54,-4.84,21.18
1.25,-4.12,21.52
2.14,-6.09,21.70
1.97,-5.20,22.56
0.18,-5.56,21.52
0.71,-4.30,22.73
0.71,-5.02,22.73
0.89,-4.84,20.84
0.89,-4.12,21.87
1.79,-6.81,23.76
0.54,-4.48,21.87
1.61,-3.76,21.87
1.43,-5.38,23.76
-0.89,-5.20,22.21
1.43,-5.02,23.07
1.43,-6.09,20.66
1.07,-5.38,22.04
0.18,-5.91,22.56
0.89,-5.20,23.25
0.71,-5.74,22.39
1.79,-5.02,21.35
1.79,-5.38,22.73
0.89,-5.56,23.25
1.43,-4.66,21.35
2.50,-5.38,20.66
0.89,-4.84,20.84
0.89,-5.02,20.66
0.36,-5.38,22.39
1.97,-6.63,22.21
1.25,-5.56,22.90
1.97,-4.84,22.56
-0.89,-4.84,22.21
2.68,-5.91,23.25
3.22,-4.66,21.70
3.57,-6.45,23.07
6.97,-6.27,21.18
10.36,-5.74,21.35
14.11,-7.71,21.18
16.61,-8.42,19.46
23.04,-10.93,17.39
26.97,-11.29,13.26
30.01,-13.62,10.33
34.12,-16.67,6.72
36.44,-19.00,1.03
38.94,-19.71,-3.44
38.41,-22.40,-8.78
39.12,-25.27,-13.95
40.19,-28.86,-17.74
40.73,-30.83,-17.91
40.19,-32.44,-17.74
40.37,-33.34,-18.25
40.73,-35.13,-16.19
39.66,-33.69,-16.88
39.66,-34.41,-16.53
41.09,-33.69,-16.53
40.91,-33.87,-17.39
38.94,-35.49,-17.22
40.01,-34.41,-16.88
38.94,-35.49,-16.19
41.62,-33.16,-16.36
40.19,-34.95,-16.36
41.09,-34.05,-15.84
40.01,-33.69,-17.56
39.84,-35.67,-16.36
41.27,-34.59,-15.33
41.27,-33.51,-16.36
40.37,-34.41,-15.84
41.62,-32.44,-16.01
40.01,-34.41,-16.53
41.62,-34.59,-16.70
40.37,-35.13,-16.19
40.55,-34.23,-17.05
40.55,-33.87,-15.67
40.01,-36.20,-15.84
40.73,-33.34,-16.53
39.84,-33.87,-16.01
42.16,-35.49,-16.88
40.19,-35.67,-16.36
38.94,-34.41,-16.53
40.01,-34.41,-17.22
40.01,-34.05,-16.88
40.55,-34.95,-17.05
40.01,-34.05,-16.88
41.09,-34.05,-17.91
39.48,-33.51,-16.01
41.80,-32.98,-16.53
40.73,-32.62,-17.22
39.66,-33.69,-16.88
40.37,-32.26,-15.50
40.91,-34.23,-15.33
43.23,-36.92,-14.46
42.69,-37.46,-14.64
39.66,-36.92,-12.40
41.09,-36.92,-12.74
39.48,-34.59,-12.23
41.09,-36.92,-11.02
40.73,-36.74,-11.88
41.62,-36.74,-10.16
42.52,-36.92,-10.68
40.37,-36.56,-10.68
41.44,-36.20,-10.33
41.98,-37.46,-10.50
41.09,-38.00,-11.02
42.34,-37.82,-12.57
42.16,-38.35,-10.33
40.55,-37.82,-10.50
41.80,-38.35,-10.33
42.34,-36.02,-9.13
41.98,-36.74,-8.44
42.16,-31.54,-8.95
41.80,-28.68,-5.68
40.01,-25.45,-1.03
37.51,-19.00,5.85
32.51,-17.21,10.68
28.76,-14.16,12.91
22.33,-11.29,16.36
17.15,-8.60,19.29
12.86,-6.81,19.97
10.00,-3.94,19.29
1.61,-1.61,19.11
0.71,-1.43,18.94
-3.04,-1.61,18.77
-5.18,0.54,17.05
-4.11,-1.97,18.77
-3.57,-1.08,18.94
-3.75,-3.05,19.11
-4.64,-2.51,19.29
-3.39,-1.97,20.84
-5.00,-1.79,20.32
-5.36,-1.79,19.63
-5.18,-1.97,21.52
-3.39,-3.05,20.49
-3.22,-5.38,22.39
-1.43,-5.02,23.07
3.22,-6.45,23.76
3.22,-6.81,23.76
4.11,-6.27,24.62
4.29,-6.81,23.76
2.86,-7.17,24.45
3.93,-7.89,23.07
3.93,-8.24,23.76
3.39,-7.71,24.28
4.82,-8.07,22.56
3.22,-6.09,24.11
3.39,-7.35,23.94
2.50,-7.53,24.45
2.14,-8.60,24.45
3.22,-6.81,24.11
1.97,-6.99,24.28
2.32,-6.99,25.31
2.32,-6.99,24.62
1.79,-6.45,24.80
3.04,-6.27,22.90
3.57,-5.02,23.76
2.50,-6.45,23.07
2.68,-7.35,22.90
1.25,-4.84,22.90
2.50,-6.09,22.04
2.32,-5.20,22.21
2.50,-6.45,22.39
1.61,-6.27,22.56
1.97,-6.27,23.59
1.79,-6.45,22.73
1.97,-6.27,23.25
2.14,-6.45,22.73
2.32,-6.63,23.25
2.14,-6.09,24.45
2.14,-6.81,23.42
1.43,-7.53,25.48
2.14,-7.53,23.42
1.97,-6.63,24.28
1.25,-6.63,24.62
1.61,-7.35,24.62
1.25,-6.99,23.59
2.86,-6.45,25.14
1.97,-8.42,24.28
1.43,-7.89,23.76
1.61,-6.63,24.28
1.79,-7.53,24.11
1.97,-7.35,23.59
1.25,-8.42,25.66
1.61,-7.35,23.25
2.50,-7.53,25.14
2.32,-8.07,24.62
1.79,-6.81,24.45
1.61,-8.42,23.59
4.29,-8.96,27.21
1.43,-8.24,26.17
2.50,-9.32,23.76
3.39,-8.07,27.03
5.18,-8.78,25.31
6.97,-7.71,25.31
7.86,-10.04,24.45
10.72,-9.32,23.76
14.83,-9.50,21.87
18.04,-8.78,19.46
23.40,-9.86,15.33
29.12,-11.29,9.47
33.76,-12.37,4.30
36.80,-17.92,-1.72
36.44,-18.28,-6.20
38.41,-22.04,-13.26
38.05,-25.99,-18.77
40.01,-29.03,-20.66
39.12,-30.29,-19.46
40.55,-32.80,-19.46
41.09,-34.05,-18.25
40.37,-34.05,-18.25
40.19,-34.95,-19.11
40.19,-35.31,-17.74
40.01,-33.69,-17.56
41.27,-33.51,-17.74
39.12,-34.95,-18.42
39.12,-33.51,-18.08
39.84,-33.51,-18.42
40.37,-34.41,-18.60
39.66,-33.69,-18.60
40.73,-32.98,-18.60
40.37,-33.69,-16.88
40.01,-34.05,-17.91
40.37,-34.41,-17.56
41.09,-34.41,-17.91
39.12,-34.59,-17.05
39.84,-35.67,-18.42
40.55,-32.80,-17.39
40.19,-33.87,-17.05
39.30,-33.69,-18.60
39.84,-34.95,-16.70
39.84,-33.51,-17.39
40.19,-32.44,-16.01
40.55,-34.95,-18.08
40.73,-34.05,-17.22
41.44,-34.41,-17.91
40.19,-34.23,-16.70
40.01,-33.69,-16.88
41.09,-34.41,-15.84
39.66,-36.20,-16.88
38.76,-33.87,-18.42
39.12,-32.80,-17.05
40.01,-33.69,-17.56
40.55,-34.95,-16.36
41.09,-34.05,-17.74
40.01,-35.84,-17.56
40.01,-35.13,-17.22
