mX,mY,mZ 
3.04,-56.81,21.52
2.86,-56.63,19.97
2.32,-56.81,20.84
3.75,-57.89,20.49
4.47,-56.46,20.49
2.50,-57.35,21.35
3.39,-55.38,21.52
3.57,-56.63,21.01
3.22,-56.99,22.04
2.50,-56.99,21.70
2.32,-56.81,21.18
4.11,-57.53,19.46
4.11,-56.81,19.11
3.75,-57.17,21.87
3.57,-58.07,20.32
3.57,-57.35,19.29
3.39,-57.17,18.08
3.57,-58.43,19.63
4.11,-56.81,19.46
4.64,-57.35,18.60
3.93,-58.07,18.94
3.93,-58.07,19.63
4.47,-58.61,20.15
3.75,-57.53,18.08
5.54,-58.25,18.77
3.39,-58.25,18.77
5.36,-57.35,18.25
5.18,-57.17,19.11
3.93,-56.28,19.29
4.64,-56.99,20.66
3.39,-58.61,20.49
4.64,-56.63,19.63
4.82,-57.89,19.80
4.64,-58.79,19.97
4.29,-58.07,18.94
3.39,-58.96,18.77
3.39,-57.89,19.46
3.22,-58.07,19.97
1.79,-56.63,20.32
3.39,-57.53,20.15
3.22,-57.71,19.29
3.04,-57.53,21.87
3.22,-57.71,19.97
2.32,-57.53,20.15
2.50,-56.63,18.94
4.47,-58.25,19.80
4.29,-57.71,19.29
4.11,-56.46,19.46
5.36,-57.71,20.32
3.75,-57.17,19.80
3.75,-57.53,18.77
4.11,-57.53,18.77
5.18,-57.53,19.11
4.47,-57.89,18.42
5.00,-57.35,19.97
4.29,-58.43,18.94
4.11,-57.53,18.77
3.93,-58.07,20.32
2.86,-58.79,20.32
2.50,-57.35,19.63
5.00,-56.99,19.97
4.64,-57.35,18.94
2.86,-57.71,18.94
3.39,-57.89,20.15
3.75,-57.35,18.94
4.64,-56.99,18.94
5.36,-57.71,19.29
4.11,-58.25,18.77
4.82,-58.61,18.42
4.82,-56.46,19.46
4.11,-57.17,20.15
4.82,-58.96,19.11
4.11,-56.10,19.80
3.22,-57.35,21.01
4.82,-57.17,19.80
4.82,-57.17,18.42
2.86,-58.43,20.32
4.11,-57.53,19.80
3.04,-56.10,18.08
3.39,-57.53,20.49
3.75,-58.25,18.77
3.57,-56.99,19.29
3.75,-57.89,18.77
3.39,-57.53,19.46
1.97,-57.53,19.46
3.22,-56.28,18.60
3.22,-57.71,18.94
3.57,-56.28,18.60
3.75,-58.25,20.15
3.93,-58.07,18.25
3.22,-57.71,20.32
4.47,-58.96,18.77
4.64,-58.07,20.66
4.11,-57.17,19.46
5.18,-58.25,18.42
5.00,-56.28,19.29
4.82,-56.81,18.08
3.22,-57.71,20.32
4.29,-58.43,19.97
3.75,-57.53,19.80
3.75,-57.89,17.74
2.86,-59.14,19.97
2.68,-57.89,20.49
2.86,-58.43,18.94
3.93,-57.35,20.32
2.68,-58.25,19.80
5.18,-58.61,18.77
3.93,-58.43,19.63
4.29,-58.79,19.63
4.82,-57.89,19.11
3.22,-58.43,19.63
2.14,-56.28,20.32
3.04,-57.89,20.49
3.57,-56.99,19.97
2.14,-58.07,20.32
1.97,-58.61,19.11
3.39,-57.17,19.46
3.57,-57.35,20.66
2.32,-58.25,19.46
2.68,-56.81,20.15
3.57,-59.14,19.29
3.04,-57.89,19.46
3.04,-57.53,18.08
3.04,-58.96,20.49
2.68,-57.89,19.46
2.32,-57.53,20.49
2.14,-57.35,20.32
4.29,-57.35,20.32
4.64,-57.35,20.32
2.86,-57.71,20.32
3.39,-56.81,19.80
4.29,-56.99,20.66
4.47,-57.17,19.11
5.36,-58.79,20.32
6.61,-57.17,19.11
5.72,-57.35,17.91
12.68,-55.38,19.46
16.26,-53.59,19.11
20.01,-51.62,20.66
24.12,-46.78,21.87
27.15,-43.37,20.32
33.94,-36.20,21.35
37.16,-30.11,20.32
38.05,-27.78,17.74
39.66,-20.43,14.81
41.09,-16.85,13.78
41.62,-12.72,10.50
41.62,-8.42,6.72
42.69,-6.99,6.54
41.80,-4.66,3.79
41.98,-6.63,1.55
42.34,-5.56,1.89
42.87,-5.74,1.72
42.34,-5.20,-0.52
42.52,-4.66,-1.03
41.80,-5.02,-1.72
42.69,-3.41,-1.89
42.52,-3.94,-3.10
44.30,-5.02,-2.07
43.77,-3.76,-2.58
41.62,-5.91,-1.89
42.34,-2.69,-0.17
41.80,-3.58,0.00
41.62,-4.84,-2.24
41.80,-3.94,-1.03
42.34,-4.48,0.17
43.05,-5.56,0.52
42.16,-5.38,-1.72
43.23,-3.94,0.00
41.62,-3.41,-1.55
42.87,-3.23,-0.69
42.16,-3.94,1.72
42.34,-4.84,0.52
42.34,-4.48,0.52
42.69,-4.48,1.21
42.34,-4.84,0.17
43.41,-4.48,0.17
41.62,-5.20,-0.17
41.27,-4.48,1.21
42.69,-4.12,-0.86
41.09,-5.74,-1.72
41.98,-3.76,0.52
41.44,-5.02,1.38
41.44,-3.94,-43.05
42.34,-4.84,-0.17
41.98,-4.48,-0.17
41.80,-3.23,0.00
43.41,-4.84,1.21
42.16,-5.38,1.03
42.87,-4.66,1.03
41.98,-4.48,0.17
43.41,-6.99,0.00
42.87,-4.66,0.00
42.87,-5.02,-1.03
43.59,-4.66,-0.69
41.27,-3.76,0.52
41.09,-5.74,0.34
43.41,-5.20,-0.86
43.41,-5.20,-0.86
42.69,-5.56,-0.17
43.05,-4.48,-2.24
41.98,-4.48,-1.21
43.05,-4.48,-1.55
42.69,-5.91,0.52
42.34,-4.12,-1.21
42.87,-3.58,-1.03
42.69,-5.20,-1.21
43.05,-3.41,-0.86
43.59,-3.94,1.03
43.05,-4.84,-0.86
41.62,-4.48,-1.89
42.69,-4.84,-0.17
41.80,-5.02,-0.69
42.16,-3.58,-2.41
40.01,-4.66,0.34
43.05,-4.12,-1.21
42.16,-4.30,-1.03
43.41,-3.41,-1.55
41.98,-4.48,-1.89
43.41,-4.48,-1.21
42.16,-5.02,-1.03
41.44,-6.09,-1.03
42.69,-5.20,-0.17
41.80,-5.38,-1.38
42.34,-3.76,-0.52
42.52,-5.74,1.38
43.23,-5.38,-1.38
42.16,-3.58,-0.34
42.52,-3.58,-1.72
43.41,-3.41,0.52
41.98,-4.48,43.22
40.91,-4.84,0.17
42.16,-4.66,0.69
42.16,-3.23,-0.34
43.59,-4.66,0.00
42.87,-4.66,-0.34
42.87,-4.30,-1.72
40.55,-3.05,-0.52
42.69,-4.84,-0.17
43.94,-5.02,-0.34
41.62,-4.12,-0.86
42.52,-3.58,-1.72
43.23,-4.66,-0.52
41.80,-3.58,-0.69
42.34,-4.48,-1.89
42.16,-2.87,-0.34
42.34,-3.41,-0.52
40.37,-4.30,-0.34
41.80,-3.94,-0.69
42.16,-5.38,-0.69
43.41,-1.61,-0.52
41.98,-5.91,-1.21
41.09,-5.38,-0.34
41.62,-5.56,-1.55
43.77,-4.12,-2.24
42.34,-5.20,-1.89
41.98,-4.12,-0.86
42.52,-5.02,-0.69
42.16,-5.74,-0.34
41.98,-4.84,-1.89
43.23,-5.02,-1.38
42.69,-3.41,-1.89
43.77,-3.76,-0.86
41.09,-3.58,-1.03
42.16,-2.87,-1.72
42.16,-5.38,-0.69
42.16,-5.38,-1.72
43.23,-5.38,-1.03
42.52,-4.30,-2.07
41.98,-5.91,-0.17
42.34,-4.48,0.17
41.09,-3.23,0.00
42.52,-5.02,-1.03
42.34,-3.76,-0.52
41.80,-4.66,-0.69
41.80,-3.58,-0.34
40.73,-4.30,-1.03
42.16,-3.94,-0.69
43.05,-5.20,-0.52
41.62,-4.12,-0.17
41.80,-4.30,-1.03
42.16,-3.58,0.00
42.34,-5.56,-0.17
41.44,-3.94,-2.41
41.62,-2.69,0.17
41.62,-3.41,-0.17
42.16,-2.87,0.69
41.27,-4.12,-0.17
41.62,-3.05,-0.17
42.34,-3.05,1.55
41.44,-4.30,0.34
43.23,-3.94,-0.34
42.16,-2.51,-0.34
42.69,-4.12,0.17
42.34,-3.05,0.86
41.44,-3.23,-2.07
42.16,-2.51,1.38
42.52,-1.08,-0.69
42.87,-3.94,0.00
42.52,-2.51,-0.69
41.80,-3.94,0.00
42.69,-2.69,0.17
41.62,-3.05,-0.52
40.91,-3.05,-1.89
43.23,-2.51,0.34
42.16,-2.51,1.38
41.98,-2.69,-1.21
42.34,-3.05,0.17
41.80,-2.15,0.34
41.80,-3.58,-0.69
41.27,-3.41,1.55
41.44,-2.87,1.38
42.34,-1.61,0.17
42.34,-4.12,0.86
42.87,-3.58,-1.03
42.34,-3.76,0.17
41.80,-3.23,-1.72
42.16,-3.94,0.69
42.16,-3.94,-0.69
43.41,-3.41,-0.17
41.80,-2.51,1.03
42.69,-3.41,-0.17
42.34,-3.76,-1.55
43.05,-4.84,0.52
43.41,-4.12,-0.52
42.16,-4.66,-1.03
41.62,-4.48,-0.52
41.98,-3.76,0.17
41.09,-3.94,-0.69
41.44,-4.66,1.38
41.80,-2.51,0.34
40.55,-4.12,-0.17
42.87,-3.94,0.34
41.44,-3.94,0.00
42.34,-4.48,-1.55
41.62,-3.76,-0.86
42.69,-3.05,-0.17
42.16,-3.58,-0.34
42.87,-4.30,0.34
43.41,-3.76,-0.17
42.34,-3.05,-0.17
42.34,-4.12,-1.21
41.98,-4.12,-0.86
41.80,-3.94,-0.69
41.62,-3.76,-0.86
43.59,-3.58,-0.69
42.52,-4.66,0.00
42.87,-2.51,-0.34
40.55,-3.76,-1.55
41.80,-3.23,0.00
41.98,-4.12,-1.21
43.05,-3.41,0.86
41.80,-4.30,0.69
41.62,-4.84,0.17
42.16,-3.58,-1.03
41.62,-4.12,0.52
42.34,-4.84,-1.21
42.52,-2.51,-0.69
41.44,-3.94,-0.69
41.62,-4.12,0.52
42.69,-2.33,-0.52
42.52,-4.30,-0.34
41.80,-2.15,-0.69
43.77,-3.76,-1.21
42.16,-5.02,0.69
43.77,-2.69,0.17
42.87,-3.94,-0.69
41.62,-2.69,0.17
43.41,-3.41,0.52
43.41,-3.76,-0.86
41.62,-3.05,0.86
43.59,-2.15,-0.69
43.23,-2.51,0.00
43.05,-4.48,-0.17
40.91,-3.76,1.21
43.23,-5.02,-1.38
42.87,-2.51,-1.38
43.23,-3.58,0.00
41.98,-3.41,-1.21
41.62,-3.05,-1.21
41.80,-3.58,-1.03
43.05,-4.12,0.86
42.87,-2.87,0.34
43.41,-3.41,-0.52
43.41,-3.76,0.17
41.80,-2.51,0.00
41.80,-4.30,0.69
42.69,-5.20,-1.21
40.55,-2.15,0.00
42.34,-3.05,-0.52
42.69,-3.76,-0.86
42.69,-3.05,1.21
42.87,-3.23,-1.03
43.41,-3.76,-43.57
41.80,-3.58,-1.03
41.80,-3.58,-0.69
42.69,-4.84,-0.52
42.87,-3.58,0.00
42.34,-3.05,0.17
42.69,-4.12,-0.17
42.52,-3.58,0.34
43.41,-2.69,-0.52
41.62,-5.91,-0.52
41.62,-5.20,-0.86
42.52,-5.02,0.00
44.12,-5.56,0.52
41.98,-4.48,-1.21
43.23,-4.66,-0.69
42.69,-3.41,-0.52
41.09,-5.74,-1.38
43.59,-4.66,43.39
42.16,-4.30,-1.03
43.41,-5.20,-0.86
41.44,-5.02,0.69
43.05,-4.12,-1.55
42.52,-4.66,-0.69
43.59,-3.58,-1.03
41.62,-2.69,-1.55
43.23,-3.58,-0.34
43.41,-4.12,-0.52
42.34,-4.84,-1.21
43.77,-3.76,0.17
41.80,-4.66,-0.69
42.16,-3.58,-1.38
43.23,-5.02,-1.38
41.62,-4.48,-0.17
41.98,-3.41,0.17
43.23,-4.66,-1.72
42.52,-4.66,-1.03
42.69,-4.12,0.17
42.69,-4.12,-0.52
42.16,-4.30,-1.72
41.44,-3.94,-0.69
42.34,-4.12,-0.52
42.87,-3.23,0.69
40.91,-5.56,-0.52
43.77,-3.41,0.86
41.27,-5.91,-0.52
43.94,-3.23,-0.69
42.52,-5.02,-0.69
42.87,-4.30,-1.03
42.52,-4.66,0.69
42.87,-4.66,0.00
43.05,-3.76,-0.17
41.98,-4.12,0.86
43.23,-4.30,0.34
42.34,-5.91,-0.17
42.34,-4.48,-0.17
41.98,-3.05,0.17
42.52,-4.30,0.69
42.34,-3.76,0.52
43.41,-4.48,-0.86
41.98,-4.84,-0.86
41.80,-4.66,-0.69
43.05,-4.12,-1.89
40.73,-5.74,0.34
41.62,-5.56,0.86
42.52,-5.02,0.00
42.52,-6.09,0.00
42.52,-6.45,0.00
43.41,-5.20,-0.17
41.27,-5.56,-0.86
42.87,-6.45,-0.34
41.62,-5.56,-0.86
43.77,-6.27,0.17
41.44,-4.66,-0.69
42.69,-5.56,-0.17
42.87,-3.23,-0.69
41.80,-3.94,-0.69
41.80,-4.66,-1.03
41.27,-4.84,-0.52
42.16,-5.02,-1.72
42.52,-4.66,-1.03
40.73,-3.94,0.34
43.41,-5.56,1.21
41.98,-6.27,1.21
44.12,-6.63,1.21
43.05,-6.63,4.99
43.05,-7.35,2.24
42.87,-10.04,4.48
43.94,-9.68,4.13
43.23,-12.55,4.13
42.16,-12.19,3.10
43.77,-11.65,3.62
43.05,-9.50,-0.52
43.23,-12.55,0.00
45.02,-11.83,0.00
43.41,-11.65,0.17
44.48,-12.37,-0.17
43.77,-12.72,0.86
43.05,-11.29,1.55
43.94,-12.19,1.72
45.55,-11.65,1.21
43.59,-10.75,2.76
43.05,-12.37,4.30
43.94,-11.83,4.82
44.12,-13.08,3.96
43.05,-13.80,5.34
42.34,-15.59,6.03
41.62,-19.54,8.78
43.05,-22.76,9.82
41.09,-28.32,14.46
38.05,-32.08,16.36
33.76,-36.74,19.80
30.55,-39.97,23.94
27.87,-41.94,23.42
22.69,-45.34,26.35
13.58,-45.52,31.34
8.04,-45.70,34.61
1.79,-46.60,36.51
-2.14,-44.81,36.51
-3.93,-44.45,36.85
-5.54,-42.48,38.06
-6.97,-41.40,38.74
-8.57,-44.81,37.19
-8.40,-44.27,36.33
-8.75,-46.78,34.61
-9.29,-46.24,35.82
-7.50,-46.60,34.78
-7.86,-48.03,34.44
-8.40,-47.85,34.61
-7.50,-46.60,32.37
-5.18,-50.72,30.82
-2.14,-51.62,28.93
-0.71,-52.69,27.21
0.54,-51.08,28.07
-0.89,-52.15,27.38
1.61,-52.51,26.35
1.61,-54.30,23.94
3.39,-53.23,24.62
2.86,-55.56,25.48
1.61,-54.30,24.62
2.68,-55.38,23.59
1.61,-55.02,23.25
0.71,-55.20,24.80
1.43,-54.13,24.80
2.86,-54.48,23.07
2.14,-55.92,24.45
1.43,-54.84,25.14
0.89,-56.46,23.94
0.00,-55.20,24.45
3.57,-55.56,25.14
1.79,-55.20,25.14
1.79,-56.28,24.45
2.32,-54.66,22.56
3.04,-54.66,23.25
0.89,-55.38,24.62
0.89,-55.74,23.25
1.25,-56.81,22.90
0.18,-55.38,24.45
1.97,-56.10,24.28
1.07,-56.63,22.39
1.97,-57.17,20.49
1.43,-57.71,18.60
2.14,-56.63,21.01
1.79,-56.63,22.39
2.68,-56.10,20.15
3.04,-58.25,19.80
1.43,-56.63,20.32
1.61,-56.81,19.80
0.00,-56.63,19.63
1.25,-57.53,20.15
1.43,-56.99,21.35
2.86,-55.92,20.32
2.68,-56.81,19.11
2.86,-57.35,17.22
4.64,-57.71,18.60
10.00,-56.99,18.25
11.25,-56.46,18.77
16.26,-53.95,17.05
24.29,-49.11,19.29
27.87,-46.24,18.60
31.08,-41.22,18.60
36.80,-35.49,16.53
40.37,-30.83,15.15
40.91,-25.63,12.91
42.52,-18.28,11.02
42.34,-13.08,9.82
43.94,-7.53,3.79
42.87,-6.81,1.72
43.23,-5.38,-0.34
43.77,-6.99,0.52
44.30,-6.81,1.03
43.59,-7.89,0.00
43.23,-6.81,1.03
44.12,-6.99,2.24
43.23,-6.09,1.03
44.12,-6.63,1.55
42.52,-7.89,2.76
42.52,-7.89,2.41
43.05,-8.07,3.27
42.69,-8.42,4.99
42.34,-7.71,5.34
43.41,-9.50,3.62
42.16,-7.89,5.17
44.12,-6.99,2.93
43.23,-7.53,2.41
43.77,-8.78,2.24
42.87,-10.04,3.10
44.48,-10.93,3.27
44.12,-10.93,4.30
43.59,-10.39,0.34
43.77,-12.37,-0.86
44.12,-12.72,-0.52
43.77,-11.65,-0.17
45.02,-12.55,-1.03
43.41,-12.37,-1.21
43.23,-11.83,-0.34
45.37,-10.39,2.07
44.48,-13.80,3.62
43.05,-16.67,6.03
41.44,-23.66,9.64
41.27,-27.78,12.91
38.41,-31.72,15.33
33.58,-37.64,18.25
28.76,-41.76,20.84
25.55,-45.70,22.21
21.08,-46.60,27.21
11.79,-46.60,30.31
8.40,-46.78,33.58
2.14,-47.67,32.72
-1.61,-46.42,35.99
-3.75,-44.99,36.33
-6.43,-45.88,35.13
-5.18,-47.85,33.92
-5.18,-46.06,34.61
-4.11,-46.78,34.61
-4.29,-47.32,35.47
-5.00,-47.32,32.03
-4.47,-48.57,33.92
-3.22,-49.82,32.03
-2.86,-49.47,32.72
-3.39,-50.00,31.51
-1.07,-50.90,29.96
0.54,-52.51,27.38
0.89,-56.10,26.00
2.68,-56.10,25.66
2.32,-55.02,24.28
1.97,-53.95,23.25
2.50,-54.13,23.76
2.50,-55.92,24.80
1.97,-56.10,24.28
1.43,-53.77,22.73
2.50,-55.56,24.80
3.57,-54.13,24.11
2.32,-55.38,22.90
2.68,-55.38,23.59
2.86,-56.28,24.80
3.22,-55.92,24.11
1.97,-55.38,22.90
3.04,-55.38,24.28
3.04,-56.46,23.59
2.14,-54.84,24.11
1.61,-57.17,23.25
1.07,-53.41,24.11
1.97,-55.74,24.62
1.79,-56.46,22.90
2.68,-54.66,23.94
1.97,-56.81,24.62
2.32,-56.46,23.94
2.68,-55.38,23.59
2.68,-57.53,23.25
1.97,-56.10,24.62
1.79,-55.92,24.45
2.68,-55.02,21.52
2.68,-55.38,24.28
2.86,-56.63,22.39
1.07,-56.63,22.73
1.43,-55.56,23.07
1.97,-55.74,23.25
2.86,-55.20,22.73
1.79,-56.63,22.39
3.57,-55.20,21.01
2.68,-57.53,21.52
2.50,-57.35,21.01
1.43,-56.63,20.32
1.79,-58.07,19.29
3.22,-56.63,20.66
2.68,-57.17,20.49
2.68,-57.17,21.52
3.22,-57.35,20.66
3.93,-56.99,21.35
3.93,-56.63,20.32
3.57,-56.63,21.01
3.39,-56.46,19.11
5.36,-56.63,20.32
7.68,-55.02,20.84
13.76,-53.95,20.49
18.04,-53.95,19.80
21.08,-50.18,18.60
26.44,-46.96,18.94
30.90,-41.04,20.84
35.73,-33.69,18.25
39.84,-24.55,16.36
41.62,-18.10,12.57
43.23,-12.90,9.30
43.23,-8.96,4.13
43.23,-5.74,1.38
43.59,-6.45,-1.03
43.59,-7.89,-0.34
43.94,-8.60,0.00
43.41,-9.14,-0.17
43.23,-8.24,0.00
44.12,-9.50,1.21
44.12,-9.86,0.17
42.34,-8.78,1.21
44.66,-8.96,-1.72
44.48,-9.50,-0.17
44.66,-8.96,-0.34
43.59,-9.32,-0.34
45.02,-10.04,-2.41
45.02,-6.81,-1.72
42.52,-8.60,-0.34
44.12,-7.71,-1.21
43.23,-7.89,-1.72
42.87,-9.32,-1.03
43.23,-9.68,-2.07
43.77,-10.22,0.86
43.94,-12.19,-2.07
44.66,-12.55,-2.07
43.23,-13.62,-3.79
44.84,-14.16,-2.24
44.66,-13.26,-2.41
45.02,-14.70,-3.10
44.12,-14.16,-1.89
43.77,-13.80,-1.89
44.12,-13.80,-1.55
44.12,-14.16,-2.24
43.23,-15.77,1.38
43.41,-19.54,3.62
43.23,-25.09,8.95
40.01,-31.18,13.43
33.76,-39.61,17.74
26.62,-45.34,21.52
21.08,-48.03,25.14
11.97,-50.36,28.41
7.32,-50.36,29.45
2.32,-49.29,31.86
-1.79,-48.03,33.41
-3.39,-48.21,32.54
-3.22,-48.03,32.37
-5.00,-48.03,34.09
-4.47,-47.85,33.92
-3.04,-48.21,31.17
-3.22,-50.90,32.03
-1.07,-50.54,32.03
1.79,-51.97,29.62
0.00,-51.26,28.58
2.68,-52.51,28.41
2.32,-53.59,26.69
3.22,-53.41,25.83
2.50,-54.13,25.83
3.57,-53.05,25.83
3.75,-52.51,26.00
3.39,-54.30,26.00
3.75,-53.23,25.66
3.22,-53.77,26.86
2.68,-53.95,25.31
2.86,-53.41,26.17
2.68,-53.59,27.72
3.75,-54.30,24.97
3.04,-52.51,27.72
3.39,-53.59,24.97
2.32,-55.02,25.66
2.14,-54.48,26.17
1.07,-54.48,26.86
1.79,-53.77,25.83
1.97,-54.66,24.62
0.54,-54.30,27.03
1.43,-54.84,24.45
4.64,-54.13,24.11
3.75,-55.02,24.28
2.14,-54.84,23.76
2.86,-54.84,23.76
1.43,-54.48,23.76
1.97,-54.66,23.94
3.93,-54.13,24.45
1.43,-55.20,24.11
3.75,-53.95,25.66
3.04,-53.95,25.31
2.86,-54.84,25.14
3.04,-56.10,24.97
1.43,-54.13,24.11
1.97,-54.30,23.94
1.61,-56.10,22.90
1.79,-56.28,24.11
2.14,-55.92,22.73
3.93,-56.63,23.42
1.97,-53.59,23.59
2.68,-55.38,21.52
3.04,-55.02,23.94
1.07,-56.28,22.39
1.97,-55.38,22.90
2.32,-55.02,22.21
1.25,-55.38,23.25
1.61,-56.10,23.59
1.25,-55.38,23.59
1.79,-56.63,23.42
1.07,-55.92,22.73
0.36,-55.92,23.76
-0.36,-56.28,22.39
2.86,-55.20,23.07
2.14,-54.84,23.42
2.68,-53.95,25.31
0.71,-54.13,24.80
1.61,-55.38,23.59
2.68,-56.10,24.62
3.39,-55.74,23.59
1.43,-55.92,24.11
1.79,-55.20,23.07
2.14,-56.63,22.73
2.86,-54.84,23.76
2.86,-55.92,23.07
1.97,-56.10,23.59
