mX,mY,mZ 
39.66,-25.81,-3.10
38.76,-26.35,-5.34
39.84,-25.27,-4.99
38.41,-25.27,-4.99
38.59,-24.73,-4.48
39.48,-24.20,-4.99
37.87,-24.73,-4.82
39.12,-25.63,-3.96
38.94,-25.09,-2.76
37.51,-24.73,-4.82
38.76,-25.27,-3.62
39.84,-25.27,-4.30
39.48,-24.91,-3.96
38.23,-26.53,-4.48
39.30,-23.66,-3.79
39.48,-24.55,-5.34
39.30,-25.09,-5.17
38.05,-25.63,-4.30
39.12,-25.99,-6.03
39.30,-25.09,-5.17
38.76,-25.27,-3.62
38.76,-25.63,-4.99
38.59,-24.02,-4.13
38.59,-25.45,-3.44
38.94,-25.81,-5.51
39.12,-25.99,-3.27
39.30,-25.81,-3.44
39.30,-25.09,-3.79
39.84,-24.91,-3.62
39.30,-25.45,-2.41
38.94,-25.45,-4.13
38.76,-25.27,-3.27
39.12,-24.55,-3.27
37.69,-26.35,-3.96
38.23,-26.17,-4.82
39.48,-25.99,-3.62
39.30,-25.45,-3.79
39.48,-25.99,-4.30
38.94,-25.09,-3.44
40.19,-25.63,-3.62
37.16,-26.17,-4.13
39.66,-26.88,-4.13
39.12,-25.99,-4.99
39.48,-27.78,-4.99
39.12,-25.99,-3.62
38.41,-25.27,-4.65
38.94,-25.81,-4.82
38.59,-26.53,-4.82
38.94,-25.45,-4.13
38.94,-25.27,-4.30
39.30,-25.81,-4.13
39.12,-25.99,-4.30
38.05,-25.99,-3.27
38.23,-25.09,-3.79
39.66,-24.73,-5.17
40.19,-25.27,-5.68
39.66,-26.53,-4.48
39.66,-24.73,-5.85
38.23,-25.45,-5.17
38.23,-22.94,-4.48
38.76,-25.63,-5.34
40.55,-24.20,-4.99
38.76,-24.55,-3.62
38.41,-24.20,-3.62
39.48,-25.27,-4.65
39.30,-24.02,-4.13
38.41,-24.91,-4.99
38.76,-23.84,-3.27
38.23,-25.09,-4.13
39.48,-24.55,-2.93
39.48,-25.27,-3.27
37.69,-25.27,-3.96
40.01,-24.37,-3.44
38.76,-24.20,-3.96
39.66,-24.02,-5.17
39.66,-25.09,-4.48
38.23,-24.37,-3.44
39.30,-25.09,-5.51
37.69,-23.84,-4.30
38.23,-24.37,-4.48
39.12,-24.91,-4.30
38.76,-25.63,-2.93
38.76,-24.91,-4.65
39.84,-24.91,-4.30
39.48,-25.99,-4.65
37.69,-25.63,-3.96
38.05,-24.91,-2.93
37.87,-26.17,-3.44
38.05,-24.91,-2.93
37.69,-24.91,-3.27
38.41,-25.27,-4.99
37.16,-25.09,-4.82
38.23,-25.45,-4.82
38.23,-26.17,-4.82
39.30,-24.73,-4.82
39.48,-26.35,-3.27
38.76,-25.63,-4.30
38.23,-25.09,-3.79
39.12,-25.99,-3.96
40.01,-25.81,-3.44
38.23,-25.09,-4.48
39.66,-24.02,-4.82
38.05,-23.84,-4.99
37.87,-24.02,-4.82
38.94,-24.73,-4.13
39.66,-24.73,-4.48
37.87,-24.37,-3.79
39.12,-24.91,-3.96
39.30,-24.37,-5.17
38.59,-25.09,-4.82
38.76,-24.20,-3.27
38.05,-24.91,-4.30
38.76,-24.20,-4.65
37.69,-25.27,-4.65
39.30,-23.66,-3.44
38.41,-24.55,-4.65
39.12,-24.91,-4.30
38.94,-24.02,-4.13
38.41,-24.91,-3.96
38.76,-23.84,-4.99
39.30,-24.37,-4.48
38.94,-24.37,-2.76
37.51,-24.02,-4.82
39.30,-24.37,-3.44
39.12,-24.20,-3.96
38.94,-24.37,-4.48
37.87,-25.09,-4.13
36.98,-25.27,-4.30
39.12,-23.84,-5.68
39.48,-25.63,-5.34
38.59,-24.73,-4.48
38.76,-24.91,-5.34
37.69,-25.63,-4.99
39.12,-26.35,-6.37
39.48,-24.55,-4.65
38.94,-24.02,-4.82
38.05,-24.91,-3.96
39.12,-23.48,-4.99
38.05,-24.02,-4.13
37.69,-24.20,-3.96
38.76,-22.40,-3.96
39.12,-24.91,-4.99
39.66,-25.45,-5.17
38.94,-24.73,-3.79
39.12,-25.27,-5.34
38.05,-25.27,-4.99
38.76,-25.27,-5.34
38.05,-24.55,-4.48
39.48,-25.63,-5.34
38.59,-24.02,-3.10
39.84,-24.91,-4.99
39.84,-24.55,-3.27
38.05,-25.27,-3.62
38.05,-24.91,-4.30
38.59,-24.02,-4.48
37.69,-23.84,-5.68
40.37,-26.17,-3.79
37.87,-25.81,-4.48
38.41,-23.12,-4.99
38.94,-25.09,-3.44
37.16,-23.66,-3.44
38.23,-25.09,-5.17
39.48,-24.20,-4.65
37.87,-23.66,-4.82
39.30,-23.30,-5.85
38.05,-24.91,-4.99
38.76,-24.91,-3.96
39.12,-23.48,-5.34
38.41,-24.55,-4.30
38.41,-23.48,-4.65
40.37,-23.66,-5.17
39.12,-25.63,-4.99
39.66,-24.37,-3.44
39.48,-24.91,-4.30
38.94,-24.02,-4.13
37.51,-24.02,-4.48
38.05,-24.91,-4.99
39.48,-25.63,-4.99
38.23,-25.09,-5.51
39.30,-24.73,-4.82
38.41,-25.27,-3.62
37.51,-24.37,-5.51
38.59,-25.09,-3.10
39.12,-24.55,-4.99
38.94,-24.02,-4.82
38.94,-26.17,-5.17
38.59,-24.37,-6.20
40.91,-24.20,-5.34
38.59,-24.02,-4.48
40.19,-25.27,-3.96
38.23,-24.02,-4.13
38.23,-24.37,-4.48
38.59,-23.66,-4.48
39.48,-26.35,-3.62
37.51,-24.02,-3.79
38.94,-25.81,-3.79
38.59,-24.73,-4.48
38.94,-24.37,-5.17
38.76,-24.20,-4.99
38.76,-24.91,-6.03
37.16,-24.37,-7.23
38.41,-25.63,-8.78
38.41,-24.55,-9.13
40.19,-25.27,-10.16
39.66,-27.24,-8.95
39.48,-26.70,-8.78
40.37,-28.32,-9.30
40.73,-29.39,-7.92
40.01,-27.96,-6.89
39.12,-29.57,-7.06
39.84,-28.50,-7.40
39.30,-29.39,-7.23
40.19,-29.57,-7.06
40.55,-29.93,-6.37
39.66,-31.18,-5.17
40.55,-31.36,-3.27
39.48,-30.29,-0.86
40.19,-32.80,2.58
40.37,-36.92,7.23
38.76,-42.12,9.47
36.26,-49.65,14.64
32.15,-56.28,16.53
27.15,-60.58,20.32
23.04,-64.70,21.52
16.43,-68.46,23.42
10.90,-69.00,24.97
4.29,-69.90,26.52
-1.25,-70.43,30.82
-3.75,-68.28,32.89
-5.54,-68.28,33.23
-6.43,-66.67,34.09
-6.43,-68.11,33.75
-8.75,-68.64,32.54
-10.18,-69.00,31.86
-9.29,-70.26,31.68
-9.29,-69.54,32.72
-8.93,-70.61,29.96
-7.50,-72.76,28.24
-6.43,-73.84,26.52
-5.54,-76.17,22.56
-3.75,-75.81,21.52
-3.39,-77.60,20.49
-3.75,-75.09,22.56
-3.57,-75.99,20.66
-3.75,-76.89,20.49
-1.25,-75.45,21.52
-2.50,-76.71,22.39
-1.61,-77.25,21.18
-3.75,-76.89,21.18
-1.43,-75.27,20.66
-2.32,-77.25,22.56
-1.61,-75.81,21.52
-1.61,-75.45,20.84
-3.57,-76.35,22.39
-1.43,-75.63,21.70
-2.68,-76.17,22.21
-1.43,-76.71,21.01
-1.61,-77.96,20.15
-3.22,-75.99,20.32
-2.14,-75.63,19.63
-3.22,-77.42,21.70
-1.61,-76.53,20.84
-1.43,-75.27,21.35
-3.22,-76.35,20.84
-1.43,-76.71,21.01
-1.61,-77.25,20.15
-0.71,-76.71,18.60
1.97,-75.09,19.80
8.22,-76.71,18.94
15.01,-70.61,19.63
21.26,-65.42,18.08
29.30,-59.50,19.97
34.66,-52.33,15.15
37.16,-46.96,12.40
39.12,-40.68,9.47
40.37,-35.84,7.23
38.59,-27.96,-1.03
39.12,-26.35,-2.24
40.19,-24.91,-4.99
38.59,-23.66,-5.85
39.66,-24.73,-6.20
38.76,-23.84,-7.06
40.37,-25.45,-6.54
40.01,-27.24,-5.51
38.76,-25.99,-6.37
39.66,-23.30,-7.23
39.12,-25.27,-7.40
39.12,-25.63,-7.23
39.30,-25.45,-5.85
38.76,-25.27,-7.75
38.94,-24.73,-7.58
38.76,-24.20,-6.37
39.12,-24.55,-5.34
38.94,-24.02,-6.89
39.48,-25.27,-5.34
39.48,-24.91,-7.40
39.48,-24.55,-6.03
39.48,-24.91,-7.06
38.41,-23.84,-6.03
39.12,-24.91,-5.68
38.76,-24.20,-7.40
38.76,-24.20,-5.68
39.66,-24.73,-6.89
39.84,-26.35,-7.06
39.30,-25.09,-6.20
39.48,-25.99,-6.72
38.41,-24.55,-6.72
38.59,-25.09,-7.23
38.94,-26.17,-7.23
39.84,-25.63,-4.30
39.30,-25.45,-3.96
39.48,-26.70,-3.27
39.30,-26.17,-4.99
38.41,-25.63,-3.62
40.01,-26.88,-2.41
37.87,-26.53,-3.10
38.59,-26.53,-2.07
38.94,-26.53,-4.13
41.27,-26.35,-3.62
39.12,-26.35,-2.58
39.66,-26.17,-3.44
40.01,-25.45,-4.13
39.84,-27.78,-6.03
39.12,-27.42,-6.03
39.84,-27.78,-10.16
40.37,-29.75,-9.64
40.01,-29.39,-9.64
39.66,-27.60,-8.95
40.19,-28.86,-9.13
40.19,-28.50,-8.09
40.19,-29.93,-8.09
38.41,-27.78,-8.44
40.01,-29.75,-7.23
40.19,-29.93,-6.03
40.55,-30.29,-2.58
40.37,-30.47,1.03
40.91,-33.16,2.58
39.84,-34.23,4.99
38.59,-36.56,8.61
39.30,-40.50,12.40
35.91,-42.12,13.95
36.80,-44.45,16.19
35.37,-49.82,17.56
33.76,-50.72,19.11
31.80,-53.77,19.97
28.40,-53.95,21.18
27.69,-57.17,21.87
26.97,-57.17,22.56
21.97,-62.19,23.94
20.19,-63.27,24.97
18.76,-65.78,23.94
14.29,-66.67,26.86
13.40,-67.21,26.00
8.75,-67.93,26.69
8.57,-69.54,27.55
5.36,-70.26,27.21
2.50,-72.05,27.55
0.00,-72.05,28.93
-0.89,-71.15,28.41
-0.54,-71.15,28.76
-1.61,-71.51,26.00
-0.71,-71.33,28.58
-0.18,-72.59,26.69
-1.07,-73.48,28.24
-2.68,-72.59,28.76
-2.50,-72.05,29.62
-3.93,-72.41,28.58
-2.68,-74.02,26.52
-2.14,-73.12,26.86
-2.32,-73.66,27.55
-2.32,-72.94,26.69
-1.79,-73.48,27.21
-3.04,-73.30,25.31
-3.22,-73.84,26.86
-4.29,-73.84,27.21
-4.64,-73.48,25.83
-3.75,-74.38,24.97
-5.18,-75.09,25.66
-5.36,-74.20,26.17
-5.90,-73.30,24.28
-3.75,-73.66,26.00
-5.36,-74.20,26.52
-3.93,-74.92,25.14
-4.11,-74.74,25.66
-4.64,-75.27,26.52
-4.29,-74.92,25.14
-3.22,-75.27,24.80
-2.68,-75.81,22.56
-2.32,-75.81,22.21
-3.39,-76.53,23.94
-2.86,-75.99,20.32
-2.32,-76.89,20.15
-3.22,-76.71,18.94
-1.25,-77.25,19.11
-0.54,-77.25,18.42
-2.14,-78.50,18.60
-2.32,-77.96,18.94
-2.32,-77.96,17.74
-2.68,-78.32,19.11
-2.50,-78.14,18.25
-2.50,-78.14,17.91
-1.61,-78.32,17.74
-1.25,-78.68,18.08
-1.43,-76.35,19.29
-1.79,-77.78,19.63
-1.25,-76.89,17.74
-1.79,-78.86,18.60
-1.43,-76.71,17.91
-1.79,-77.78,17.56
-0.71,-78.50,17.22
-1.61,-79.40,18.08
-1.07,-77.07,17.91
-1.79,-79.22,16.88
-2.14,-79.22,17.56
-0.54,-78.68,17.74
-0.71,-78.50,18.94
-1.61,-79.04,17.74
-1.61,-78.68,18.42
-1.61,-76.53,16.36
-1.79,-78.86,18.94
-1.07,-78.14,18.25
-1.79,-78.86,18.25
-1.07,-79.22,17.91
-2.14,-78.50,17.22
-1.61,-78.32,16.01
-0.54,-78.32,18.08
-2.32,-77.25,16.70
-1.43,-78.14,18.25
-1.79,-78.86,18.25
-2.86,-76.71,17.22
-1.07,-79.93,17.22
-1.79,-78.86,17.22
-3.04,-79.75,15.67
-1.97,-77.60,15.67
-1.79,-77.25,17.74
-1.07,-78.86,16.53
-3.04,-78.32,17.05
-2.50,-78.68,17.74
-2.50,-77.42,16.88
-1.97,-79.04,16.01
-2.50,-77.07,16.19
0.18,-76.71,17.91
3.39,-78.32,15.33
10.36,-77.07,13.43
19.83,-72.59,11.54
27.69,-66.85,10.85
31.44,-60.94,9.99
36.26,-54.66,10.16
38.94,-49.11,7.23
38.94,-46.06,8.44
39.12,-38.53,8.44
39.66,-32.62,5.85
39.84,-28.14,3.96
38.41,-25.27,1.55
38.94,-25.81,-1.38
38.23,-25.45,-0.34
37.87,-24.37,-1.03
38.05,-25.99,-2.58
38.41,-24.37,-3.10
38.59,-24.37,-5.51
39.12,-24.55,-4.99
39.30,-24.73,-3.79
38.94,-25.09,-6.20
38.94,-24.73,-5.51
38.76,-24.91,-4.65
39.30,-24.73,-4.82
39.66,-25.45,-4.48
38.41,-25.99,-4.99
39.30,-24.73,-4.48
37.69,-24.20,-5.34
39.12,-24.20,-4.99
39.84,-24.20,-4.30
38.94,-25.45,-3.79
39.12,-25.27,-5.34
38.59,-25.81,-5.17
38.59,-24.73,-4.13
39.30,-24.73,-4.82
37.69,-24.20,-4.30
38.59,-25.45,-3.79
39.30,-25.81,-4.82
38.05,-25.27,-3.96
40.37,-25.81,-4.82
38.94,-25.45,-4.82
38.23,-25.45,-4.82
40.55,-24.91,-4.65
39.12,-25.27,-4.99
37.87,-26.53,-3.79
39.48,-26.35,-6.37
40.37,-26.53,-4.82
38.23,-25.09,-4.48
39.12,-25.63,-4.99
40.55,-26.35,-4.99
39.66,-25.09,-6.20
39.30,-25.45,-9.30
39.48,-25.63,-7.40
40.19,-27.78,-7.40
38.41,-26.70,-7.40
38.94,-27.24,-10.33
40.01,-29.03,-11.02
38.76,-29.93,-9.82
40.01,-28.32,-9.99
40.37,-28.68,-11.36
40.55,-29.57,-8.78
39.66,-29.39,-8.27
40.01,-27.24,-8.61
40.37,-29.39,-6.20
39.12,-30.29,-3.27
40.19,-31.36,-0.52
39.66,-35.84,5.85
38.41,-39.97,7.40
36.80,-45.16,11.71
33.23,-51.62,16.53
30.55,-59.32,16.70
26.97,-61.83,18.77
21.97,-65.78,19.46
19.11,-67.21,20.84
14.11,-71.51,21.18
11.08,-72.41,22.73
7.86,-73.48,23.07
4.29,-73.12,24.80
-0.18,-73.48,26.52
-5.18,-74.38,24.62
-7.50,-73.48,28.24
-7.32,-72.23,29.79
-7.86,-72.76,28.24
-8.04,-73.30,28.76
-8.93,-73.48,27.21
-8.22,-73.12,26.52
-9.65,-74.92,25.14
-9.47,-73.66,24.97
-8.93,-72.41,25.83
-8.57,-76.35,22.04
-7.15,-76.35,21.01
-6.61,-77.60,19.46
-5.18,-76.89,19.11
-3.75,-78.68,18.77
-3.22,-78.14,18.94
-4.29,-78.50,17.56
-2.14,-78.86,15.84
-2.14,-78.14,17.91
-3.04,-78.32,18.42
-2.50,-78.50,17.91
-1.61,-78.68,18.42
-2.14,-78.14,18.60
-2.14,-78.50,17.56
-3.04,-77.96,18.77
-3.22,-77.78,17.56
-2.14,-76.71,17.56
-3.04,-79.04,18.77
-2.68,-77.60,18.42
-3.57,-79.58,16.53
-2.86,-78.14,16.53
-2.86,-77.42,17.22
-2.68,-77.25,17.05
-2.14,-76.35,16.53
-1.43,-78.50,16.88
-1.61,-78.32,17.39
-2.50,-77.78,16.53
-3.39,-79.04,17.74
-3.75,-77.60,17.05
-3.04,-78.68,16.01
-2.68,-79.75,16.36
-2.32,-78.68,16.36
-1.25,-79.04,16.70
-1.61,-79.04,16.70
-1.97,-79.40,16.01
-2.32,-79.40,17.05
-0.54,-80.11,14.64
-1.07,-78.32,15.33
-0.18,-78.68,13.95
-1.61,-78.32,14.98
-1.25,-77.60,13.26
-1.25,-79.40,16.01
-1.79,-78.86,15.50
-0.89,-77.96,17.05
-0.89,-79.75,15.67
-1.79,-78.86,15.84
4.29,-76.71,15.15
5.90,-77.25,16.01
13.40,-72.94,15.67
17.33,-70.79,15.67
21.97,-69.00,15.33
28.40,-63.98,13.95
33.58,-57.35,13.78
35.73,-51.97,11.36
38.23,-46.24,9.99
38.05,-42.12,9.82
37.87,-33.34,8.27
39.48,-30.65,6.72
39.66,-27.60,6.89
39.12,-26.35,2.93
37.87,-24.37,2.41
38.05,-22.04,1.21
37.34,-22.40,-0.17
38.59,-25.09,-1.03
39.12,-24.20,-2.24
38.05,-23.48,0.17
37.51,-23.66,0.00
38.41,-24.20,-0.17
39.66,-24.37,0.00
39.30,-23.66,-0.69
38.94,-24.02,0.69
37.87,-23.66,-0.69
37.87,-25.09,-1.38
38.94,-23.66,-2.76
37.87,-24.73,-2.76
39.30,-25.81,-3.79
39.48,-25.27,-4.30
38.59,-25.09,-4.82
39.12,-24.91,-3.27
37.87,-24.37,-3.79
38.76,-24.91,-3.96
37.87,-25.81,-4.48
38.59,-24.02,-3.79
39.12,-25.63,-3.96
38.94,-24.37,-1.03
39.30,-24.73,-3.10
38.59,-24.73,-3.10
37.87,-26.17,-4.82
39.30,-24.02,-1.03
39.30,-25.09,-3.44
38.05,-24.55,-2.93
39.12,-24.91,-1.89
37.69,-24.55,-3.27
39.30,-25.45,-6.20
39.30,-26.17,-7.92
40.55,-27.78,-11.88
40.01,-29.03,-11.02
39.48,-28.50,-9.47
39.66,-27.24,-8.95
39.48,-28.50,-8.44
39.30,-29.39,-8.61
40.73,-28.68,-8.95
38.76,-28.50,-6.37
39.84,-28.86,-3.27
38.94,-27.60,-4.82
40.37,-27.60,-5.85
39.66,-28.32,-5.17
39.48,-29.21,-2.58
40.37,-31.18,0.34
40.37,-34.77,4.82
40.19,-36.02,7.75
35.91,-40.68,11.54
35.55,-47.85,14.29
34.48,-51.44,16.70
28.76,-59.68,19.11
22.87,-64.16,20.32
17.15,-67.39,20.49
15.54,-70.08,21.87
8.75,-67.93,27.72
4.64,-68.11,29.27
-2.50,-69.18,32.03
-5.00,-66.67,32.37
-4.64,-67.75,33.06
-6.25,-67.93,34.27
-6.43,-69.18,31.68
-7.32,-69.00,31.86
-6.97,-68.28,31.17
-8.75,-70.08,31.51
-6.07,-68.46,31.00
-6.79,-70.26,30.65
-8.40,-70.43,31.86
-5.00,-68.46,30.31
-5.54,-70.43,29.10
-4.29,-72.05,29.62
-6.07,-70.26,29.96
-5.72,-70.97,29.96
-4.64,-73.48,27.90
-5.00,-73.48,26.52
-3.75,-74.02,25.31
-1.79,-75.27,23.42
-1.07,-73.84,23.76
-0.89,-75.09,22.90
0.54,-75.09,22.90
-0.36,-74.56,24.11
0.00,-75.27,23.76
-0.54,-75.09,23.94
0.36,-74.92,22.04
0.54,-76.17,23.59
0.00,-74.20,22.39
-0.36,-74.56,23.76
1.43,-74.92,22.73
0.54,-76.53,22.90
-0.54,-75.45,22.90
0.36,-75.63,21.01
0.71,-75.63,21.35
-0.54,-75.09,22.21
0.89,-76.17,21.18
1.61,-75.81,21.87
0.00,-74.56,21.35
0.71,-75.99,20.66
0.36,-76.71,20.66
0.54,-76.17,20.84
1.25,-76.17,21.18
1.07,-75.99,21.01
0.54,-77.25,20.49
0.00,-75.99,21.35
0.71,-75.63,22.04
1.43,-75.27,21.01
0.54,-75.09,20.84
0.71,-77.07,20.32
0.89,-76.17,21.18
0.71,-76.35,22.04
0.18,-76.53,21.18
0.71,-75.99,19.29
0.36,-75.27,20.66
2.32,-74.38,20.49
8.75,-73.30,21.87
18.04,-66.85,22.90
32.15,-51.26,20.32
34.66,-45.88,16.88
37.34,-34.95,14.98
36.26,-29.57,9.13
37.51,-24.73,7.23
37.34,-23.84,5.68
37.87,-22.94,3.79
35.91,-22.76,1.21
38.41,-22.04,-1.55
36.80,-22.58,-1.03
37.51,-23.66,-2.41
38.41,-23.84,-0.86
38.23,-23.66,-1.38
38.94,-23.66,-1.38
38.23,-24.02,-3.10
37.51,-22.58,-4.13
39.84,-23.48,-2.24
37.51,-23.66,-2.41
37.69,-22.76,-2.58
38.23,-22.94,-3.44
38.76,-23.84,-1.72
38.59,-24.02,-3.44
39.12,-23.48,-2.58
36.98,-23.48,-2.93
39.48,-23.48,-2.24
38.23,-24.37,-2.41
38.23,-21.87,-3.10
38.05,-23.12,-1.89
38.23,-24.02,-4.48
38.94,-22.22,-3.10
39.48,-22.04,-4.30
36.62,-22.76,-1.55
39.30,-23.30,-2.76
38.41,-22.04,-3.62
39.48,-24.20,-2.24
38.59,-23.30,-3.10
38.41,-23.12,-2.24
38.23,-24.73,-2.76
37.87,-23.66,-3.10
38.76,-22.76,-3.62
36.62,-23.12,-2.58
38.05,-22.76,-2.24
39.84,-23.48,-3.96
37.87,-23.66,-3.10
39.84,-23.84,-2.93
38.05,-23.84,-3.27
40.19,-24.55,-1.21
38.59,-25.09,-1.03
39.30,-24.37,-3.10
37.69,-25.27,-5.17
40.55,-28.14,-8.09
40.37,-30.47,-10.33
41.62,-31.72,-7.75
41.80,-31.54,-7.92
41.09,-30.83,-6.20
40.37,-28.68,-7.23
41.80,-29.75,-6.20
40.73,-31.90,-5.17
40.73,-32.26,-3.44
41.98,-35.67,0.17
39.84,-38.17,2.58
39.84,-43.91,6.03
36.98,-50.36,12.57
30.37,-57.71,15.15
25.72,-63.80,18.25
20.72,-69.18,19.97
15.54,-69.72,21.52
8.22,-72.76,23.42
1.79,-74.92,22.39
-1.97,-75.09,24.97
-3.57,-73.48,25.83
-5.00,-72.41,26.86
-7.15,-71.69,28.24
-7.50,-71.69,27.55
-6.43,-71.69,27.90
-5.36,-73.12,26.86
-5.54,-74.74,26.69
-3.93,-73.48,27.21
-3.57,-73.84,26.86
-6.97,-75.09,25.66
-5.54,-74.38,24.62
-5.00,-74.92,24.11
-2.68,-76.17,21.52
-1.79,-75.99,22.39
-2.50,-76.71,19.29
-2.50,-76.71,19.97
-3.22,-76.35,19.97
-1.61,-76.53,18.42
-1.07,-77.78,18.25
-1.25,-78.32,17.05
-0.18,-77.60,17.05
0.54,-77.60,14.29
0.54,-78.32,17.74
-0.36,-79.22,15.84
-0.71,-79.22,15.50
-0.54,-80.11,14.29
0.71,-77.42,16.19
-1.25,-79.04,15.67
-1.79,-78.86,15.15
-1.43,-78.86,15.84
0.00,-77.78,15.84
-0.18,-77.96,16.01
0.18,-78.68,15.67
1.97,-79.40,17.05
-0.18,-78.68,15.33
0.54,-79.04,15.67
0.36,-78.50,15.84
-1.43,-78.50,16.88
45.02,-79.22,15.50
-0.54,-77.96,14.29
-0.89,-78.32,15.67
0.36,-78.14,15.15
1.43,-78.14,16.53
0.71,-78.86,17.91
-0.36,-79.58,16.53
-0.18,-78.68,16.01
0.36,-79.22,16.88
0.36,-78.50,15.84
0.36,-77.42,17.56
1.79,-79.22,16.19
0.54,-77.96,14.98
2.14,-76.35,15.84
4.82,-77.96,14.64
10.36,-76.35,12.74
11.61,-74.38,13.26
17.33,-73.30,11.54
22.15,-70.61,12.05
26.44,-66.31,11.02
30.37,-60.94,11.71
34.66,-55.56,11.02
36.08,-51.62,10.68
38.59,-44.45,11.36
37.69,-39.25,10.50
38.41,-33.16,10.50
37.87,-30.11,8.27
38.23,-26.53,4.82
37.34,-23.84,2.93
38.05,-26.35,2.58
39.84,-25.27,3.27
37.87,-24.02,3.10
38.41,-20.97,1.55
37.16,-20.79,2.07
37.51,-19.71,0.34
38.59,-21.87,-0.69
37.34,-21.69,0.52
36.62,-21.69,0.86
38.05,-21.69,-1.55
37.16,-20.79,-0.69
38.23,-21.87,-1.38
37.69,-21.69,-0.52
37.69,-21.33,-0.86
36.80,-21.87,-1.03
37.34,-22.40,-1.21
38.05,-22.76,-0.52
36.98,-23.12,-1.89
38.23,-22.58,-2.07
38.41,-22.04,-2.93
37.51,-24.73,-3.10
39.48,-23.84,-2.24
39.48,-24.55,-2.93
38.59,-26.17,-3.44
38.41,-24.20,-5.34
39.30,-24.02,-3.79
38.76,-24.91,-3.62
38.23,-23.30,-4.82
38.41,-24.55,-4.30
39.48,-24.55,-3.96
39.66,-25.45,-4.13
37.34,-25.63,-3.62
39.84,-24.55,-4.65
40.19,-23.84,-3.62
38.05,-24.20,-3.96
38.94,-25.81,-2.76
38.76,-24.55,-2.93
39.48,-25.99,-3.62
38.41,-24.55,-2.58
