mX,mY,mZ 
16.26,-100.19,19.11
18.04,-103.05,18.42
18.76,-102.34,18.42
19.65,-102.16,17.56
20.19,-100.54,17.74
18.76,-98.04,18.42
18.22,-96.78,18.94
18.40,-95.53,21.18
18.94,-96.42,20.32
17.86,-96.06,21.01
17.69,-94.45,19.46
19.29,-94.99,20.32
19.83,-93.38,20.15
19.29,-94.63,19.97
17.86,-96.42,18.60
17.69,-98.75,19.80
16.61,-101.98,17.74
17.15,-103.59,16.19
15.90,-109.15,12.57
16.97,-112.37,12.91
17.69,-113.09,10.16
15.36,-112.19,9.30
17.86,-114.34,7.58
19.11,-117.75,1.89
16.97,-122.05,-5.34
17.51,-121.87,-10.33
16.08,-121.51,-14.81
17.69,-120.98,-22.21
19.83,-120.26,-28.76
19.65,-117.93,-31.68
21.08,-117.21,-31.68
21.08,-118.65,-31.68
20.54,-118.11,-29.79
20.01,-117.21,-30.65
20.01,-118.29,-28.93
19.83,-120.98,-24.97
20.36,-122.95,-17.91
16.61,-123.13,-11.88
15.90,-123.49,-7.06
11.25,-123.13,-1.55
10.36,-124.02,-1.72
8.93,-124.02,-1.72
10.00,-123.31,-2.76
9.11,-123.49,-2.24
9.47,-123.13,-0.86
11.97,-123.49,-0.17
12.15,-122.59,2.76
13.58,-120.08,4.13
15.01,-119.72,2.76
15.72,-119.00,3.10
17.15,-119.36,2.41
17.69,-120.26,1.55
18.94,-119.00,1.72
19.11,-118.83,0.52
19.29,-120.44,1.38
20.01,-119.72,1.03
20.72,-117.93,-1.38
22.15,-119.00,-1.38
23.58,-119.36,-3.79
24.47,-118.83,-5.34
25.37,-117.93,-8.27
25.19,-117.39,-11.88
25.55,-118.47,-10.50
24.29,-120.44,-13.09
24.29,-120.44,-14.46
23.22,-119.00,-18.25
23.94,-118.29,-21.35
23.04,-119.90,-23.94
22.69,-120.98,-24.97
21.97,-118.83,-25.66
21.97,-118.47,-25.31
21.97,-118.11,-25.31
23.94,-117.93,-25.14
24.83,-119.18,-20.15
24.83,-117.75,-14.29
24.65,-118.29,-8.27
24.47,-115.60,-1.89
23.04,-115.24,1.21
23.94,-117.57,1.72
23.76,-114.88,-0.17
23.94,-115.42,-0.69
22.87,-115.78,-2.41
23.94,-116.85,-7.23
25.19,-118.47,-10.50
25.90,-119.18,-16.36
26.44,-116.14,-26.17
27.33,-115.24,-31.86
26.80,-111.84,-34.78
29.12,-108.79,-37.71
30.01,-108.97,-38.57
28.76,-108.43,-37.02
28.76,-108.79,-37.37
29.30,-108.25,-37.19
30.19,-109.51,-37.02
28.76,-109.51,-37.02
31.26,-107.00,-38.40
31.26,-103.41,-41.50
30.37,-103.59,-41.67
33.41,-102.34,-40.47
32.51,-102.52,-39.95
33.76,-104.49,-34.96
33.94,-107.53,-32.37
31.26,-111.30,-27.03
30.55,-113.09,-21.52
29.48,-117.03,-18.77
22.87,-119.36,-9.30
22.33,-119.18,-6.37
20.36,-120.08,-1.03
17.51,-120.62,0.86
18.22,-119.36,2.07
19.11,-120.26,1.55
18.04,-120.26,2.24
17.69,-119.90,0.86
16.08,-118.65,3.10
14.29,-117.57,6.72
13.76,-113.45,13.60
9.29,-105.74,19.97
7.50,-103.59,21.70
7.86,-95.71,24.45
8.93,-89.79,24.62
10.36,-89.61,24.80
11.79,-91.05,23.42
12.15,-92.48,23.42
16.79,-90.33,23.07
22.33,-85.85,18.08
31.44,-74.92,8.95
36.44,-66.67,1.03
38.41,-63.62,-7.75
41.09,-63.80,-16.19
41.44,-66.67,-22.04
42.34,-67.57,-24.62
41.98,-66.49,-24.28
42.16,-65.60,-26.52
41.98,-65.78,-26.35
42.16,-66.31,-25.83
42.16,-66.31,-24.80
42.69,-65.42,-25.66
41.44,-67.03,-25.31
42.52,-66.67,-26.17
42.52,-66.67,-26.52
41.98,-66.85,-24.28
41.27,-66.13,-24.62
43.05,-65.78,-23.25
42.16,-65.24,-24.11
41.80,-64.88,-22.39
41.98,-63.62,-15.67
40.73,-66.31,-10.33
40.01,-74.20,-2.07
38.23,-83.52,2.07
38.05,-96.96,2.93
29.30,-110.40,2.76
19.65,-118.65,0.69
7.50,-121.87,2.76
-0.89,-122.41,6.03
-6.97,-119.18,11.19
-12.33,-113.09,16.70
-12.15,-109.69,17.91
-13.22,-105.74,21.70
-13.40,-101.62,23.25
-11.97,-100.90,23.25
-10.90,-102.34,23.59
-13.04,-107.36,20.49
-12.15,-112.91,16.88
-9.29,-116.85,14.46
-7.86,-116.14,12.40
-4.47,-119.18,11.54
-0.36,-122.95,5.17
7.15,-126.17,1.03
13.40,-122.41,-4.99
19.83,-120.62,-3.27
22.51,-120.44,-5.17
20.19,-119.90,-2.58
13.76,-123.49,-0.17
-2.68,-123.84,4.30
-9.11,-120.98,8.44
-10.54,-117.03,13.95
-8.93,-115.78,13.78
-7.32,-109.51,18.77
-5.18,-102.34,22.90
-4.11,-103.77,22.56
-6.07,-105.74,21.35
-6.07,-106.10,21.01
-8.75,-109.86,18.77
-8.93,-115.42,15.15
-10.00,-121.51,9.30
-9.11,-123.49,4.65
-7.86,-125.10,2.41
-0.18,-125.64,1.21
8.57,-123.31,1.38
17.33,-120.26,-0.86
23.76,-119.18,-3.96
19.29,-121.16,-2.07
11.08,-124.02,-3.79
-3.75,-127.43,-1.89
-7.32,-124.92,-0.86
-11.61,-123.49,1.55
-13.22,-119.72,8.61
-12.68,-119.18,12.23
-11.08,-115.06,14.81
-8.22,-110.40,20.32
-9.11,-104.49,21.18
-8.22,-106.10,21.35
-6.79,-113.99,16.19
-7.32,-120.98,8.44
-6.25,-123.84,1.55
-5.72,-125.82,-0.34
-3.39,-125.99,-3.96
1.97,-126.71,-3.62
6.25,-126.35,-4.99
9.65,-125.46,-7.23
10.18,-124.92,-6.37
6.43,-125.10,-5.51
0.71,-126.17,-4.48
-8.75,-124.56,1.55
-12.50,-122.23,5.17
-14.11,-119.90,11.54
-13.93,-112.91,15.15
-11.61,-110.58,18.77
-1.79,-108.97,18.94
3.22,-111.12,17.91
1.79,-112.55,15.50
0.54,-114.88,15.67
0.36,-119.00,10.68
-3.22,-123.31,5.85
-4.47,-123.84,2.58
-3.39,-125.99,-3.96
0.00,-127.61,-10.68
0.18,-128.50,-12.91
1.43,-127.25,-9.99
3.93,-127.25,-10.33
6.61,-125.99,-10.50
10.72,-125.46,-9.30
16.97,-120.26,-0.17
22.33,-112.73,7.75
25.19,-106.28,10.16
29.83,-91.58,12.23
34.12,-72.59,6.72
37.69,-63.98,-3.96
40.73,-63.80,-10.33
38.76,-64.34,-15.33
42.52,-63.80,-19.80
41.09,-62.37,-22.04
41.09,-62.37,-19.97
40.55,-64.34,-21.18
41.44,-64.88,-20.66
40.73,-64.88,-19.63
39.66,-64.88,-17.91
41.62,-65.78,-17.05
40.73,-64.52,-15.15
40.91,-63.27,-12.91
39.30,-63.45,-13.78
40.73,-63.45,-16.19
41.98,-65.42,-14.64
42.52,-68.11,-13.09
42.52,-71.33,-7.23
40.73,-83.88,2.41
35.91,-91.58,6.72
33.94,-94.99,6.54
32.33,-102.70,7.40
29.30,-106.46,5.51
25.55,-110.58,4.65
26.62,-113.81,4.65
24.65,-115.42,0.69
25.55,-116.32,-2.58
26.26,-117.03,-3.27
27.33,-115.24,-6.37
26.97,-115.60,-7.75
25.01,-119.36,-11.71
22.33,-119.90,-13.60
21.79,-120.80,-14.46
21.97,-119.90,-13.95
25.01,-120.80,-11.71
27.33,-117.39,-8.44
26.97,-114.17,-4.30
27.69,-112.73,-1.89
27.69,-110.58,2.58
27.87,-110.04,7.58
25.90,-109.51,8.09
24.83,-109.86,7.75
20.90,-113.09,8.78
19.29,-113.63,9.64
18.58,-113.63,10.33
19.11,-111.66,9.13
17.86,-110.40,13.78
16.79,-101.80,19.29
14.65,-96.06,22.04
13.04,-97.32,22.21
10.90,-96.24,22.90
9.11,-93.73,23.25
9.29,-83.70,23.59
9.65,-73.48,21.01
11.25,-61.12,14.98
10.90,-54.66,10.50
16.08,-50.54,5.85
16.26,-51.08,5.34
15.72,-50.90,4.82
14.65,-50.90,4.82
14.83,-52.87,7.06
17.51,-54.13,8.27
18.76,-56.10,8.78
21.26,-60.76,8.44
26.62,-65.42,8.44
28.05,-66.85,9.82
29.65,-69.18,9.30
27.87,-67.39,10.33
25.37,-63.80,9.13
24.29,-61.65,9.99
22.33,-60.40,11.88
20.19,-59.32,10.16
17.51,-59.14,12.40
16.79,-59.86,12.40
17.86,-60.94,13.78
17.86,-67.75,16.53
18.76,-72.94,19.11
21.08,-81.37,20.66
19.65,-92.12,20.66
20.01,-96.78,18.60
20.19,-95.88,19.46
21.44,-96.78,16.53
21.79,-95.17,17.39
22.15,-94.63,17.56
22.69,-96.96,16.70
23.04,-104.13,13.95
24.47,-109.51,8.44
25.37,-114.34,2.41
25.19,-115.60,-1.21
28.22,-115.06,0.34
26.97,-112.73,-0.17
27.15,-113.63,0.00
26.26,-115.96,1.21
25.90,-114.88,2.58
26.26,-114.17,1.55
26.26,-112.01,1.21
25.55,-116.32,1.21
23.22,-115.78,0.34
22.87,-115.42,1.38
22.33,-116.32,3.62
21.26,-116.32,2.58
17.86,-117.21,6.20
17.86,-114.34,9.64
18.04,-113.09,12.23
16.97,-113.09,10.50
19.29,-116.14,6.89
18.22,-119.72,2.41
15.72,-121.16,1.38
15.18,-121.69,-0.52
16.26,-122.77,-3.96
16.61,-123.13,-5.85
16.61,-122.41,-6.03
15.36,-120.80,-3.79
15.72,-122.95,-1.72
13.58,-120.44,3.79
12.68,-116.32,10.50
12.68,-112.73,14.64
14.83,-109.15,16.01
15.90,-114.52,11.54
17.51,-117.93,5.85
16.43,-120.80,2.41
17.86,-119.72,0.34
18.40,-121.69,-0.17
20.36,-120.80,-4.82
23.94,-120.44,-5.17
22.33,-119.90,-5.68
20.01,-121.16,-2.41
18.76,-120.98,-0.86
14.65,-120.80,1.72
12.15,-119.00,7.23
14.11,-117.75,7.75
14.47,-115.60,9.13
15.01,-115.42,10.68
17.86,-116.85,7.92
18.58,-118.29,3.79
18.22,-118.65,0.00
19.29,-119.72,0.34
18.58,-119.72,-1.03
22.51,-116.85,-3.44
24.29,-117.93,-5.17
26.26,-117.75,-6.72
24.47,-118.83,-3.96
23.94,-116.85,-2.07
19.65,-119.36,0.00
16.61,-118.47,4.65
17.51,-115.78,7.92
18.04,-113.09,10.50
20.72,-107.89,14.81
20.01,-105.74,15.50
20.01,-110.04,12.74
19.83,-112.01,8.78
20.90,-115.96,3.96
20.72,-114.34,5.85
21.79,-116.50,2.07
24.47,-115.24,2.24
25.37,-115.42,-0.34
26.62,-115.96,-1.21
23.22,-116.14,-1.03
22.69,-117.03,1.89
16.97,-118.11,3.27
14.65,-118.29,5.85
14.47,-116.67,7.40
16.08,-113.63,10.68
17.51,-111.84,12.40
18.58,-114.70,9.30
16.97,-116.32,5.68
19.83,-118.11,2.58
18.40,-119.54,1.89
20.01,-119.72,0.34
21.44,-119.72,-1.38
22.51,-117.57,-3.44
25.37,-117.93,-4.82
26.08,-117.21,-3.44
23.22,-117.57,-1.38
21.79,-119.00,-1.03
17.51,-116.14,4.82
16.08,-113.27,11.36
15.90,-106.82,16.19
19.65,-93.55,18.94
24.29,-90.69,18.94
22.69,-95.88,17.05
22.15,-105.74,14.46
20.90,-109.86,11.88
18.58,-116.85,4.13
23.04,-118.11,-1.89
24.65,-116.14,-2.41
28.05,-114.17,-2.24
30.19,-111.30,-2.24
30.19,-113.45,-2.58
27.51,-113.63,-0.34
25.37,-114.34,0.34
22.51,-117.93,0.69
20.01,-116.50,5.17
16.08,-113.63,10.33
17.86,-107.18,15.50
22.33,-97.32,17.39
23.58,-94.63,17.56
23.58,-95.71,16.88
23.94,-101.44,13.09
24.65,-108.25,11.71
23.22,-111.48,7.58
24.12,-111.30,7.06
24.12,-111.66,5.34
26.62,-111.66,2.58
29.83,-112.01,1.55
29.30,-110.04,-1.38
28.76,-111.30,0.17
28.94,-110.04,0.00
30.37,-110.76,-0.34
29.48,-111.30,0.52
29.83,-109.51,2.24
28.58,-107.53,2.76
31.98,-103.77,6.03
33.94,-94.99,6.20
36.08,-88.90,4.82
35.91,-80.47,5.34
37.51,-69.18,0.69
38.41,-62.19,-6.37
40.01,-63.09,-13.43
41.09,-66.31,-21.35
40.73,-63.80,-23.42
42.52,-64.52,-22.73
41.27,-63.62,-22.56
41.44,-65.24,-22.73
42.16,-65.24,-23.76
43.05,-66.13,-22.56
43.41,-69.54,-22.39
45.20,-78.32,-20.49
45.73,-82.80,-17.56
45.20,-91.94,-15.67
41.98,-97.68,-13.95
41.98,-98.04,-13.95
40.55,-99.47,-12.23
41.27,-99.47,-13.26
41.62,-99.11,-9.82
41.44,-98.21,-7.92
40.01,-98.75,-5.34
37.69,-97.68,0.52
36.62,-101.26,2.58
34.66,-101.80,3.44
32.51,-101.44,5.17
31.26,-101.62,6.72
31.08,-102.52,7.23
31.62,-102.34,6.03
32.33,-103.05,4.30
36.08,-102.52,0.69
38.41,-101.62,-4.30
40.37,-102.70,-7.75
38.94,-103.23,-11.02
39.66,-103.95,-13.43
36.44,-105.74,-15.50
39.48,-105.92,-17.74
38.05,-106.64,-16.36
37.87,-104.67,-16.88
38.76,-105.20,-19.80
40.01,-104.67,-22.39
39.48,-104.49,-21.52
39.48,-102.34,-18.42
41.09,-102.16,-14.81
41.44,-99.29,-14.12
42.52,-97.86,-10.33
42.87,-93.20,-7.23
44.30,-88.54,-6.20
42.87,-88.54,-4.82
39.66,-94.63,-2.07
36.98,-103.41,-2.93
29.83,-114.17,-3.96
22.15,-119.72,-6.20
17.15,-122.95,-5.85
9.11,-125.28,-2.58
3.22,-120.08,7.92
1.43,-114.34,15.15
0.54,-108.07,19.11
1.07,-105.38,21.70
1.07,-111.84,17.91
1.43,-116.14,13.78
0.71,-120.08,8.61
4.47,-124.20,3.62
9.29,-123.31,3.27
12.50,-122.95,-2.07
14.65,-124.02,-6.89
15.36,-123.66,-7.58
10.54,-124.92,-5.68
5.36,-125.46,-3.44
-0.54,-125.28,-0.17
-5.72,-123.66,3.44
-8.22,-119.72,8.27
-9.47,-114.52,14.98
-8.22,-111.48,19.29
-7.15,-107.53,20.32
-5.18,-107.71,20.84
-7.15,-108.61,20.32
-7.32,-110.58,19.46
-7.50,-116.14,14.81
-5.72,-121.16,8.95
-0.89,-123.13,2.58
1.79,-126.53,-7.23
5.90,-126.35,-9.47
11.08,-124.38,-11.02
15.54,-124.92,-12.91
12.68,-123.84,-9.82
10.36,-125.46,-5.34
5.00,-126.89,-4.82
3.39,-125.99,-0.86
0.89,-121.69,4.99
-2.86,-120.08,11.36
-3.93,-112.19,16.88
-1.43,-105.38,23.07
-0.18,-103.77,22.56
-1.07,-108.25,19.63
-2.86,-116.50,14.46
-1.07,-119.36,9.99
-1.07,-123.66,4.48
3.39,-123.49,1.21
7.68,-122.77,0.17
12.50,-122.23,-1.72
15.01,-122.59,-6.54
15.54,-125.28,-7.75
10.72,-125.10,-6.20
2.68,-126.35,-4.99
-5.00,-125.46,2.41
-10.72,-122.23,6.89
-14.11,-119.54,10.16
-14.83,-114.88,14.29
-12.68,-113.09,17.05
-8.40,-108.43,20.15
-4.47,-107.00,19.46
-6.43,-110.04,19.63
-9.65,-113.63,16.88
-6.61,-113.81,14.64
-1.97,-119.18,12.23
1.61,-120.98,6.72
3.22,-122.95,1.03
3.04,-124.20,2.93
2.32,-123.49,0.86
3.57,-125.82,-2.76
3.04,-126.71,-3.62
2.68,-125.99,-2.58
-2.86,-124.74,3.44
-4.64,-122.95,7.23
-8.04,-116.32,13.60
-9.47,-113.81,16.70
-9.65,-112.19,16.88
-9.29,-112.19,17.22
-7.32,-115.60,12.91
-6.97,-119.54,11.54
-7.86,-122.59,5.51
-4.82,-124.92,-1.21
-5.18,-125.64,-3.96
-4.29,-126.89,-5.85
-1.97,-127.79,-6.72
-2.32,-125.99,-7.06
-3.93,-126.89,-4.13
-4.47,-124.20,2.58
-5.72,-121.87,9.30
-7.68,-117.03,11.88
-9.11,-117.39,11.88
-9.47,-119.90,10.85
-8.22,-121.16,8.27
-8.04,-122.41,6.03
-6.43,-125.82,-2.41
-5.18,-125.64,-7.75
-3.93,-128.68,-9.30
-3.57,-128.32,-11.36
0.00,-128.32,-15.50
-3.93,-128.68,-14.12
-3.75,-128.86,-8.44
-6.79,-125.82,-3.44
-7.86,-123.66,6.54
-8.93,-120.44,9.99
-7.86,-116.85,13.78
-6.97,-117.75,11.88
-6.61,-120.62,8.09
-5.54,-122.23,6.89
-4.11,-125.28,3.96
-3.39,-125.64,-1.21
2.32,-128.15,-6.37
4.29,-126.17,-8.95
7.15,-126.17,-9.99
7.50,-128.32,-9.30
3.22,-126.53,-7.92
1.97,-126.71,-3.27
-0.71,-125.10,0.34
-9.11,-123.84,3.96
-11.43,-120.80,8.27
-12.68,-116.67,12.23
-11.79,-113.27,15.33
-9.83,-113.45,16.70
-11.25,-113.45,16.70
-8.40,-117.75,13.60
-6.79,-120.44,8.27
-3.75,-123.84,2.24
-0.54,-125.99,-2.24
1.97,-126.71,-3.96
8.93,-126.53,-7.58
10.54,-125.64,-9.82
8.93,-124.74,-10.68
8.40,-124.92,-8.09
2.32,-128.50,-7.06
-0.18,-126.35,-1.55
-5.90,-123.49,4.30
-11.08,-121.87,6.54
-10.54,-117.39,11.88
-10.18,-114.52,16.01
-8.57,-111.48,18.25
-8.22,-113.27,16.70
-7.15,-116.50,14.12
-6.61,-116.67,13.60
-4.64,-122.59,8.61
-4.82,-124.56,4.99
-3.75,-123.49,3.62
-0.71,-124.74,-1.38
2.68,-127.07,-6.03
5.18,-125.82,-3.10
11.25,-124.20,-0.86
18.04,-116.32,5.68
27.69,-103.05,9.13
36.62,-74.74,3.27
37.16,-64.16,-5.17
38.05,-62.55,-10.50
39.66,-64.16,-15.50
41.98,-65.06,-21.52
40.19,-63.98,-22.21
40.55,-63.62,-25.31
41.44,-65.95,-22.73
42.69,-65.78,-24.97
41.98,-65.78,-26.00
43.05,-66.49,-26.00
43.41,-67.57,-25.31
43.94,-67.39,-26.17
41.80,-67.75,-25.83
42.69,-66.13,-25.66
42.52,-66.67,-25.48
41.80,-69.18,-25.83
42.16,-67.39,-25.83
41.44,-66.67,-25.48
42.52,-67.39,-26.17
41.98,-66.13,-24.97
41.44,-67.03,-25.14
41.98,-66.13,-26.00
42.34,-67.57,-26.00
42.52,-67.03,-24.11
41.62,-66.13,-24.97
41.98,-65.42,-20.84
41.27,-66.49,-15.33
39.66,-71.69,-5.51
39.48,-73.66,-1.55
38.05,-82.26,5.68
32.69,-92.66,8.78
30.55,-100.54,9.47
26.97,-108.43,9.47
23.04,-111.30,7.75
18.22,-115.42,9.64
16.61,-114.52,8.78
18.58,-115.06,7.23
16.61,-115.96,8.09
18.40,-114.88,6.72
18.22,-116.85,5.85
17.86,-117.93,5.17
18.76,-117.39,6.03
17.86,-119.36,3.79
19.29,-120.08,-1.03
20.90,-120.62,-2.93
21.62,-119.54,-6.03
21.26,-119.54,-7.75
22.15,-120.08,-9.30
23.04,-118.83,-9.47
24.12,-119.18,-8.09
23.40,-117.03,-4.30
24.83,-116.32,-0.17
22.69,-113.81,4.65
23.76,-112.01,5.34
22.51,-111.48,7.23
26.62,-110.94,6.37
25.01,-110.04,6.20
24.65,-111.12,4.82
25.90,-110.22,6.03
26.62,-109.15,6.72
25.90,-110.22,6.37
26.26,-110.58,4.30
26.97,-114.17,0.52
26.62,-115.24,-4.30
27.69,-116.32,-11.88
28.58,-115.96,-19.46
30.37,-114.34,-25.48
28.94,-112.91,-28.93
31.08,-111.12,-31.68
30.37,-112.55,-31.00
30.01,-111.12,-31.00
30.73,-113.27,-30.65
29.30,-112.55,-27.21
27.69,-114.88,-22.56
24.12,-119.72,-16.53
22.51,-121.87,-9.99
19.65,-121.16,-4.48
17.51,-121.51,-5.85
18.22,-122.23,-7.58
17.69,-120.62,-6.37
17.86,-121.16,-3.44
18.76,-122.05,-4.30
18.22,-121.16,-3.10
18.40,-121.33,-3.62
18.76,-120.98,-2.93
17.86,-120.80,-1.38
17.15,-117.21,4.48
13.58,-111.84,13.09
14.65,-106.10,19.63
13.04,-98.75,20.84
13.04,-92.66,22.21
14.47,-89.79,22.56
15.72,-89.97,21.70
14.29,-90.33,22.04
16.61,-89.79,22.56
16.79,-91.76,19.97
18.94,-95.35,18.94
22.33,-99.11,16.36
23.40,-103.41,13.26
24.83,-107.36,10.16
22.87,-110.40,8.27
20.01,-113.63,6.54
18.94,-116.85,2.07
19.29,-116.14,3.79
20.36,-116.85,3.44
22.69,-112.73,5.34
28.40,-112.37,1.21
33.76,-107.71,-6.72
38.05,-103.41,-11.88
39.66,-100.19,-14.64
42.87,-94.09,-22.90
43.77,-90.51,-26.35
42.34,-89.43,-29.45
43.77,-89.79,-29.10
43.41,-82.26,-29.45
45.37,-77.42,-24.80
44.12,-70.43,-14.98
41.44,-65.24,-11.02
40.55,-65.06,-8.44
38.05,-64.70,-6.03
39.12,-63.62,-9.82
40.37,-63.09,-12.74
40.01,-64.88,-16.88
41.62,-64.70,-19.80
41.27,-64.34,-23.59
42.52,-65.60,-24.45
41.09,-66.31,-24.45
42.87,-65.95,-24.80
40.73,-67.03,-24.45
42.34,-65.78,-26.00
42.16,-64.52,-24.11
41.62,-65.78,-26.00
41.98,-66.49,-25.31
41.44,-65.60,-24.80
42.34,-66.49,-23.94
41.27,-66.49,-25.31
41.80,-66.31,-25.14
40.73,-67.75,-24.80
41.44,-64.88,-24.80
42.34,-65.78,-26.00
42.34,-67.57,-24.97
41.98,-66.49,-24.62
42.16,-67.39,-23.42
41.98,-66.13,-23.59
42.87,-66.31,-24.45
42.52,-66.31,-24.45
41.44,-66.67,-24.11
42.52,-65.95,-24.45
41.62,-67.93,-25.31
42.52,-65.95,-24.45
43.05,-65.78,-25.31
42.69,-66.49,-25.31
42.16,-67.03,-24.11
41.98,-65.78,-26.35
41.62,-63.98,-24.62
43.23,-66.31,-24.45
41.27,-66.49,-24.97
41.80,-66.67,-25.48
42.34,-66.85,-23.94
40.91,-66.49,-25.31
41.98,-66.49,-25.66
42.52,-65.95,-24.80
41.98,-66.13,-24.62
42.34,-67.21,-25.31
41.80,-66.67,-24.11
41.98,-66.85,-25.66
42.52,-65.95,-24.45
42.16,-66.31,-24.11
41.80,-65.60,-23.76
42.16,-67.39,-24.11
41.98,-66.85,-24.62
42.69,-65.42,-24.97
41.98,-66.49,-25.31
42.16,-65.24,-25.14
42.34,-66.49,-24.62
40.19,-66.85,-25.31
43.59,-66.67,-24.11
42.69,-66.85,-24.97
42.69,-66.13,-24.62
41.80,-67.03,-24.80
41.27,-65.06,-23.94
41.62,-65.78,-23.25
40.73,-65.95,-16.53
41.80,-65.95,-8.61
39.48,-72.94,-1.89
38.23,-78.86,3.44
34.12,-85.85,9.82
29.48,-96.96,13.26
26.62,-97.68,14.64
23.76,-104.85,13.95
19.29,-106.46,12.40
17.51,-108.61,15.15
19.11,-110.94,12.91
17.86,-110.40,11.71
18.94,-110.40,12.40
21.44,-112.55,9.99
19.65,-115.42,5.51
20.72,-115.42,3.10
21.26,-117.39,2.58
19.83,-118.47,0.52
20.36,-119.36,0.34
19.11,-119.54,-3.27
20.54,-119.90,-6.72
