gX,gY,gZ 
-19.04,-2.84,-2.29
-24.50,0.02,5.09
-18.77,-0.43,5.85
-29.03,-0.64,1.53
-20.52,1.83,0.91
-13.09,1.15,0.41
2.41,-0.49,-1.05
3.34,-2.10,-1.36
0.51,-2.20,-2.10
-6.72,-1.13,-0.80
-17.47,-0.87,-1.67
-23.61,0.43,-2.10
-32.19,-0.41,-2.80
-20.15,-4.14,-4.43
-3.24,-1.05,-2.82
5.65,-0.25,0.37
1.92,-0.27,1.87
1.07,1.11,0.87
0.97,1.05,0.04
1.22,4.55,-2.72
-5.83,1.61,-1.20
-2.49,-1.01,0.17
-1.05,-1.07,4.31
4.80,0.97,4.45
13.76,-1.55,4.08
-1.46,-2.39,9.40
8.43,-8.00,14.42
24.64,-10.59,14.94
16.38,-10.26,10.01
10.67,-5.75,5.25
-14.40,1.07,-4.53
-23.02,7.58,-5.61
-15.66,11.72,-3.34
-8.53,6.12,-2.86
-11.97,4.24,-0.56
-8.68,0.31,-0.27
-8.00,0.12,-3.57
7.15,0.95,-2.41
12.30,-8.04,3.89
14.57,-7.19,9.13
20.17,-9.03,7.83
27.10,-10.16,7.79
20.28,-7.05,4.39
0.58,-0.23,-3.57
-28.64,6.74,-14.51
-30.72,10.78,-8.24
-11.62,10.26,-2.64
-4.72,5.36,-3.92
-8.63,-2.58,-4.27
-8.24,0.72,-8.28
-0.02,1.94,-3.59
3.21,0.39,3.36
16.44,-3.57,6.18
8.80,-0.14,9.36
11.72,-3.01,9.97
20.94,-3.83,6.82
12.71,-9.00,2.91
8.82,-5.63,-1.38
-7.05,2.70,-5.85
-16.49,2.95,-7.23
-16.36,4.92,-5.81
-7.31,5.15,-5.23
-0.93,4.59,-7.42
-4.99,0.06,-5.85
-5.52,-3.05,-5.91
-8.39,-2.47,-5.19
2.51,2.97,1.98
2.66,2.55,2.43
11.52,-3.54,5.79
13.27,-4.53,11.99
25.63,-6.20,9.17
19.88,-7.71,2.60
29.26,-7.31,2.58
20.03,-4.29,0.85
-12.22,2.93,-4.14
-24.79,7.69,-9.95
-23.70,7.95,-10.78
-13.77,11.66,-9.42
1.13,1.32,-7.48
-10.65,-0.89,-5.44
-3.32,-3.34,-6.88
-4.37,1.30,-7.95
-1.38,0.33,2.91
4.24,-1.75,6.00
9.54,-1.46,8.80
4.25,-4.47,14.79
10.72,-6.70,12.69
16.88,-9.36,2.99
18.98,-6.35,2.29
-5.36,2.08,-3.59
-23.88,4.92,-9.03
-25.08,5.67,-7.56
-13.15,6.57,-6.00
-11.60,7.17,-3.92
2.99,2.78,-7.48
-12.61,1.19,-8.53
-5.58,-1.57,-7.27
-4.18,1.98,-7.05
4.84,2.45,4.72
12.61,-1.46,10.59
20.03,-5.65,11.09
22.54,-4.12,11.89
34.82,-6.26,9.25
38.70,-10.43,7.85
37.85,-11.81,4.97
-11.87,-1.24,-7.29
-40.57,8.08,-14.20
-44.28,9.99,-8.90
-26.07,8.67,-4.78
-9.64,3.28,-5.27
-20.32,5.69,-9.64
-3.73,1.59,-11.73
-3.07,0.66,-14.24
-2.43,0.29,1.34
4.31,2.55,4.47
10.32,-2.93,10.26
8.57,-5.79,13.85
9.29,-5.19,13.21
28.31,-4.64,14.09
30.68,-7.79,11.70
35.32,-11.62,11.81
24.67,-10.59,3.91
0.82,-3.48,-3.75
-18.52,2.37,-11.66
-40.37,6.31,-17.10
-37.22,12.26,-8.94
-22.54,9.21,-5.30
-7.05,4.84,-7.85
-9.17,1.55,-8.53
-10.28,-1.46,-8.43
-14.96,1.11,-7.71
-0.72,2.23,-3.59
1.03,1.42,0.08
2.74,1.19,-0.58
2.84,1.73,-1.48
2.33,1.69,-1.65
9.87,1.26,-1.73
16.20,-0.82,-0.87
19.12,-5.19,-3.09
19.84,-7.19,-12.32
8.96,-4.08,-21.27
33.24,-5.52,-20.59
28.99,-12.24,-15.10
13.77,-17.56,-3.40
7.34,-18.73,7.44
15.41,-12.59,-1.61
-2.76,-0.58,0.33
10.61,2.12,0.60
1.63,0.25,-0.82
0.45,0.84,-0.51
0.21,0.31,1.05
5.83,1.98,5.32
-2.33,5.54,13.00
-1.57,4.76,18.55
1.53,4.37,18.18
4.08,4.66,14.86
2.76,3.77,10.41
-0.27,3.56,5.46
0.39,1.13,1.17
-0.04,1.17,-3.03
-8.63,10.59,-3.98
-9.11,15.31,-4.72
-14.80,16.86,-5.69
-15.81,15.87,-7.54
-14.82,14.34,-6.00
-16.90,11.93,-6.12
-6.43,9.42,-3.85
-0.33,3.30,-1.79
1.30,0.54,0.76
1.32,-5.09,2.31
3.67,-13.19,4.57
15.02,-18.42,6.88
16.01,-20.83,8.20
9.38,-20.75,9.15
17.27,-18.94,7.81
14.01,-17.12,5.36
3.59,-6.76,4.57
1.61,1.53,-1.59
-3.32,1.24,-2.23
0.27,-4.99,-0.19
0.16,-8.67,-0.16
0.47,-4.53,-0.84
2.06,5.19,-1.50
8.98,7.97,-9.23
-14.24,20.56,-8.59
-30.89,23.02,-11.60
-19.00,22.38,-18.42
-23.97,12.75,-21.00
-8.84,6.51,-13.21
-5.75,6.45,-0.99
-4.22,5.19,21.88
-14.59,0.19,25.96
-0.64,-9.89,28.19
6.76,-16.73,29.76
19.82,-19.41,25.96
30.39,-18.03,25.53
43.40,-8.18,23.59
19.43,-8.78,15.83
19.72,-9.95,10.30
4.80,0.56,-4.95
-28.09,17.04,-20.22
-25.14,18.69,-20.15
-26.58,23.74,-21.20
-15.02,19.04,-29.03
-4.95,15.87,-20.71
-16.13,3.13,-4.95
-8.22,-1.90,-2.74
-5.87,1.94,2.89
13.48,-10.78,14.12
7.21,-18.22,24.77
21.86,-25.14,29.96
17.58,-26.31,28.00
18.18,-19.25,23.24
19.66,-17.23,15.33
22.17,-14.57,12.98
15.02,-12.32,1.38
-3.83,5.30,-8.30
0.84,14.63,-18.11
-9.83,17.08,-25.70
-21.33,22.91,-32.68
-24.09,23.76,-26.52
-33.75,18.55,-23.80
-18.36,18.83,-14.24
3.03,11.40,-13.58
-12.08,3.03,-12.78
3.87,-2.66,-8.30
18.07,-6.41,12.28
9.36,-11.17,14.28
15.15,-20.01,13.41
17.54,-20.85,15.91
25.16,-18.81,17.60
30.29,-17.80,20.92
28.31,-13.85,20.85
27.53,-12.20,12.65
-12.36,10.28,-14.07
-19.49,16.51,-21.35
-24.36,21.86,-24.34
-22.50,25.02,-25.68
-18.77,22.38,-25.26
-11.31,17.47,-21.39
6.04,5.83,-17.72
-14.36,-0.82,-7.67
-16.05,0.10,-7.73
4.92,-2.23,5.13
11.89,-9.93,19.31
13.58,-15.70,26.77
13.31,-15.68,23.99
14.20,-17.99,24.29
14.73,-22.63,29.69
8.67,-26.11,27.63
4.10,-27.06,23.18
13.15,-23.92,8.82
0.17,-1.59,-1.63
-1.52,17.39,-13.95
-10.71,20.83,-28.23
-16.75,20.03,-33.09
-23.96,20.19,-33.07
-28.07,21.53,-23.99
-11.52,19.18,-9.50
-8.88,7.15,-5.67
-12.20,1.46,-1.30
-17.10,-2.37,3.50
-0.16,-5.56,4.22
15.25,-16.18,13.09
16.90,-21.10,21.41
23.64,-19.76,24.25
21.43,-9.42,18.28
8.72,-0.49,5.44
0.33,5.81,-8.49
-4.82,11.05,-16.90
-13.19,13.43,-18.30
-12.71,13.52,-14.28
-16.77,10.49,-11.83
-25.24,7.91,-7.21
1.34,9.44,-5.27
0.43,4.31,-3.79
-18.59,-4.49,-1.90
13.06,-13.19,1.81
19.39,-18.94,9.81
17.41,-19.64,14.49
24.27,-11.73,13.17
17.02,-6.04,9.17
-3.56,-2.04,2.51
-10.74,4.66,-6.26
-14.80,11.60,-8.57
-10.43,14.44,-9.89
-23.20,14.88,-10.88
-17.04,11.97,-7.50
-19.53,11.25,-7.13
-3.57,7.93,-6.61
-4.24,-2.66,-0.14
8.53,-14.30,4.60
19.49,-20.63,8.20
24.64,-21.31,13.06
16.86,-12.36,11.13
15.48,-6.57,8.63
2.08,2.12,-1.03
-9.68,9.58,-11.05
-12.59,16.94,-17.60
-6.43,19.78,-15.56
-15.91,20.09,-14.51
0.60,15.97,-12.40
-29.30,14.32,-17.33
-8.26,8.76,-14.22
1.69,2.58,-5.17
4.00,-5.52,3.71
17.50,-10.76,11.15
11.91,-13.68,14.26
16.71,-21.37,23.12
15.80,-29.38,28.04
14.82,-17.08,21.74
14.32,-8.63,10.63
11.15,-5.01,4.12
2.08,1.22,-6.84
-7.17,9.60,-15.87
-14.18,13.04,-21.10
-15.54,15.81,-18.59
-21.22,15.64,-13.21
-1.55,11.09,-13.76
-12.80,7.58,-14.98
-6.94,3.26,-12.10
-2.21,-0.31,-2.82
7.07,-3.23,5.69
7.58,-5.73,9.27
11.91,-11.73,13.54
12.45,-13.43,18.59
22.98,-16.28,19.91
21.16,-11.40,17.62
20.98,-11.46,11.93
14.42,-8.20,5.44
0.51,-1.09,-3.48
-6.88,6.57,-12.16
-14.20,7.17,-16.67
-8.53,8.90,-14.57
-20.24,12.12,-12.10
-9.81,14.59,-8.14
-8.74,6.31,-10.16
-11.13,0.54,-8.72
-9.19,5.05,-6.92
10.32,5.40,-11.15
15.23,8.84,-21.08
20.69,5.44,-41.34
49.45,-15.54,-51.45
38.80,-19.39,-28.72
24.83,-9.66,-8.55
15.31,-6.72,2.99
28.79,-9.03,7.97
-15.80,-7.73,2.41
-0.49,-10.53,3.48
-2.99,-7.23,5.11
11.54,3.67,0.43
-1.50,1.59,0.97
1.55,-1.59,-0.19
0.06,1.17,0.39
0.06,0.19,-0.41
1.17,0.56,-0.33
0.02,0.54,-0.54
0.00,0.51,-0.39
-0.82,0.51,-0.45
0.17,0.62,-0.43
-0.74,0.60,-0.17
-0.84,0.58,-0.37
0.14,0.56,-0.33
-0.10,0.45,-0.43
-0.35,0.52,-0.52
0.27,0.60,-0.49
0.23,0.49,-0.64
0.12,0.47,-0.56
-2.14,-0.33,-3.23
-11.39,7.56,-4.20
-18.22,11.75,-0.64
-20.79,16.11,5.79
-21.64,16.24,9.17
-23.10,14.24,13.11
-14.77,8.70,18.22
-13.46,4.10,22.30
-7.85,3.09,21.62
10.96,-2.78,18.75
-2.00,-0.51,10.84
6.55,0.00,2.20
-4.53,-1.11,-0.84
2.16,-0.66,0.43
-0.91,-2.39,2.88
0.54,-6.59,4.35
0.25,-9.81,7.11
4.57,-12.16,6.94
-0.91,-13.81,8.41
0.43,-14.67,4.90
1.87,-15.64,3.11
4.10,-13.37,1.61
1.63,-14.14,3.09
6.43,-12.03,0.91
4.31,-7.29,1.85
5.19,6.80,-3.03
13.95,5.93,-4.76
20.81,2.88,-4.04
5.21,2.35,-2.20
8.06,1.90,-1.48
4.95,0.21,-5.15
-4.93,-0.06,-5.63
0.00,0.95,-2.35
-1.09,1.28,-1.36
2.00,0.89,-1.44
-0.74,0.78,-1.19
-3.15,1.40,-1.65
-16.49,4.95,-4.51
-25.59,7.48,-5.71
-30.81,5.89,-6.28
-30.58,3.48,-5.58
-26.17,1.26,-3.40
-21.55,1.38,-2.66
-12.28,0.08,-2.66
-3.34,-0.08,-1.13
3.65,0.68,0.45
0.76,1.15,-0.41
-2.55,8.84,3.59
1.75,19.72,8.55
4.14,25.57,10.30
2.14,25.30,8.63
3.87,24.62,5.07
1.48,20.40,-0.80
-6.94,9.66,-3.38
1.75,-2.18,-0.99
5.13,-1.11,0.12
2.82,-0.66,-0.78
2.68,-0.70,-0.80
1.94,-1.61,-0.31
3.28,-2.49,0.62
7.25,-1.30,1.94
13.35,-0.76,2.68
24.87,4.22,4.64
30.08,2.62,3.28
26.87,-4.20,3.92
23.96,-2.74,5.07
17.97,-2.04,3.96
5.05,-1.07,0.45
1.32,0.06,-0.02
-0.39,0.33,0.23
-2.95,-3.94,7.38
-1.15,-7.44,14.20
2.41,-12.03,19.29
-3.81,-14.22,23.26
-2.37,-16.05,23.33
0.12,-14.90,22.52
1.03,-12.40,20.98
-1.69,-7.87,14.80
-1.44,-8.45,9.05
0.19,-1.90,-0.76
2.70,2.14,-5.91
2.89,-2.95,-8.16
-13.29,-16.61,-16.77
-3.52,-17.14,-18.26
-2.18,-16.53,-18.88
-8.16,-13.27,-14.82
-12.30,-16.75,-10.69
-6.35,-8.68,-8.33
-5.11,0.31,-2.58
-15.66,0.43,-4.33
-32.64,10.88,-12.78
-19.49,17.12,-13.89
-20.79,11.73,-17.70
-17.72,6.06,-11.73
-2.45,6.57,-3.07
9.07,2.00,2.08
8.37,-2.21,0.39
23.41,-5.03,3.85
18.20,-9.77,3.61
13.43,-10.72,2.18
-2.93,-6.72,2.51
4.57,2.02,1.01
-0.89,-1.05,0.17
-1.05,0.89,-0.43
0.31,0.08,-0.56
-0.62,0.35,-0.52
0.35,0.25,-0.47
0.14,0.19,-0.17
0.47,0.41,-0.39
0.39,0.47,-0.41
0.02,0.41,-0.60
0.37,0.41,-0.45
0.54,0.43,-0.35
0.16,0.39,-0.39
-0.60,0.51,-0.39
-0.37,0.49,-0.25
0.25,0.49,-0.43
-0.08,0.41,-0.49
0.78,0.49,-0.37
-0.02,0.43,-0.52
0.25,0.52,-0.51
0.00,0.41,-0.58
-0.08,0.39,-0.35
0.04,0.47,-0.49
0.19,0.41,-0.49
0.02,0.33,-0.51
-0.06,0.43,-0.35
0.14,0.49,-0.54
0.19,0.51,-0.54
0.02,0.45,-0.41
0.14,0.49,-0.27
0.23,0.49,-0.43
0.21,0.64,-0.49
0.19,0.58,-0.45
0.37,0.52,-0.51
0.64,0.45,-0.60
0.06,0.39,-0.37
0.37,0.41,-0.39
0.00,0.47,-0.51
-0.25,0.45,-0.43
0.31,0.37,-0.35
-0.27,0.47,-0.49
-0.04,0.49,-0.47
0.68,0.47,-0.52
0.76,0.51,-0.41
0.08,0.37,-0.52
0.33,0.49,-0.47
0.06,0.43,-0.45
-0.19,0.39,-0.31
0.17,0.47,-0.37
0.31,0.47,-0.54
0.23,0.37,-0.51
0.31,0.51,-0.39
-0.12,0.60,-0.35
0.06,0.47,-0.29
0.08,0.54,-0.37
-10.74,3.89,-3.89
-9.36,7.25,-3.01
-11.29,9.95,-2.72
-23.10,14.69,2.02
-20.52,16.69,8.14
-15.64,17.66,11.72
-20.57,14.63,14.11
3.98,3.87,28.25
0.89,1.19,24.42
-4.31,2.93,16.01
2.18,4.06,7.32
-0.21,1.05,-0.62
-3.32,-0.37,1.13
2.21,-5.63,5.01
6.70,-12.05,11.50
5.01,-18.34,16.69
-0.10,-21.24,16.53
8.70,-18.42,12.69
-0.35,-18.48,11.52
8.16,-17.33,12.47
12.96,-9.89,5.67
-16.18,2.37,0.08
-25.63,7.09,-3.48
-14.92,9.87,-2.23
-4.25,11.33,3.69
-9.83,11.39,7.05
-6.37,11.23,8.57
-13.85,7.71,5.58
-18.98,5.07,1.09
-15.56,4.60,-3.01
3.48,1.11,-0.56
3.21,-0.84,-1.50
1.15,-1.03,0.02
1.73,-3.19,5.30
4.55,-2.31,8.98
8.41,-5.71,12.30
13.09,2.89,18.24
26.46,0.87,16.07
-5.30,-3.48,9.48
5.75,1.07,-0.41
2.93,0.78,-1.92
-1.07,1.67,-3.73
-7.62,0.45,-17.78
-12.26,-0.62,-26.01
