aX,aY,aZ 
-9.66,0.45,-1.44
-9.54,0.48,-1.50
-9.47,0.68,-1.45
-9.68,0.50,-1.58
-9.69,0.64,-1.43
-9.65,0.63,-1.43
-9.51,0.49,-1.57
-9.73,0.59,-1.44
-9.66,0.57,-1.39
-9.76,0.64,-1.57
-9.71,0.39,-1.29
-9.49,1.11,-1.63
-9.61,0.66,-1.50
-9.76,0.69,-1.43
-9.68,0.98,-1.27
-9.60,0.64,-1.36
-9.46,0.39,-1.49
-9.54,0.14,-1.60
-9.64,0.43,-1.19
-9.63,0.37,-1.29
-9.68,0.49,-1.41
-9.62,0.31,-1.36
-9.71,0.28,-1.40
-9.64,0.18,-1.57
-9.63,0.19,-1.43
-9.61,0.23,-1.36
-9.53,0.18,-1.49
-9.66,0.23,-1.49
-9.54,0.41,-1.44
-9.60,0.35,-1.61
-9.51,0.20,-1.51
-9.59,0.29,-1.49
-9.71,0.27,-1.29
-9.63,0.38,-1.37
-9.60,0.34,-1.61
-9.83,0.12,-1.69
-9.53,0.19,-1.52
-9.55,0.41,-1.45
-9.65,0.24,-1.44
-9.62,0.39,-1.37
-9.70,0.32,-1.43
-9.73,0.36,-1.25
-9.76,0.26,-1.38
-9.62,0.64,-1.36
-9.61,0.30,-1.43
-9.74,0.30,-1.37
-9.63,0.56,-1.30
-9.61,0.68,-1.38
-9.67,0.12,-1.49
-9.64,0.55,-1.35
-9.62,0.44,-1.39
-9.63,0.35,-1.36
-9.58,0.06,-1.46
-9.65,0.60,-1.36
-9.63,0.23,-1.46
-9.55,0.26,-1.44
-9.61,0.42,-1.35
-9.57,0.59,-1.37
-9.62,0.39,-1.40
-9.64,0.42,-1.24
-9.55,0.35,-1.38
-9.58,0.24,-1.36
-9.58,0.37,-1.32
-9.73,0.34,-1.40
-9.58,0.16,-1.28
-9.58,0.33,-1.24
-9.58,0.40,-1.40
-9.62,0.43,-1.29
-9.68,0.19,-1.30
-9.70,0.43,-1.31
-9.66,0.57,-1.29
-9.70,0.34,-1.28
-9.64,0.57,-1.36
-9.58,0.24,-1.40
-9.72,0.08,-1.28
-9.73,0.41,-1.34
-9.68,0.45,-1.21
-9.71,0.20,-1.36
-9.62,0.49,-1.38
-9.53,0.25,-1.46
-9.72,0.29,-1.26
-9.70,0.45,-1.20
-9.68,0.25,-1.41
-9.57,0.29,-1.41
-9.59,0.30,-1.43
-9.50,0.30,-1.56
-9.55,0.26,-1.41
-9.55,0.32,-1.36
-9.64,0.20,-1.39
-9.60,0.34,-1.38
-9.71,0.26,-1.37
-9.51,0.11,-1.46
-9.54,0.16,-1.38
-9.58,0.37,-1.30
-9.60,0.28,-1.36
-9.58,0.38,-1.37
-9.71,0.34,-1.45
-9.62,0.23,-1.37
-9.64,0.29,-1.26
-9.60,0.35,-1.55
-9.61,0.47,-1.47
-9.55,0.26,-1.53
-9.61,0.36,-1.38
-9.61,0.29,-1.36
-9.59,0.16,-1.40
-9.57,0.31,-1.38
-9.58,0.25,-1.29
-9.61,0.29,-1.45
-9.73,0.28,-1.35
-9.69,0.34,-1.27
-9.60,0.29,-1.39
-9.58,0.31,-1.49
-9.61,0.48,-1.37
-9.76,0.46,-1.26
-9.68,0.48,-1.21
-9.79,0.28,-1.37
-9.66,0.51,-1.36
-9.74,0.50,-1.37
-9.47,0.17,-1.41
-9.73,0.36,-1.37
-9.71,0.14,-1.21
-9.66,0.59,-1.26
-9.64,0.23,-1.36
-9.58,0.32,-1.39
-9.62,0.31,-1.26
-9.59,0.23,-1.34
-9.68,0.42,-1.28
-9.73,0.34,-1.32
-9.71,0.20,-1.39
-9.58,0.44,-1.39
-9.68,0.37,-1.29
-9.68,0.08,-1.36
-9.66,0.28,-1.50
-9.72,0.53,-1.39
-9.54,0.15,-1.38
-9.58,0.25,-1.35
-9.49,-0.22,-1.08
-9.61,0.03,-1.27
-9.75,0.03,-1.22
-9.65,0.33,-1.11
-9.32,-0.34,-1.11
-9.72,-0.08,-1.18
-9.52,-0.30,-1.22
-9.72,0.32,-1.23
-9.62,0.26,-1.19
-9.75,0.19,-1.15
-9.73,0.07,-1.25
-9.67,-0.31,-1.21
-9.80,-0.14,-1.21
-9.50,-0.05,-1.26
-9.60,0.21,-1.09
-9.74,-0.04,-1.23
-9.78,-0.18,-1.31
-9.62,0.10,-1.33
-9.67,0.40,-1.35
-9.61,0.13,-1.34
-9.67,0.32,-1.47
-9.75,0.44,-1.32
-9.71,0.30,-1.34
-9.48,0.54,-1.28
-9.57,0.11,-1.22
-9.66,0.39,-1.42
-9.69,0.39,-1.57
-9.53,0.21,-1.46
-9.58,0.33,-1.33
-9.70,0.44,-1.35
-9.75,0.72,-1.25
-9.53,0.56,-1.41
-9.55,0.21,-1.46
-9.75,0.41,-1.38
-9.69,0.32,-1.40
-9.77,0.43,-1.25
-9.58,0.32,-1.38
-9.63,0.46,-1.29
-9.56,0.30,-1.45
-9.61,0.32,-1.28
-9.64,0.35,-1.27
-9.50,0.46,-1.37
-9.66,0.37,-1.31
-9.68,0.51,-1.30
-9.58,0.21,-1.30
-9.68,0.41,-1.23
-9.64,0.55,-1.34
-9.62,0.06,-1.42
-9.72,0.49,-1.32
-9.68,0.27,-1.40
-9.58,0.36,-1.53
-9.62,0.39,-1.30
-9.72,0.52,-1.36
-9.71,0.54,-1.27
-9.71,0.44,-1.24
-9.60,0.53,-1.26
-9.51,0.29,-1.32
-9.60,0.25,-1.37
-9.59,0.41,-1.40
-9.62,0.37,-1.40
-9.67,0.31,-1.36
-9.72,0.57,-1.33
-9.72,0.45,-1.26
-9.63,0.34,-1.32
-9.70,0.35,-1.20
-9.66,0.21,-1.34
-9.81,0.41,-1.31
-9.63,0.42,-1.30
-9.83,0.23,-1.15
-9.62,0.21,-1.38
-9.55,0.29,-1.31
-9.63,0.30,-1.44
-9.45,0.09,-1.42
-9.61,0.21,-1.34
-9.68,0.15,-1.29
-9.62,0.29,-1.34
-9.62,0.34,-1.38
-9.65,0.12,-1.23
-9.46,0.26,-1.37
-9.73,0.23,-1.27
-9.58,0.36,-1.38
-9.63,0.30,-1.35
-9.57,0.45,-1.35
-9.64,0.32,-1.35
-9.65,0.26,-1.33
-9.60,0.08,-1.36
-9.57,0.31,-1.43
-9.66,0.33,-1.25
-9.58,0.28,-1.29
-9.63,0.30,-1.27
-9.64,0.42,-1.25
-9.65,0.46,-1.25
-9.67,0.30,-1.36
-9.75,0.40,-1.28
-9.62,0.39,-1.48
-9.62,0.33,-1.36
-9.68,0.31,-1.48
-9.79,0.38,-1.37
-9.68,0.30,-1.55
-9.73,0.39,-1.34
-9.74,0.29,-1.31
-9.73,0.40,-1.25
-9.61,0.32,-1.36
-9.68,0.38,-1.25
-9.80,0.42,-1.30
-9.70,0.38,-1.35
-9.52,0.02,-1.33
-9.66,0.28,-1.28
-9.59,0.43,-1.27
-9.70,0.45,-1.25
-9.60,0.29,-1.24
-9.66,0.24,-1.20
-9.72,0.34,-1.32
-9.66,0.27,-1.36
-9.68,0.24,-1.40
-9.69,0.38,-1.32
-9.51,0.53,-1.37
-9.62,0.46,-1.31
-9.66,0.28,-1.39
-9.64,0.34,-1.26
-9.58,0.37,-1.49
-9.58,0.44,-1.40
-9.61,0.36,-1.32
-9.69,0.51,-1.21
-9.56,0.26,-1.38
-9.68,0.45,-1.40
-9.64,0.10,-1.33
-9.65,0.37,-1.18
-9.60,-0.18,-1.32
-9.57,0.53,-0.94
-9.62,0.13,-1.03
-9.67,0.45,-0.88
-9.60,0.59,-1.02
-9.69,0.41,-0.60
-9.75,-0.07,-0.26
-9.79,0.17,-0.15
-9.80,0.18,0.11
-9.48,-0.69,0.68
-9.40,-0.49,0.68
-9.21,-0.63,0.65
-9.23,-0.66,0.71
-9.40,-0.33,0.98
-9.41,-2.06,0.86
-9.55,-2.51,1.09
-9.02,-3.18,1.32
-8.85,-3.80,1.69
-7.36,-5.32,2.75
-5.96,-6.23,3.58
-5.03,-6.67,4.07
-3.18,-7.04,4.87
-1.75,-6.85,5.36
-1.14,-6.83,5.58
0.14,-6.02,6.15
0.31,-5.46,6.13
1.12,-4.30,6.32
1.05,-5.55,6.83
0.38,-5.52,7.23
0.23,-5.88,6.89
0.02,-5.31,6.59
-0.15,-5.88,6.48
0.13,-6.30,6.65
0.34,-5.17,5.90
-0.19,-6.21,7.68
-0.23,-5.35,6.11
0.73,-5.64,6.15
0.75,-7.66,6.88
1.31,-7.37,5.66
1.92,-7.01,5.32
2.69,-6.38,5.20
2.32,-7.07,5.00
2.28,-7.08,5.66
1.94,-7.22,5.61
1.87,-6.88,5.34
2.02,-7.12,5.81
2.32,-6.83,5.33
2.58,-6.44,4.56
2.65,-7.37,5.27
2.56,-7.26,4.99
2.38,-7.20,5.22
1.85,-6.38,5.69
-2.43,-6.45,4.99
1.38,-10.41,1.80
-0.69,-7.19,5.48
-0.38,-7.60,5.13
-0.04,-7.96,4.64
-0.28,-7.77,4.94
-0.40,-7.48,4.65
-0.46,-7.61,5.45
-0.82,-6.47,5.28
-1.29,-6.08,6.23
-2.16,-5.43,6.51
-2.65,-5.38,7.32
-4.01,-3.28,6.81
-4.13,-2.89,6.58
-5.87,-0.05,6.63
-7.43,0.56,5.48
-7.13,0.51,5.55
-8.86,0.92,3.74
-8.82,1.12,2.63
-9.52,2.11,1.67
-9.39,1.73,0.77
-10.46,1.12,0.46
-9.88,0.64,0.52
-9.52,0.65,-0.01
-9.64,0.79,0.27
-9.42,0.91,0.07
-9.47,0.92,0.18
-9.56,1.05,0.15
-9.37,1.43,0.38
-9.96,1.05,0.33
-9.90,1.14,0.35
-9.70,0.88,0.90
-9.76,-1.40,0.72
-9.30,-1.82,0.52
-9.62,-1.94,1.61
-8.87,-2.54,2.20
-8.78,-0.90,1.43
-8.15,-3.08,3.26
-7.34,-3.70,3.30
-7.84,-6.53,3.60
-7.52,-5.16,4.00
-6.34,-6.52,4.24
-4.19,-7.61,4.87
-2.49,-6.34,5.48
-0.48,-6.10,6.00
1.35,-4.71,6.47
2.85,-4.91,6.76
2.86,-4.29,6.49
2.63,-5.16,7.00
2.71,-5.14,6.95
2.26,-5.58,7.11
2.23,-5.21,6.73
2.23,-5.51,7.18
2.08,-5.60,6.90
2.10,-5.99,6.87
2.23,-5.67,6.78
2.08,-4.73,6.31
0.87,-3.53,5.45
0.59,-3.97,6.46
1.93,-4.97,5.36
1.12,-6.94,5.62
2.35,-6.65,4.78
3.21,-6.93,4.18
3.14,-8.38,4.02
3.16,-8.32,4.51
3.42,-7.10,4.46
3.85,-7.24,4.64
4.30,-6.71,3.90
4.30,-6.84,4.02
4.38,-7.07,3.59
4.11,-7.95,4.79
4.12,-6.94,3.90
3.92,-7.29,4.26
4.01,-6.53,3.83
4.01,-7.05,4.55
4.23,-7.19,3.72
3.80,-7.59,4.12
3.85,-6.93,3.98
3.70,-7.50,4.15
3.69,-7.02,4.07
0.28,-6.13,5.39
0.68,-8.82,2.06
-0.22,-10.19,3.31
-0.67,-8.66,3.81
-0.59,-8.02,3.83
-0.75,-8.16,4.11
-0.66,-8.14,4.06
-0.70,-8.22,4.00
-0.97,-8.11,4.10
-1.22,-7.83,4.74
-1.84,-7.90,5.17
-1.49,-6.88,4.77
-2.24,-6.13,5.51
-3.65,-4.20,7.05
-4.72,-3.18,6.55
-5.64,-1.73,6.77
-6.99,-0.40,6.39
-6.81,0.04,5.19
-8.51,0.35,4.13
-8.73,0.77,2.26
-9.39,1.02,2.18
-9.82,1.45,1.07
-9.73,1.17,0.95
-9.34,1.65,0.37
-9.06,1.42,-0.03
-9.49,0.48,0.79
-9.56,0.64,0.53
-9.54,0.96,0.43
-9.58,0.77,0.46
-9.61,0.84,0.57
-9.48,0.60,0.53
-9.49,0.70,0.67
-9.50,0.66,0.59
-9.53,0.75,0.63
-9.52,0.75,0.67
-9.50,0.68,0.58
-9.58,0.68,0.47
-9.53,0.75,0.44
-9.53,0.71,0.48
-9.52,0.72,0.59
-9.58,0.77,0.55
-9.51,0.76,0.61
-9.55,0.49,0.69
-9.55,-0.21,1.21
-9.38,-0.22,0.81
-9.85,-0.21,0.82
-9.82,-1.01,0.33
-9.73,-1.45,0.24
-9.68,-1.57,0.11
-9.86,-2.25,0.69
-8.72,-4.28,1.38
-8.57,-4.23,1.75
-7.97,-6.20,2.57
-6.26,-5.69,3.66
-4.53,-7.20,4.39
-2.89,-6.91,5.32
-0.79,-5.55,6.33
1.43,-5.22,7.31
2.45,-3.72,6.56
3.61,-3.61,6.80
3.85,-3.65,7.29
3.58,-3.74,7.42
3.43,-3.94,7.43
3.40,-4.00,7.54
2.73,-4.11,7.74
3.14,-3.93,7.57
2.94,-5.35,8.33
3.29,-3.77,7.00
3.46,-3.60,6.67
3.51,-5.23,6.63
3.56,-6.44,6.00
3.67,-3.10,6.23
3.21,-4.07,4.34
4.19,-8.51,4.95
3.93,-5.08,3.49
4.87,-7.12,4.04
4.68,-6.40,3.75
5.29,-6.68,3.47
4.34,-6.49,4.32
4.46,-7.10,4.00
4.43,-6.76,3.89
4.23,-7.09,3.87
4.09,-7.31,4.30
4.20,-7.25,3.97
4.19,-7.12,4.14
4.13,-7.21,4.15
4.24,-7.41,4.16
4.17,-7.07,4.02
4.21,-7.21,4.08
4.16,-7.30,4.31
4.23,-7.20,3.97
4.19,-7.17,4.21
4.09,-7.28,4.14
4.15,-7.27,4.10
4.09,-7.21,4.03
4.14,-7.32,4.04
3.99,-7.14,4.09
3.86,-7.24,4.45
3.72,-6.52,4.44
2.42,-5.94,4.19
1.30,-9.40,3.65
0.69,-10.37,3.26
0.23,-9.77,3.32
-0.38,-8.68,3.58
-0.58,-8.54,3.72
-0.62,-8.50,3.72
-0.44,-8.31,3.43
-0.71,-8.81,3.63
-0.83,-8.55,3.46
-0.71,-8.19,4.01
-0.63,-8.21,3.76
-0.70,-8.38,3.86
-0.77,-8.28,3.91
-0.79,-8.22,4.11
-0.57,-8.20,3.98
-0.60,-8.24,3.85
-0.83,-8.07,3.94
-0.89,-6.53,3.95
-2.97,-6.54,6.17
-3.33,-5.18,6.01
-4.69,-3.47,7.25
-5.67,-1.53,6.69
-7.50,-0.93,5.98
-8.49,0.39,4.58
-9.16,0.80,3.47
-8.95,1.51,2.14
-10.45,1.78,1.30
-10.66,1.45,1.30
-9.11,0.89,0.68
-9.23,1.66,-0.04
-9.75,0.28,1.48
-9.41,0.87,0.42
-9.61,0.77,0.81
-9.55,0.80,0.73
-9.51,0.53,0.77
-9.34,0.99,0.57
-9.61,0.71,0.76
-9.50,0.55,0.64
-9.55,0.61,0.67
-9.59,0.46,0.55
-9.52,0.53,0.50
-9.46,0.59,0.43
-9.66,0.44,0.53
-9.65,0.57,0.44
-9.59,0.44,0.50
-9.53,0.49,0.52
-9.39,0.56,0.56
-9.60,0.40,0.48
-9.66,0.56,0.28
-9.49,0.85,0.45
-9.52,0.63,0.41
-9.51,0.49,0.45
-9.59,0.99,0.44
-9.59,0.62,0.63
-9.48,0.90,0.61
-9.49,0.61,0.68
-9.54,0.46,0.72
-9.61,0.25,0.58
-9.86,-0.18,0.93
-9.51,-0.30,0.97
-9.23,-1.51,1.39
-9.89,-1.70,1.51
-9.12,-1.23,1.69
-8.16,-1.25,1.84
-8.46,-1.98,2.32
-8.58,-1.06,2.07
-9.07,-1.05,1.85
-9.39,-2.33,1.97
-9.02,-2.00,1.15
-8.80,-2.51,2.34
-8.90,-2.70,2.14
-8.38,-3.08,2.10
-8.67,-3.04,2.20
-8.65,-4.64,2.77
-8.51,-5.37,3.63
-7.45,-6.29,4.10
-5.37,-5.45,4.81
-3.61,-5.79,6.02
-1.44,-5.72,7.12
0.85,-3.55,5.68
2.44,-4.94,7.44
2.26,-4.06,7.41
2.14,-3.62,7.33
2.48,-3.93,7.80
2.25,-4.60,7.43
2.17,-4.64,7.68
2.52,-5.80,7.38
2.48,-5.12,7.28
3.32,-4.74,6.23
2.60,-4.59,6.59
2.64,-8.26,7.12
2.54,-7.07,5.34
2.83,-7.50,5.20
3.59,-7.18,3.54
3.09,-8.48,3.79
3.12,-9.09,3.87
3.06,-7.49,3.59
2.46,-8.21,4.08
3.06,-8.01,3.99
2.49,-7.77,3.77
2.86,-8.15,3.93
2.73,-7.76,4.20
2.92,-8.01,3.81
2.93,-8.18,4.26
2.90,-7.63,3.92
2.97,-8.21,3.98
2.86,-7.92,4.18
2.91,-7.49,3.88
3.06,-7.58,4.09
3.06,-7.80,4.13
2.97,-7.96,4.40
2.99,-7.55,4.09
3.09,-7.82,4.18
3.01,-7.76,4.03
3.10,-7.99,3.85
3.15,-7.82,3.98
2.96,-7.90,4.17
2.95,-7.66,4.51
1.53,-6.28,4.71
1.54,-9.29,1.08
0.45,-10.89,2.82
-0.09,-9.36,2.31
0.19,-8.17,2.94
0.09,-8.97,3.08
-0.10,-8.74,3.30
0.25,-8.64,2.97
0.21,-8.71,3.46
0.45,-7.94,3.87
0.47,-7.53,4.27
0.28,-7.13,3.96
0.05,-8.04,5.24
-1.07,-8.46,7.01
-0.08,-6.42,6.52
-1.25,-4.50,6.00
-2.98,-1.76,7.23
-5.57,-0.93,7.71
-7.13,0.68,7.13
-7.66,1.64,5.73
-7.95,1.83,4.95
-8.30,1.31,3.29
-8.65,1.83,2.84
-9.89,1.47,2.33
-9.30,1.20,2.26
-9.39,1.41,0.90
-10.00,1.50,0.86
-9.84,1.10,1.35
-9.35,0.87,0.93
-9.49,0.99,0.97
-9.51,0.91,0.94
-9.39,1.12,0.97
-9.49,0.94,0.96
-9.39,1.09,0.97
-9.38,0.97,1.13
-9.49,0.99,1.04
-9.45,0.86,1.08
-9.46,0.66,1.05
-9.34,1.01,0.99
-9.51,0.37,1.50
-9.40,-0.23,1.23
-9.53,-0.42,1.10
-9.38,-0.81,0.68
-9.51,-0.79,0.80
-9.82,-1.26,0.53
-9.42,-1.15,0.88
-9.28,-1.95,0.97
-8.97,-2.22,1.43
-8.68,-3.90,2.55
-8.60,-4.37,2.12
-7.46,-2.78,1.55
-8.65,-3.05,2.03
-8.86,-3.48,2.15
-8.50,-3.80,1.58
-8.59,-3.50,1.51
-8.62,-3.46,1.69
-8.50,-3.77,1.64
-8.55,-3.50,1.51
-8.52,-3.86,1.79
-8.33,-4.71,2.05
-8.27,-5.30,2.63
-9.24,-6.56,3.14
-6.42,-5.04,3.86
-4.70,-6.16,5.07
-2.58,-5.29,5.76
-0.72,-4.95,6.75
1.58,-5.36,7.03
2.08,-4.39,6.34
2.47,-4.70,7.19
2.57,-4.01,6.96
2.10,-4.92,7.48
2.03,-5.07,7.78
2.22,-4.09,7.41
2.49,-4.85,7.25
3.08,-5.17,6.32
3.54,-4.88,5.12
4.00,-8.86,6.31
1.79,-4.25,4.15
3.62,-7.96,6.08
3.46,-9.23,4.77
3.87,-6.13,3.84
4.52,-7.19,3.13
4.08,-7.66,3.96
3.62,-7.56,3.95
3.10,-7.65,3.90
3.38,-8.30,3.72
3.48,-7.81,3.85
3.08,-7.81,4.09
3.19,-7.84,4.02
2.81,-7.86,4.33
3.06,-7.70,3.92
3.10,-7.60,4.06
2.95,-7.81,4.29
2.92,-7.47,4.16
3.08,-7.71,4.36
2.94,-7.78,4.38
3.13,-7.39,4.13
2.92,-7.69,4.10
2.90,-7.95,4.36
2.98,-7.58,4.30
2.98,-7.64,4.12
2.94,-7.80,4.42
3.06,-7.70,4.23
2.96,-7.69,4.07
2.80,-6.55,5.03
0.27,-6.26,4.51
-1.55,-9.51,3.06
-1.55,-10.53,2.54
-2.33,-7.83,3.79
-1.81,-8.04,3.94
-1.46,-8.09,4.07
-1.54,-7.76,4.05
-1.42,-8.60,3.93
-1.27,-8.22,3.89
-1.19,-7.79,4.38
-1.19,-7.95,4.16
-0.66,-8.12,4.06
-0.99,-7.53,5.32
-1.20,-6.79,5.67
-1.12,-4.75,6.29
-1.09,-3.94,7.41
-2.44,-2.04,7.41
-4.03,0.52,8.15
-4.67,0.26,7.26
-6.89,0.75,6.58
-8.14,1.21,5.86
-8.07,1.62,3.50
-8.98,2.54,2.66
-10.41,1.61,1.31
-9.27,0.80,1.25
-9.21,1.02,1.17
-9.76,0.01,1.10
-9.58,0.55,0.79
-9.41,0.27,0.66
-9.46,0.10,0.85
-9.34,0.29,0.75
-8.69,0.83,0.74
-9.93,-0.23,0.75
-9.38,0.38,0.61
-9.58,0.23,0.36
-9.74,0.32,0.54
-9.42,0.58,0.28
-9.52,0.61,0.47
-9.54,0.52,0.59
-9.63,0.49,0.70
-9.54,0.54,0.73
-9.42,0.35,0.66
-9.51,0.47,0.64
-9.54,0.40,0.65
-9.61,0.32,0.70
-9.52,0.17,0.75
-9.54,0.24,0.71
-9.60,-0.34,0.84
-9.43,-0.79,0.94
-9.35,-0.45,0.71
-9.32,-0.68,0.74
-9.26,-1.96,1.04
-9.10,-2.12,0.75
-9.35,-1.95,0.36
-9.82,-3.17,0.70
-10.09,-4.29,0.97
-8.40,-5.31,2.20
-6.79,-5.38,2.92
-5.19,-6.29,3.96
-3.19,-7.67,6.12
-0.07,-5.60,6.07
0.32,-5.00,6.48
1.47,-4.00,6.34
2.16,-4.89,7.21
1.99,-4.97,7.29
1.77,-4.73,7.42
1.52,-5.03,7.35
1.70,-4.73,7.23
1.59,-5.21,7.39
1.69,-5.33,7.16
1.70,-5.56,7.11
1.85,-5.95,6.65
1.65,-5.42,6.30
2.56,-5.78,6.00
2.37,-5.57,5.60
1.74,-7.91,5.20
2.70,-8.49,6.12
2.68,-6.88,5.41
3.22,-5.91,5.04
3.22,-6.32,4.46
3.71,-7.44,4.98
3.69,-7.92,4.37
3.78,-8.40,3.73
3.87,-7.45,4.24
3.94,-7.64,3.80
3.90,-7.48,3.73
3.68,-7.78,4.18
3.53,-7.52,3.86
3.70,-7.91,3.88
3.40,-7.87,3.66
3.47,-7.79,3.72
3.31,-7.90,3.90
3.44,-7.68,3.54
3.29,-7.86,3.68
3.32,-7.91,3.62
2.91,-7.65,4.23
2.93,-7.79,4.28
3.25,-7.56,3.63
3.10,-8.20,3.79
3.04,-7.69,4.01
2.79,-7.59,4.25
1.50,-4.84,5.29
1.18,-8.60,3.64
0.48,-9.72,4.48
-0.17,-8.01,5.09
-0.19,-7.53,5.11
0.10,-7.98,4.83
-0.07,-7.35,4.90
0.12,-7.73,4.84
-0.16,-7.60,5.16
-1.37,-4.94,6.27
-1.65,-3.51,6.62
-3.13,-2.04,7.46
-5.29,-0.44,8.03
-6.08,0.65,6.58
-7.49,1.66,5.80
-7.97,1.59,4.12
-9.34,1.39,2.62
-10.87,1.64,1.56
-9.98,3.00,0.88
-9.28,1.34,-0.11
-9.28,1.44,0.42
-9.75,1.38,0.19
-9.50,1.25,0.33
-9.57,1.27,0.34
-9.56,1.09,0.45
-9.51,1.01,0.31
-9.56,0.97,0.44
-9.54,1.04,0.40
-9.52,1.09,0.42
-9.50,1.13,0.36
-9.55,1.06,0.37
-9.54,1.65,0.27
-9.44,1.49,-0.33
-9.49,-0.70,1.03
-9.63,-1.75,1.02
-9.46,-3.65,0.52
-8.49,-6.55,-0.04
-7.44,-7.23,-1.51
-6.00,-7.89,-1.83
-3.87,-8.81,-1.02
-2.41,-8.78,-0.69
-0.87,-8.14,1.20
-0.25,-6.98,4.11
0.34,-6.80,7.02
0.23,-3.73,7.62
1.15,-5.38,7.28
2.22,-5.77,6.05
3.36,-6.06,4.70
3.84,-6.81,2.10
2.71,-7.01,1.58
-0.09,-8.69,-0.60
-2.38,-9.65,-0.47
-5.12,-10.50,-0.61
-5.37,-11.90,-2.01
-3.57,-11.01,-2.83
-1.57,-10.45,-1.95
1.23,-7.96,-0.33
2.79,-6.81,2.95
3.47,-5.66,4.75
3.88,-2.47,5.32
3.03,-3.19,8.31
2.08,-1.62,10.38
2.89,-2.07,8.36
3.61,-3.40,7.44
5.13,-4.49,5.05
4.48,-5.58,3.38
3.77,-7.31,2.13
2.60,-8.21,0.01
-0.09,-9.56,-1.13
-1.78,-9.16,-1.97
-4.91,-10.41,-2.10
-5.06,-11.33,-2.53
-5.24,-10.66,-1.97
-3.45,-10.32,-1.99
-1.16,-9.58,-1.66
1.70,-9.06,-0.36
3.31,-6.94,1.25
4.16,-5.27,3.98
5.11,-4.92,6.01
5.53,-3.78,5.70
5.32,-3.11,6.67
4.28,-3.59,7.98
4.44,-1.95,7.70
3.51,-2.87,8.54
3.97,-2.50,7.70
4.67,-4.29,6.46
4.54,-6.24,5.60
5.02,-5.61,4.18
4.94,-6.49,2.22
3.92,-8.01,1.85
