gX,gY,gZ 
0.51,0.23,-0.39
0.87,0.14,-0.56
0.14,0.47,-0.21
0.66,0.31,-0.54
0.21,0.29,-0.39
-0.08,0.45,-0.14
-0.60,0.66,-0.29
0.45,0.58,-0.52
0.17,0.58,-0.54
1.13,0.66,-0.66
0.10,0.43,-0.49
0.21,0.49,-0.72
0.16,0.27,-0.52
-0.06,0.29,-0.47
0.08,0.51,-0.41
-0.27,0.60,-0.49
-0.29,0.58,-0.39
0.33,0.35,-0.39
0.04,0.37,-0.49
0.08,0.21,-0.31
0.80,0.27,-0.51
0.39,0.27,-0.43
0.84,0.41,-0.68
-0.02,0.60,-0.52
0.39,0.25,-0.78
-0.27,0.68,-0.33
-0.74,0.70,-0.35
-0.33,0.23,-0.19
0.21,0.37,-0.31
0.54,0.35,-0.49
-0.52,0.51,-0.39
-0.08,0.47,-0.41
0.95,0.45,-0.62
-0.37,0.47,-0.33
-0.37,0.47,-0.54
-0.64,0.99,-0.37
0.72,0.10,-0.41
0.04,0.62,-0.76
0.14,0.47,-0.52
0.33,0.43,-0.45
0.16,0.74,-0.29
0.49,0.56,-0.74
-0.02,0.78,-0.78
-0.08,0.43,-0.41
-0.08,0.52,-0.51
0.23,0.80,-0.62
0.37,0.10,-0.41
0.21,0.14,-0.37
0.62,0.33,-0.43
-0.43,0.62,-0.43
0.84,0.02,-0.58
0.17,0.62,-0.37
-0.52,1.03,-0.49
1.59,-0.10,-0.31
0.58,0.64,-0.54
-0.21,0.66,-0.56
-1.15,1.19,-0.52
-0.66,0.56,-0.64
0.56,0.35,-0.31
-0.19,0.82,-0.51
0.14,0.33,-0.45
-0.21,0.78,-0.39
0.17,0.21,-0.47
-1.46,0.70,0.56
1.40,-0.54,0.70
3.81,-1.13,-0.56
-0.08,-1.07,-0.14
0.02,0.43,-0.64
0.60,0.06,-0.49
0.04,0.70,-0.62
0.02,0.82,-0.60
-1.20,0.41,0.06
2.91,-0.25,-0.47
-1.01,0.70,-0.47
-1.19,1.48,-0.87
1.83,0.51,-1.07
0.58,0.54,-0.60
0.39,0.45,-0.87
0.58,0.33,-0.41
0.29,0.14,-0.43
0.00,0.31,-0.33
0.21,0.64,-0.74
-0.31,0.54,-0.47
0.39,0.47,-0.49
-0.19,0.58,-0.41
0.62,0.35,-0.56
0.27,0.68,-0.51
0.45,0.39,-0.58
-0.19,0.45,-0.06
0.64,0.21,-0.35
-0.54,0.74,-0.39
0.51,0.58,-0.78
0.41,0.29,-0.23
0.02,0.43,-0.58
-0.17,0.56,-0.47
0.93,0.27,-0.62
0.72,0.27,-0.60
0.51,0.87,-0.52
0.51,0.62,-0.54
-0.17,0.51,-0.64
-0.43,0.39,-0.54
-0.51,0.80,-0.39
0.02,0.45,-0.10
-0.66,0.39,-0.12
0.35,0.47,-0.51
-0.12,0.35,-0.51
0.76,0.41,-0.60
0.45,0.33,-0.68
-1.15,0.91,-0.72
0.78,-0.19,-0.52
1.98,0.99,-0.72
2.25,-0.95,-0.29
1.73,0.08,-0.14
-0.89,0.87,0.37
-1.17,0.31,-0.60
0.54,-0.82,0.14
-0.85,-0.39,0.58
-5.85,1.52,0.49
-3.54,0.91,0.85
-1.01,0.25,-0.35
-0.56,0.19,-0.84
1.75,-0.64,-1.17
1.90,0.58,-0.41
1.11,0.45,-0.97
1.98,0.99,-0.93
2.10,0.78,-1.42
1.67,0.37,-0.93
-1.87,0.97,-0.39
-0.04,-0.12,-0.16
1.90,0.23,-0.19
0.08,0.80,-0.60
1.17,0.82,-0.25
-2.47,0.82,0.19
0.62,0.49,-0.21
-0.76,1.44,-0.62
0.23,0.68,-0.43
-1.20,1.13,-0.43
-1.92,2.37,0.08
-0.97,3.26,0.76
1.87,2.72,2.08
-3.05,1.26,2.00
-0.58,0.60,2.72
4.04,2.27,3.81
3.52,3.57,4.06
27.69,-0.68,2.72
24.36,0.91,0.68
7.97,-2.43,1.30
-2.37,-2.72,0.72
-8.24,-0.84,-0.16
1.15,-1.63,-2.10
2.95,1.28,-0.85
-13.43,4.55,0.58
-8.47,1.50,-2.21
-8.92,2.51,-1.24
-0.72,2.84,-1.03
-3.56,4.02,-0.95
-6.41,4.35,0.51
-2.04,1.57,0.82
-2.29,2.14,1.77
-7.75,3.98,2.58
-6.63,5.79,5.11
-5.91,9.07,9.77
-8.57,9.77,12.07
4.92,8.47,14.73
3.48,9.36,15.93
0.66,10.53,16.86
3.87,10.36,15.66
3.05,10.41,14.57
1.98,10.74,14.94
5.44,11.04,16.77
7.85,11.50,13.35
5.01,7.38,11.66
4.78,4.12,3.30
7.95,3.36,4.22
2.93,5.23,2.91
-8.39,3.79,1.34
-4.41,2.47,-0.10
5.15,-1.30,-0.91
-4.49,0.52,-1.67
-0.58,0.37,-1.63
3.71,1.17,-0.97
0.52,1.05,-1.67
-3.94,2.70,-5.96
-3.91,3.83,-11.29
-7.09,-0.56,-10.37
-12.38,-0.91,-5.69
-2.29,-1.07,-2.37
-2.58,0.93,-2.33
3.89,1.75,-5.09
-7.56,-0.25,-3.24
-3.59,0.19,-0.97
-6.31,2.43,-1.61
-1.90,0.06,3.52
-2.56,0.62,1.75
0.16,-0.49,0.08
-1.42,0.12,0.70
1.53,-0.89,0.16
-2.49,1.30,-1.26
0.21,0.47,-0.00
2.41,-0.02,0.68
2.93,-0.27,-0.17
-0.51,0.72,-0.45
-2.25,0.51,-0.43
-3.28,1.03,-1.07
0.16,0.45,-0.54
-2.60,1.77,-0.21
-0.06,0.87,-0.66
-1.13,1.20,-0.62
-1.52,1.61,0.06
-1.53,0.54,0.21
-0.19,0.74,0.35
-1.19,0.39,-1.17
5.28,-1.07,-0.00
-2.21,1.09,-1.36
-8.72,4.82,-2.97
9.79,-4.59,-0.93
-3.15,-0.35,0.52
1.34,-0.91,-0.21
-0.89,0.08,0.04
-3.59,1.79,-0.45
-1.90,0.97,-0.41
1.52,0.06,-0.31
4.53,-0.56,-1.07
-1.28,0.84,0.43
4.49,-1.44,-0.25
1.87,-0.80,-1.05
2.08,-3.15,-2.76
0.82,-0.08,-3.73
4.08,-0.89,-6.72
-1.61,-1.53,-9.23
-1.88,-0.37,-13.11
1.53,-1.63,-17.35
8.04,-0.54,-18.63
4.92,-6.29,-17.43
1.22,-4.93,-16.75
7.13,-6.90,-19.12
4.22,-6.29,-20.19
10.55,-6.78,-16.14
5.17,-3.56,-14.88
18.73,-13.62,-17.16
16.03,-9.25,-8.80
26.87,-8.04,-4.33
7.40,3.32,0.66
-2.64,2.37,1.20
-3.67,1.63,0.74
0.70,0.04,-0.62
-2.14,-0.19,-1.24
-1.59,1.38,-0.29
-1.85,-0.52,-0.21
2.25,-0.17,0.08
-4.86,3.57,0.87
-7.19,5.27,-0.41
-0.37,-0.10,1.13
-4.93,3.40,-1.65
-2.45,0.49,-0.02
1.92,1.44,-2.78
3.38,0.58,0.08
12.75,-3.46,-0.14
0.41,-0.80,0.51
-8.20,1.36,0.41
-5.91,0.43,2.53
-10.57,2.55,1.63
9.33,-1.28,-2.18
37.54,-5.91,4.18
-2.95,1.67,3.23
-12.96,1.15,-0.84
6.72,-0.68,-2.58
4.10,-1.40,-0.93
-10.10,2.76,-1.34
8.18,-2.47,-2.29
-10.16,6.55,2.18
-13.25,9.35,6.04
-10.03,11.13,8.68
-11.68,13.17,15.13
12.45,4.60,12.80
-0.76,6.99,17.00
9.56,4.95,17.85
4.29,7.27,15.37
8.49,8.22,14.26
4.18,10.45,13.33
7.05,10.10,13.66
-1.79,11.37,12.32
6.20,8.26,11.39
7.40,7.36,6.68
3.56,4.90,-0.29
-5.85,2.12,1.32
-2.00,0.14,-0.25
-0.41,0.29,-0.41
-1.85,0.64,-1.52
-2.80,1.65,-1.77
-5.81,2.55,-3.05
-1.36,2.70,-4.97
2.41,3.96,-6.74
-1.79,4.45,-7.52
0.33,-0.17,-6.39
-11.29,-0.52,-4.53
-7.62,0.02,-3.98
-3.87,0.14,-4.27
-6.45,1.98,-2.02
1.09,-0.29,-1.44
0.04,1.07,-1.34
-1.63,0.54,-0.19
2.49,-0.21,-0.02
-1.94,1.13,-0.70
1.53,0.56,-0.27
-3.03,0.54,-0.37
-1.59,0.68,-0.10
-1.01,-0.35,-0.95
-0.95,0.14,-1.07
3.09,-0.17,0.04
-1.03,1.03,-0.17
-3.36,1.85,-0.60
1.42,0.72,-0.64
1.50,-0.23,-0.78
-0.62,0.74,-0.37
-1.20,1.40,-0.78
0.95,0.17,-0.60
3.40,0.66,-0.33
0.16,0.25,-0.66
-2.53,1.19,-0.51
-1.48,0.85,-0.74
-0.41,0.06,0.08
-2.43,1.09,-0.29
2.74,0.10,-0.23
-0.89,0.93,-0.51
-2.68,0.84,-0.58
-3.94,1.50,-0.43
-0.78,0.56,-0.19
-2.10,1.36,-0.51
1.71,0.23,-0.45
3.21,-0.35,-0.60
-1.46,1.19,-0.54
-1.67,0.52,-0.47
1.22,0.04,-0.78
0.21,0.06,-0.43
-4.35,1.73,-0.19
1.65,1.65,-0.43
0.10,1.55,-2.86
-2.97,0.23,-2.16
5.71,-2.25,-0.19
-1.07,0.78,-0.33
1.32,0.35,-0.39
-1.67,0.76,-0.10
0.52,0.17,-0.97
1.28,0.49,-0.80
0.91,0.16,-0.17
1.20,-0.82,-2.20
4.35,-1.24,-5.95
-2.93,0.60,-10.14
-0.17,-2.55,-12.26
-3.52,-0.27,-11.04
-1.17,-3.71,-19.20
-1.22,4.00,-23.51
15.41,-3.23,-26.42
14.94,-13.41,-25.28
15.91,-16.05,-20.61
17.60,-14.14,-17.93
7.56,-9.31,-9.25
17.00,0.64,-4.08
20.63,-7.97,-1.07
1.65,-1.44,3.21
-2.14,2.33,1.87
0.35,-0.29,-0.23
-2.74,0.41,-0.66
-3.96,2.55,-0.89
6.43,-0.08,-0.97
1.52,-1.87,0.64
-1.20,-0.78,-0.02
-1.63,0.37,-0.33
-0.29,0.33,0.10
-0.87,1.61,0.29
10.76,-1.55,-1.05
-2.70,2.00,-0.66
0.60,0.84,-1.69
0.93,0.39,-0.47
6.45,-1.32,0.02
-2.23,0.78,0.58
-3.19,1.09,-0.02
-3.44,1.05,0.33
21.68,6.26,6.35
-0.41,5.93,4.80
21.29,-6.49,3.59
-6.00,3.87,1.61
-9.36,3.98,0.56
0.80,-3.54,-3.50
0.00,1.92,-0.02
-0.52,1.13,0.27
0.41,0.19,-0.72
-0.23,-1.11,-0.19
-11.02,5.25,2.08
-22.60,10.65,4.02
-6.20,12.14,9.17
-18.88,17.99,13.99
-14.55,16.30,19.20
6.68,15.91,22.71
-2.20,12.10,21.64
11.42,8.94,18.05
1.11,9.29,13.46
6.57,8.26,11.00
14.65,4.90,10.08
2.70,2.47,6.16
-10.57,3.75,0.74
3.11,0.21,0.29
1.81,0.95,-0.76
-2.02,3.59,-4.64
-1.34,4.31,-7.15
2.08,0.51,-5.60
-2.80,0.82,-8.32
-5.79,-1.03,-8.35
3.28,-0.08,-1.44
-8.43,3.44,-2.58
-6.55,2.51,-1.28
-2.99,0.16,-0.85
2.23,2.31,-0.84
-3.05,1.75,-0.62
0.52,1.73,-1.75
-4.00,1.30,-0.95
2.12,-0.56,-0.54
-0.54,1.11,-0.19
0.72,0.76,0.06
1.36,0.02,-0.21
1.90,0.19,-0.66
3.34,-0.37,-0.45
0.80,0.25,-0.49
-2.68,1.53,-0.29
-1.85,0.99,0.19
-2.29,0.66,0.41
1.05,0.02,-0.08
-0.45,0.52,-0.64
-0.31,0.93,-1.22
0.23,0.56,-0.99
-3.87,0.87,-0.76
0.89,0.60,-0.29
-1.98,1.34,-0.21
1.90,-0.23,-0.37
-0.82,0.76,-0.02
2.35,-0.35,-0.54
-2.18,0.99,-0.21
0.14,-0.33,-0.47
-2.74,1.19,-0.78
4.86,0.37,-0.89
3.42,-0.45,-0.12
-6.24,2.49,0.27
-2.84,0.56,0.27
0.08,0.02,-0.66
0.51,-0.16,-0.80
-2.23,1.09,-1.01
-0.87,0.58,-0.93
0.21,0.25,-0.43
-0.66,0.72,-0.08
-0.66,0.97,-0.56
-0.82,0.66,-0.52
1.26,0.27,-0.00
1.07,0.47,-0.16
3.15,-0.27,-0.47
0.47,0.23,-0.25
-0.72,0.93,0.12
0.41,0.16,0.21
-0.17,0.82,-0.60
-0.43,1.53,-0.54
2.41,-0.17,-0.19
-1.61,0.56,-1.36
1.24,-0.49,-1.53
